"player_name","nationality","fbref_url","transfer_url","career_length","retired","retirement_age","age_current","debut_age","debut_year","injury_count_total","days_missed_total","games_missed_total","total_matches_club","seasons_club","foot","position_simple","height","debut_age_num","height_clean","debut_year_num","injuries_per_season","foot_clean","event","debut_band","height_group","inj_band","debut_decade","nationality_clean","region"
"Fábio Aurélio","Brazil  Italy","https://fbref.com/en/players/68f0ce09/Fabio-Aurelio","https://www.transfermarkt.com/fbio-aurlio/profil/spieler/7570",17,"Yes",34,46,"20 years","2000",7,342,67,227,12,"left","Defender","173",20,173,2000,0.583333333333333,"left",1,"[18,21)","[165,180]","(3,9]","2000s","Brazil Italy","EU_Major"
"Demba Ba","Senegal  France","https://fbref.com/en/players/8b683d09/Demba-Ba","https://www.transfermarkt.com/demba-ba/profil/spieler/40205",15,"Yes",36,40,"21 years","2006",16,805,98,387,18,"right","Attack","189",21,189,2006,0.888888888888889,"right",1,"[21,24)","(185,203]","(9,57]","2000s","Senegal France","EU_Major"
"Ryan Babel","Netherlands  Suriname","https://fbref.com/en/players/6438d426/Ryan-Babel","https://www.transfermarkt.com/ryan-babel/profil/spieler/16135",20,"Yes",37,38,"16 years","2003",23,516,113,539,18,"right","Attack","185",16,185,2003,1.27777777777778,"right",1,"[15,18)","(180,185]","(9,57]","2000s","Netherlands Suriname","EU_Major"
"Leighton Baines","England","https://fbref.com/en/players/b18095b6/Leighton-Baines","https://www.transfermarkt.com/leighton-baines/profil/spieler/13507",17,"Yes",35,40,"17 years","2002",6,379,61,523,18,"left","Defender","170",17,170,2002,0.333333333333333,"left",1,"[15,18)","[165,180]","(3,9]","2000s","England","UK_Ireland"
"Chris Baird","Northern Ireland","https://fbref.com/en/players/55fd8c81/Chris-Baird","https://www.transfermarkt.com/chris-baird/profil/spieler/4115",15,"Yes",36,43,"20 years","2002",3,34,7,353,15,"right","Midfield","179",20,179,2002,0.2,"right",1,"[18,21)","[165,180]","[0,3]","2000s","Northern Ireland","UK_Ireland"
"Nathan Baker","England","https://fbref.com/en/players/b18af9e3/Nathan-Baker","https://www.transfermarkt.com/nathan-baker/profil/spieler/62638",12,"Yes",31,34,"18 years","2009",8,888,90,288,13,"left","Defender","191",18,191,2009,0.615384615384615,"left",1,"[18,21)","(185,203]","(3,9]","2000s","England","UK_Ireland"
"Gareth Bale","Wales","https://fbref.com/en/players/a58bb1e1/Gareth-Bale","https://www.transfermarkt.com/gareth-bale/profil/spieler/39381",17,"Yes",33,36,"16 years","2005",43,1122,256,505,18,"left","Attack","185",16,185,2005,2.38888888888889,"left",1,"[15,18)","(180,185]","(9,57]","2000s","Wales","UK_Ireland"
"Mario Balotelli","Italy  Ghana","https://fbref.com/en/players/8ff07990/Mario-Balotelli","https://www.transfermarkt.com/mario-balotelli/profil/spieler/45146",18,"No",NA,35,"16 years","2007",36,906,135,437,18,"right","Attack","189",16,189,2007,2,"right",0,"[15,18)","(185,203]","(9,57]","2000s","Italy Ghana","EU_Major"
"Barry Bannan","Scotland","https://fbref.com/en/players/9469fb13/Barry-Bannan","https://www.transfermarkt.com/barry-bannan/profil/spieler/61561",17,"No",NA,36,"18 years","2008",1,77,18,599,18,"left","Midfield","169",18,169,2008,0.0555555555555556,"left",0,"[18,21)","[165,180]","[0,3]","2000s","Scotland","UK_Ireland"
"Alex Baptiste","England","https://fbref.com/en/players/7b72f0b6/Alex-Baptiste","https://www.transfermarkt.com/alex-baptiste/profil/spieler/16660",17,"No",NA,39,"16 years","2002",1,198,33,548,21,"right","Defender","180",16,180,2002,0.0476190476190476,"right",0,"[15,18)","[165,180]","[0,3]","2000s","England","UK_Ireland"
"Phil Bardsley","Scotland  England","https://fbref.com/en/players/1ae30132/Phil-Bardsley","https://www.transfermarkt.com/phil-bardsley/profil/spieler/15773",20,"Yes",38,40,"18 years","2003",14,285,42,366,19,"right","Defender","180",18,180,2003,0.736842105263158,"right",1,"[18,21)","[165,180]","(9,57]","2000s","Scotland England","UK_Ireland"
"Giles Barnes","Jamaica  England","https://fbref.com/en/players/e663724a/Giles-Barnes","https://www.transfermarkt.com/giles-barnes/profil/spieler/37236",14,"Yes",31,37,"16 years","2005",6,167,29,319,16,"right","Attack","188",16,188,2005,0.375,"right",1,"[15,18)","(185,203]","(3,9]","2000s","Jamaica England","UK_Ireland"
"Pablo Barrera","Mexico","https://fbref.com/en/players/ff70b131/Pablo-Barrera","https://www.transfermarkt.com/pablo-barrera/profil/spieler/51079",19,"No",NA,38,"18 years","2005",1,184,34,473,23,"right","Attack","175",18,175,2005,0.0434782608695652,"right",0,"[18,21)","[165,180]","[0,3]","2000s","Mexico","Rest_of_World"
"Gareth Barry","England","https://fbref.com/en/players/7dbbe367/Gareth-Barry","https://www.transfermarkt.com/gareth-barry/profil/spieler/3291",27,"No",NA,44,"16 years","1997",3,126,21,733,23,"left","Midfield","183",16,183,1997,0.130434782608696,"left",0,"[15,18)","(180,185]","[0,3]","1990s","England","UK_Ireland"
"Joey Barton","England","https://fbref.com/en/players/93bfa675/Joey-Barton","https://www.transfermarkt.com/joey-barton/profil/spieler/3292",14,"Yes",34,43,"19 years","2002",3,125,19,400,15,"right","Midfield","180",19,180,2002,0.2,"right",1,"[18,21)","[165,180]","[0,3]","2000s","England","UK_Ireland"
"Chris Basham","England","https://fbref.com/en/players/1aa84968/Chris-Basham","https://www.transfermarkt.com/chris-basham/profil/spieler/52495",16,"Yes",36,37,"18 years","2006",5,500,57,505,18,"right","Defender","185",18,185,2006,0.277777777777778,"right",1,"[18,21)","(180,185]","(3,9]","2000s","England","UK_Ireland"
"Sébastien Bassong","Cameroon  France","https://fbref.com/en/players/0d521662/Sebastien-Bassong","https://www.transfermarkt.com/sbastien-bassong/profil/spieler/33951",14,"Yes",33,39,"19 years","2005",1,8,3,277,13,"left","Defender","188",19,188,2005,0.0769230769230769,"left",1,"[18,21)","(185,203]","[0,3]","2000s","Cameroon France","EU_Major"
"Jose Baxter","England","https://fbref.com/en/players/185990eb/Jose-Baxter","https://www.transfermarkt.com/jose-baxter/profil/spieler/82734",13,"Yes",29,33,"16 years","2008",0,0,0,235,12,"right","Attack","180",16,180,2008,0,"right",1,"[15,18)","[165,180]","[0,3]","2000s","England","UK_Ireland"
"James Beattie","England","https://fbref.com/en/players/7c881089/James-Beattie","https://www.transfermarkt.com/james-beattie/profil/spieler/3112",17,"Yes",35,47,"18 years","1996",2,93,17,448,17,"right","Attack","185",18,185,1996,0.117647058823529,"right",1,"[18,21)","(180,185]","[0,3]","1990s","England","UK_Ireland"
"Jean Beausejour","Chile  Haiti","https://fbref.com/en/players/c8404849/Jean-Beausejour","https://www.transfermarkt.com/jean-beausejour/profil/spieler/18871",20,"Yes",37,41,"20 years","2004",17,374,58,347,16,"left","Defender","178",20,178,2004,1.0625,"left",1,"[18,21)","[165,180]","(9,57]","2000s","Chile Haiti","Rest_of_World"
"Jermaine Beckford","Jamaica  England","https://fbref.com/en/players/393303c7/Jermaine-Beckford","https://www.transfermarkt.com/jermaine-beckford/profil/spieler/38874",13,"Yes",35,42,"21 years","2005",1,186,34,366,14,"right","Attack","188",21,188,2005,0.0714285714285714,"right",1,"[21,24)","(185,203]","[0,3]","2000s","Jamaica England","UK_Ireland"
"Roman Bednář","Czech Republic","https://fbref.com/en/players/a6979454/Roman-Bednar","https://www.transfermarkt.com/roman-bedn/profil/spieler/26898",21,"No",NA,42,"22 years","2005",2,45,7,231,11,"right","Attack","191",22,191,2005,0.181818181818182,"right",0,"[21,24)","(185,203]","[0,3]","2000s","Czech Republic","Rest_of_World"
"Asmir Begović","Bosnia-Herzegovina  Canada","https://fbref.com/en/players/7b4de647/Asmir-Begovic","https://www.transfermarkt.com/asmir-begovi/profil/spieler/33873",20,"No",NA,38,"18 years","2005",3,45,10,422,20,"right","Goalkeeper","199",18,199,2005,0.15,"right",0,"[18,21)","(185,203]","[0,3]","2000s","Bosnia-Herzegovina Canada","Rest_of_World"
"Valon Behrami","Switzerland  Kosovo","https://fbref.com/en/players/d3d758d8/Valon-Behrami","https://www.transfermarkt.com/valon-behrami/profil/spieler/21905",19,"Yes",37,40,"18 years","2003",29,933,177,472,19,"right","Midfield","184",18,184,2003,1.52631578947368,"right",1,"[18,21)","(180,185]","(9,57]","2000s","Switzerland Kosovo","Rest_of_World"
"Hatem Ben Arfa","France  Tunisia","https://fbref.com/en/players/74dc806c/Hatem-Ben-Arfa","https://www.transfermarkt.com/hatem-ben-arfa/profil/spieler/18900",20,"Yes",37,38,"17 years","2004",9,593,182,393,18,"left","Attack","178",17,178,2004,0.5,"left",1,"[15,18)","[165,180]","(3,9]","2000s","France Tunisia","EU_Major"
"Tal Ben Haim","Israel","https://fbref.com/en/players/2277a390/Tal-Ben-Haim","https://www.transfermarkt.com/tal-ben-haim/profil/spieler/20714",20,"Yes",39,43,"22 years","2004",2,92,21,266,16,"right","Defender","183",22,183,2004,0.125,"right",1,"[21,24)","(180,185]","[0,3]","2000s","Israel","Rest_of_World"
"Yossi Benayoun","Israel","https://fbref.com/en/players/8414bb13/Yossi-Benayoun","https://www.transfermarkt.com/yossi-benayoun/profil/spieler/7858",22,"Yes",39,45,"22 years","2002",4,295,57,357,14,"right","Attack","178",22,178,2002,0.285714285714286,"right",1,"[21,24)","[165,180]","(3,9]","2000s","Israel","Rest_of_World"
"Nicklas Bendtner","Denmark","https://fbref.com/en/players/9f9c57f0/Nicklas-Bendtner","https://www.transfermarkt.com/nicklas-bendtner/profil/spieler/34557",13,"Yes",31,37,"18 years","2006",12,397,88,353,17,"N/A","Attack","194",18,194,2006,0.705882352941177,"unknown",1,"[18,21)","(185,203]","(9,57]","2000s","Denmark","Rest_of_World"
"Benjani","Zimbabwe","https://fbref.com/en/players/9fc277ee/Benjani","https://www.transfermarkt.com/benjani/profil/spieler/12063",13,"Yes",35,47,"23 years","2002",2,141,24,238,11,"right","Attack","188",23,188,2002,0.181818181818182,"right",1,"[21,24)","(185,203]","[0,3]","2000s","Zimbabwe","Rest_of_World"
"Darren Bent","England  Jamaica","https://fbref.com/en/players/fe97f10b/Darren-Bent","https://www.transfermarkt.com/darren-bent/profil/spieler/13239",17,"Yes",34,41,"17 years","2001",9,387,80,516,17,"right","Attack","180",17,180,2001,0.529411764705882,"right",1,"[15,18)","[165,180]","(3,9]","2000s","England Jamaica","UK_Ireland"
"Marcus Bent","England  Jamaica","https://fbref.com/en/players/69166246/Marcus-Bent","https://www.transfermarkt.com/marcus-bent/profil/spieler/9958",28,"No",NA,47,"19 years","1997",1,44,11,312,11,"right","Attack","188",19,188,1997,0.0909090909090909,"right",0,"[18,21)","(185,203]","[0,3]","1990s","England Jamaica","UK_Ireland"
"David Bentley","England","https://fbref.com/en/players/a00fbcec/David-Bentley","https://www.transfermarkt.com/david-bentley/profil/spieler/3205",10,"Yes",29,41,"18 years","2003",1,179,43,216,10,"right","Midfield","175",18,175,2003,0.1,"right",1,"[18,21)","[165,180]","[0,3]","2000s","England","UK_Ireland"
"Dimitar Berbatov","Bulgaria","https://fbref.com/en/players/f5781978/Dimitar-Berbatov","https://www.transfermarkt.com/dimitar-berbatov/profil/spieler/65",18,"Yes",37,44,"19 years","2000",14,264,50,533,18,"N/A","Attack","189",19,189,2000,0.777777777777778,"unknown",1,"[18,21)","(185,203]","(9,57]","2000s","Bulgaria","Rest_of_World"
"Christophe Berra","Scotland  France","https://fbref.com/en/players/8455984a/Christophe-Berra","https://www.transfermarkt.com/christophe-berra/profil/spieler/36602",19,"Yes",37,40,"18 years","2003",7,332,37,568,19,"left","Defender","186",18,186,2003,0.368421052631579,"left",1,"[18,21)","(185,203]","(3,9]","2000s","Scotland France","UK_Ireland"
"Ryan Bertrand","England","https://fbref.com/en/players/01226327/Ryan-Bertrand","https://www.transfermarkt.com/ryan-bertrand/profil/spieler/40611",15,"Yes",33,36,"16 years","2006",11,913,139,450,17,"left","Defender","179",16,179,2006,0.647058823529412,"left",1,"[15,18)","[165,180]","(9,57]","2000s","England","UK_Ireland"
"Leon Best","Ireland  England","https://fbref.com/en/players/0780ab75/Leon-Best","https://www.transfermarkt.com/leon-best/profil/spieler/28244",13,"Yes",31,39,"17 years","2004",4,418,13,291,14,"right","Attack","185",17,185,2004,0.285714285714286,"right",1,"[15,18)","(180,185]","(3,9]","2000s","Ireland England","UK_Ireland"
"Habib Beye","Senegal  France","https://fbref.com/en/players/459b0b19/Habib-Beye","https://www.transfermarkt.com/habib-beye/profil/spieler/3923",14,"Yes",34,48,"19 years","1997",2,90,15,347,15,"right","Defender","182",19,182,1997,0.133333333333333,"right",1,"[18,21)","(180,185]","[0,3]","1990s","Senegal France","EU_Major"
"Diniyar Bilyaletdinov","Russia","https://fbref.com/en/players/7e8050c6/Diniyar-Bilyaletdinov","https://www.transfermarkt.com/diniyar-bilyaletdinov/profil/spieler/16690",14,"Yes",33,40,"18 years","Not found",4,250,30,304,17,"left","Attack","186",18,186,NA,0.235294117647059,"left",1,"[18,21)","(185,203]","(3,9]","NAs","Russia","Rest_of_World"
"Mame Biram Diouf","Senegal","https://fbref.com/en/players/7f4f3e49/Mame-Biram-Diouf","https://www.transfermarkt.com/mame-biram-diouf/profil/spieler/62049",18,"No",NA,37,"20 years","Not found",9,378,50,415,16,"right","Attack","185",20,185,NA,0.5625,"right",0,"[18,21)","(180,185]","(3,9]","NAs","Senegal","Rest_of_World"
"Robbie Blake","England","https://fbref.com/en/players/ddc0a1fd/Robbie-Blake","https://www.transfermarkt.com/robbie-blake/profil/spieler/3490",16,"Yes",37,49,"23 years","1999",0,0,0,421,14,"Not found","Attack","175",23,175,1999,0,"unknown",1,"[21,24)","[165,180]","[0,3]","1990s","England","UK_Ireland"
"Luís Boa Morte","Portugal  Sao Tome and Principe","https://fbref.com/en/players/59ab6332/Luis-Boa-Morte","https://www.transfermarkt.com/lus-boa-morte/profil/spieler/3422",15,"Yes",35,48,"19 years","1997",1,230,32,317,14,"left","Midfield","178",19,178,1997,0.0714285714285714,"left",1,"[18,21)","[165,180]","[0,3]","1990s","Portugal Sao Tome and Principe","EU_Major"
"Jérôme Boateng","Germany","https://fbref.com/en/players/2db2fd7b/Jerome-Boateng","https://www.transfermarkt.com/jrme-boateng/profil/spieler/26485",19,"Yes",37,37,"17 years","2006",57,1188,195,526,20,"right","Defender","192",17,192,2006,2.85,"right",1,"[15,18)","(185,203]","(9,57]","2000s","Germany","EU_Major"
"Ruud Boffin","Belgium","https://fbref.com/en/players/ad19ca64/Ruud-Boffin","https://www.transfermarkt.com/ruud-boffin/profil/spieler/31336",16,"Yes",35,38,"19 years","2007",7,110,19,354,14,"right","Goalkeeper","196",19,196,2007,0.5,"right",1,"[18,21)","(185,203]","(3,9]","2000s","Belgium","EU_Major"
"Ádám Bogdán","Hungary","https://fbref.com/en/players/56f99ec7/Adam-Bogdan","https://www.transfermarkt.com/dm-bogdn/profil/spieler/55247",11,"Yes",35,38,"21 years","2009",3,733,129,165,12,"right","Goalkeeper","194",21,194,2009,0.25,"right",1,"[21,24)","(185,203]","[0,3]","2000s","Hungary","Rest_of_World"
"Mauro Boselli","Argentina  Mexico","https://fbref.com/en/players/284e865d/Mauro-Boselli","https://www.transfermarkt.com/mauro-boselli/profil/spieler/40822",18,"Yes",38,40,"20 years","2005",8,163,42,381,15,"right","Attack","182",20,182,2005,0.533333333333333,"right",1,"[18,21)","(180,185]","(3,9]","2000s","Argentina Mexico","South_America"
"José Bosingwa","Portugal  DR Congo","https://fbref.com/en/players/13dd442f/Jose-Bosingwa","https://www.transfermarkt.com/jos-bosingwa/profil/spieler/9813",14,"Yes",33,43,"18 years","2001",13,753,124,410,15,"right","Defender","183",18,183,2001,0.866666666666667,"right",1,"[18,21)","(180,185]","(9,57]","2000s","Portugal DR Congo","EU_Major"
"Lee Bowyer","England","https://fbref.com/en/players/f4fd57ba/Lee-Bowyer","https://www.transfermarkt.com/lee-bowyer/profil/spieler/3877",17,"Yes",35,48,"19 years","1996",1,88,15,491,16,"right","Midfield","175",19,175,1996,0.0625,"right",1,"[18,21)","[165,180]","[0,3]","1990s","England","UK_Ireland"
"Dedryck Boyata","Belgium  DR Congo","https://fbref.com/en/players/7c473e12/Dedryck-Boyata","https://www.transfermarkt.com/dedryck-boyata/profil/spieler/88262",15,"Yes",34,35,"18 years","2009",25,930,139,247,15,"right","Defender","188",18,188,2009,1.66666666666667,"right",1,"[18,21)","(185,203]","(9,57]","2000s","Belgium DR Congo","EU_Major"
"Emmerson Boyce","Barbados  England","https://fbref.com/en/players/84bfbd38/Emmerson-Boyce","https://www.transfermarkt.com/emmerson-boyce/profil/spieler/19641",18,"Yes",42,46,"22 years","2002",2,37,5,440,14,"right","Defender","184",22,184,2002,0.142857142857143,"right",1,"[21,24)","(180,185]","[0,3]","2000s","Barbados England","UK_Ireland"
"Michael Bradley","United States","https://fbref.com/en/players/fd5e3a73/Michael-Bradley","https://www.transfermarkt.com/michael-bradley/profil/spieler/30593",19,"Yes",36,38,"17 years","Not found",8,563,74,508,20,"right","Midfield","189",17,189,NA,0.4,"right",1,"[15,18)","(185,203]","(3,9]","NAs","United States","Rest_of_World"
"Titus Bramble","England  Montserrat","https://fbref.com/en/players/83ac7c3c/Titus-Bramble","https://www.transfermarkt.com/titus-bramble/profil/spieler/3130",14,"Yes",31,44,"19 years","2000",3,141,27,329,13,"right","Defender","185",19,185,2000,0.230769230769231,"right",1,"[18,21)","(180,185]","[0,3]","2000s","England Montserrat","UK_Ireland"
"Wayne Bridge","England","https://fbref.com/en/players/86b982bc/Wayne-Bridge","https://www.transfermarkt.com/wayne-bridge/profil/spieler/3682",15,"Yes",33,45,"17 years","1998",3,222,47,397,16,"left","Defender","178",17,178,1998,0.1875,"left",1,"[15,18)","[165,180]","[0,3]","1990s","England","UK_Ireland"
"Matthew Briggs","Guyana  England","https://fbref.com/en/players/182c89db/Matthew-Briggs","https://www.transfermarkt.com/matthew-briggs/profil/spieler/51318",16,"Yes",32,34,"15 years","2006",2,344,67,125,11,"left","Defender","189",15,189,2006,0.181818181818182,"left",1,"[15,18)","(185,203]","[0,3]","2000s","Guyana England","UK_Ireland"
"Wes Brown","England","https://fbref.com/en/players/659ccc97/Wes-Brown","https://www.transfermarkt.com/wes-brown/profil/spieler/3405",20,"Yes",38,46,"17 years","1997",12,1399,302,394,19,"right","Defender","185",17,185,1997,0.631578947368421,"right",1,"[15,18)","(180,185]","(9,57]","1990s","England","UK_Ireland"
"Jeffrey Bruma","Netherlands  Suriname","https://fbref.com/en/players/fbffc4b1/Jeffrey-Bruma","https://www.transfermarkt.com/jeffrey-bruma/profil/spieler/88721",16,"Yes",33,34,"17 years","2009",18,634,84,289,15,"right","Defender","189",17,189,2009,1.2,"right",1,"[15,18)","(185,203]","(9,57]","2000s","Netherlands Suriname","EU_Major"
"Chris Brunt","Northern Ireland","https://fbref.com/en/players/ec7e6ad1/Chris-Brunt","https://www.transfermarkt.com/chris-brunt/profil/spieler/36814",16,"Yes",36,40,"18 years","2003",4,272,42,559,18,"left","Midfield","180",18,180,2003,0.222222222222222,"left",1,"[18,21)","[165,180]","(3,9]","2000s","Northern Ireland","UK_Ireland"
"Mark Bunn","England  Ireland","https://fbref.com/en/players/a6738b6c/Mark-Bunn","https://www.transfermarkt.com/mark-bunn/profil/spieler/49319",10,"Yes",34,41,"21 years","2006",1,37,6,175,11,"right","Goalkeeper","183",21,183,2006,0.0909090909090909,"right",1,"[21,24)","(180,185]","[0,3]","2000s","England Ireland","UK_Ireland"
"Gary Cahill","England","https://fbref.com/en/players/7914b9fe/Gary-Cahill","https://www.transfermarkt.com/gary-cahill/profil/spieler/27511",18,"Yes",36,39,"18 years","2004",14,410,72,543,18,"right","Defender","193",18,193,2004,0.777777777777778,"right",1,"[18,21)","(185,203]","(9,57]","2000s","England","UK_Ireland"
"Tim Cahill","Australia  Samoa","https://fbref.com/en/players/e5a2dfc2/Tim-Cahill","https://www.transfermarkt.com/tim-cahill/profil/spieler/13556",18,"Yes",39,46,"21 years","2001",2,238,25,492,19,"right","Attack","178",21,178,2001,0.105263157894737,"right",1,"[21,24)","[165,180]","[0,3]","2000s","Australia Samoa","Rest_of_World"
"Gary Caldwell","Scotland","https://fbref.com/en/players/5dc37f4a/Gary-Caldwell","https://www.transfermarkt.com/gary-caldwell/profil/spieler/3791",12,"Yes",32,43,"19 years","2001",3,104,5,377,14,"right","Defender","180",19,180,2001,0.214285714285714,"right",1,"[18,21)","[165,180]","[0,3]","2000s","Scotland","UK_Ireland"
"Steven Caldwell","Scotland","https://fbref.com/en/players/6839f68e/Steven-Caldwell","https://www.transfermarkt.com/steven-caldwell/profil/spieler/3462",14,"Yes",34,45,"19 years","2000",3,188,33,363,16,"right","Defender","180",19,180,2000,0.1875,"right",1,"[18,21)","[165,180]","[0,3]","2000s","Scotland","UK_Ireland"
"DJ Campbell","England","https://fbref.com/en/players/d9129797/DJ-Campbell","https://www.transfermarkt.com/dj-campbell/profil/spieler/37896",9,"Yes",33,44,"23 years","2005",3,338,40,232,9,"right","Attack","178",23,178,2005,0.333333333333333,"right",1,"[21,24)","[165,180]","[0,3]","2000s","England","UK_Ireland"
