player_name,player_url,status,transfermarkt_id,player_slug,home_name,dob_age,place_birth,height,citizenship,position,foot,agent,current_club,joined,contract_expires,outfitter,injury_count_total,days_missed_total,games_missed_total,retired,retirement_date,shirt_number,injury_seasons
Sébastien Squillaci,https://www.transfermarkt.com/sbastien-squillaci/profil/spieler/5293,Success,5293,spieler,Sébastien Squillaci,11/08/1980 (45),Toulon,"1,85 m",France  Italy,Defender - Centre-Back,right,Not found,SC Bastia,19/08/2017,-,Not found,2,220,34,Yes,19/08/2017,Not found,2
Ronnie Stam,https://www.transfermarkt.com/ronnie-stam/profil/spieler/24877,Success,24877,spieler,Ronnie Stam,18/06/1984 (41),Breda,"1,79 m",Netherlands,Defender - Right-Back,right,Not found,NAC Breda,1/7/2016,-,Not found,0,0,0,Yes,1/7/2016,Not found,0
Junior Stanislas,https://www.transfermarkt.com/junior-stanislas/profil/spieler/87672,Success,87672,spieler,Junior Stanislas,26/11/1989 (35),London,"1,83 m",England  St. Lucia,Attack - Left Winger,right,Not found,Bournemouth,12/10/2023,-,Nike,13,769,111,Yes,12/10/2023,Not found,7
Richard Stearman,https://www.transfermarkt.com/richard-stearman/profil/spieler/34349,Success,34349,spieler,Richard Stearman,19/08/1987 (38),Wolverhampton,"1,91 m",England  Ireland,Defender - Centre-Back,right,Not found,Solihull Moors,1/7/2024,-,Not found,3,117,37,Yes,1/7/2024,Not found,2
Grétar Steinsson,https://www.transfermarkt.com/grtar-steinsson/profil/spieler/30304,Success,30304,spieler,Grétar Steinsson,09/01/1982 (43),Siglufjörður,"1,89 m",Iceland,Defender - Right-Back,right,Not found,Kayserispor,1/7/2013,-,Not found,2,186,27,Yes,1/7/2013,Not found,2
David Stockdale,https://www.transfermarkt.com/david-stockdale/profil/spieler/67339,Success,67339,spieler,David Stockdale,20/09/1985 (40),Leeds,"1,90 m",England,Goalkeeper,right,Not found,York City,1/7/2024,-,Not found,2,102,21,Yes,1/7/2024,Not found,2
Daniel Sturridge,https://www.transfermarkt.com/daniel-sturridge/profil/spieler/47082,Success,47082,spieler,Daniel Sturridge,01/09/1989 (36),Birmingham,"1,88 m",England,Attack - Centre-Forward,left,Not found,Perth Glory,1/1/2024,-,Not found,28,859,181,Yes,1/1/2024,Not found,9
Luis Suárez,https://www.transfermarkt.com/luis-surez/profil/spieler/44352,Success,44352,spieler,Luis Suárez,24/01/1987 (38),Salto,"1,82 m",Uruguay,Attack - Centre-Forward,right,Not found,Miami,1/1/2024,31/12/2025,Puma,24,440,62,No,Not found,9,11
Ludovic Sylvestre,https://www.transfermarkt.com/ludovic-sylvestre/profil/spieler/43248,Success,43248,spieler,Ludovic Sylvestre,05/02/1984 (41),Le Blanc-Mesnil,"1,82 m",France  Guadeloupe,Midfield - Central Midfield,right,Not found,Red Star FC,1/7/2018,-,Not found,2,61,6,Yes,1/7/2018,Not found,2
Wojciech Szczęsny,https://www.transfermarkt.com/wojciech-szczsny/profil/spieler/44058,Success,44058,spieler,Wojciech Szczesny,18/04/1990 (35),Warszawa,"1,95 m",Poland,Goalkeeper,right,Not found,Barcelona,2/10/2024,30/06/2027,Nike,13,267,49,No,Not found,25,8
Thomas Sørensen,https://www.transfermarkt.com/thomas-srensen/profil/spieler/3473,Success,3473,spieler,Thomas Sörensen,12/06/1976 (49),Fredericia,"1,96 m",Denmark,Goalkeeper,right,Not found,Melbourne City,24/07/2017,-,Not found,0,0,0,Yes,24/07/2017,Not found,0
Gabriel Tamaș,https://www.transfermarkt.com/gabriel-tama/profil/spieler/6893,Success,6893,spieler,Gabriel Tamaș,09/11/1983 (42),Brașov,"1,88 m",Romania,Defender - Centre-Back,right,Not found,Concordia,27/10/2023,-,Not found,6,259,43,Yes,27/10/2023,Not found,4
Matthew Taylor,https://www.transfermarkt.com/matthew-taylor/profil/spieler/9218,Success,9218,spieler,Matthew Taylor,27/11/1981 (43),Oxford,"1,77 m",England,Midfield - Left Midfield,left,Not found,Swindon Town,1/7/2019,-,Not found,4,303,41,Yes,1/7/2019,Not found,3
Ryan Taylor,https://www.transfermarkt.com/ryan-taylor/profil/spieler/33785,Success,33785,spieler,Ryan Taylor,19/08/1984 (41),Liverpool,"1,79 m",England,Defender - Right-Back,right,Not found,Buxton,1/7/2022,-,Nike,7,1450,204,Yes,1/7/2022,Not found,6
Steven Taylor,https://www.transfermarkt.com/steven-taylor/profil/spieler/17273,Success,17273,spieler,Steven Taylor,23/01/1986 (39),London,"1,86 m",England,Defender - Centre-Back,right,Not found,Wellington,27/09/2021,-,Nike,9,755,118,Yes,27/09/2021,Not found,8
Gary Taylor-Fletcher,https://www.transfermarkt.com/gary-taylor-fletcher/profil/spieler/49101,Success,49101,spieler,Gary Taylor-Fletcher,04/06/1981 (44),Liverpool,"1,83 m",England,Attack - Right Winger,right,Not found,Llandudno,1/7/2019,-,Not found,0,0,0,Yes,1/7/2019,Not found,0
Somen Tchoyi,https://www.transfermarkt.com/somen-tchoyi/profil/spieler/37058,Success,37058,spieler,Somen Tchoyi,29/03/1983 (42),Douala,"1,90 m",Cameroon,Midfield - Attacking Midfield,both,Not found,SF Ow./Bf.,1/2/2023,-,Not found,3,89,14,No,Not found,Not found,2
John Terry,https://www.transfermarkt.com/john-terry/profil/spieler/3160,Success,3160,spieler,John Terry,07/12/1980 (44),Barking,"1,87 m",England,Defender - Centre-Back,right,Not found,Aston Villa,1/7/2018,-,Not found,13,330,80,Yes,1/7/2018,Not found,8
Carlos Tevez,https://www.transfermarkt.com/carlos-tevez/profil/spieler/4276,Success,4276,spieler,Carlos Tevez,05/02/1984 (41),Ciudadela,"1,71 m",Argentina,Attack - Centre-Forward,right,Not found,Boca Juniors,4/6/2022,-,Nike,7,127,31,Yes,4/6/2022,Not found,6
Hendry Thomas,https://www.transfermarkt.com/hendry-thomas/profil/spieler/62275,Success,62275,spieler,Hendry Thomas,23/02/1985 (40),La Ceiba,"1,80 m",Honduras,Midfield - Defensive Midfield,right,Not found,CD Olimpia,1/1/2019,-,Not found,1,26,3,Yes,1/1/2019,Not found,1
Jerome Thomas,https://www.transfermarkt.com/jerome-thomas/profil/spieler/3560,Success,3560,spieler,Jerome Thomas,23/03/1983 (42),London,"1,77 m",England  Guyana,Attack - Left Winger,right,Not found,Port Vale,1/7/2017,-,Not found,3,400,67,Yes,1/7/2017,Not found,3
George Thorne,https://www.transfermarkt.com/george-thorne/profil/spieler/128910,Success,128910,spieler,George Thorne,04/01/1993 (32),Chatham,"1,88 m",England,Midfield - Central Midfield,right,Not found,St. Neots Town,1/7/2023,-,Not found,9,1071,186,No,Not found,Not found,4
Cheick Tioté,https://www.transfermarkt.com/cheick-tiot/profil/spieler/33478,Success,33478,spieler,Cheik Tioté,21/06/1986,Yamoussoukro,"1,80 m",Cote d'Ivoire,Midfield - Defensive Midfield,right,Not found,Not found,Not found,Not found,Not found,3,195,26,No,Not found,Not found,2
James Tomkins,https://www.transfermarkt.com/james-tomkins/profil/spieler/61592,Success,61592,spieler,James Tomkins,29/03/1989 (36),Basildon,"1,92 m",England,Defender - Centre-Back,right,Not found,Crystal Palace,24/03/2025,-,adidas,12,783,80,Yes,24/03/2025,Not found,7
Michael Tonge,https://www.transfermarkt.com/michael-tonge/profil/spieler/13544,Success,13544,spieler,Michael Tonge,07/04/1983 (42),Manchester,"1,83 m",England,Midfield - Central Midfield,left,Not found,Port Vale,1/7/2019,-,Not found,0,0,0,Yes,1/7/2019,Not found,0
Fernando Torres,https://www.transfermarkt.com/fernando-torres/profil/spieler/7767,Success,7767,spieler,Fernando Torres,20/03/1984 (41),Fuenlabrada (Madrid),"1,86 m",Spain,Attack - Centre-Forward,right,Not found,Sagan Tosu,26/08/2019,-,Mizuno,16,342,81,Yes,26/08/2019,Not found,8
Kolo Touré,https://www.transfermarkt.com/kolo-tour/profil/spieler/3202,Success,3202,spieler,Kolo Touré,19/03/1981 (44),Bouaké,"1,78 m",Cote d'Ivoire  England,Defender - Centre-Back,right,Not found,Celtic,10/8/2017,-,New Balance,10,160,30,Yes,10/8/2017,Not found,5
Yaya Touré,https://www.transfermarkt.com/yaya-tour/profil/spieler/13091,Success,13091,spieler,Yaya Touré,13/05/1983 (42),Bouaké,"1,88 m",Cote d'Ivoire  England,Midfield - Central Midfield,right,Not found,QD Huanghai,1/1/2020,-,Not found,13,147,30,Yes,1/1/2020,Not found,4
Michael Turner,https://www.transfermarkt.com/michael-turner/profil/spieler/12127,Success,12127,spieler,Michael Turner,09/11/1983 (42),London,"1,93 m",England,Defender - Centre-Back,right,Not found,Southend United,1/1/2020,-,Not found,3,221,36,Yes,1/1/2020,Not found,3
Matt Upson,https://www.transfermarkt.com/matt-upson/profil/spieler/3273,Success,3273,spieler,Matthew Upson,18/04/1979 (46),Hartismere,"1,85 m",England,Defender - Centre-Back,left,Not found,MK Dons,1/7/2016,-,Not found,3,194,42,Yes,1/7/2016,Not found,3
Antonio Valencia,https://www.transfermarkt.com/antonio-valencia/profil/spieler/33544,Success,33544,spieler,Antonio Valencia,04/08/1985 (40),Nueva Loja,"1,80 m",Ecuador,Defender - Right-Back,right,Not found,Querétaro FC,12/5/2021,-,Nike,14,725,122,Yes,12/5/2021,Not found,8
Jelle Van Damme,https://www.transfermarkt.com/jelle-van-damme/profil/spieler/4323,Success,4323,spieler,Jelle Van Damme,10/10/1983 (42),Lokeren,N/A,Belgium,Defender - Centre-Back,N/A,Not found,KSC Lokeren,12/2/2021,-,Not found,3,149,18,Yes,12/2/2021,Not found,3
Luke Varney,https://www.transfermarkt.com/luke-varney/profil/spieler/14177,Success,14177,spieler,Luke Varney,28/09/1982 (43),Leicester,"1,81 m",England,Attack - Centre-Forward,right,Not found,Quorn FC,2/11/2021,-,Not found,1,194,5,Yes,2/11/2021,Not found,1
David Vaughan,https://www.transfermarkt.com/david-vaughan/profil/spieler/14178,Success,14178,spieler,David Vaughan,18/02/1983 (42),Abergele,"1,71 m",Wales,Midfield - Defensive Midfield,left,Not found,Nantwich Town,1/7/2022,-,Not found,1,14,4,Yes,1/7/2022,Not found,1
James Vaughan,https://www.transfermarkt.com/james-vaughan/profil/spieler/30471,Success,30471,spieler,James Vaughan,14/07/1988 (37),Birmingham,"1,81 m",England  Jamaica,Attack - Centre-Forward,right,Not found,Tranmere,1/7/2021,-,Not found,4,333,62,Yes,1/7/2021,Not found,4
Carlos Vela,https://www.transfermarkt.com/carlos-vela/profil/spieler/35773,Success,35773,spieler,Carlos Vela,01/03/1989 (36),Cancún,"1,77 m",Mexico  Spain,Attack - Right Winger,left,Not found,LAFC,27/05/2025,-,Not found,9,284,51,Yes,27/05/2025,Not found,7
Apostolos Vellios,https://www.transfermarkt.com/apostolos-vellios/profil/spieler/124495,Success,124495,spieler,Apostolos Vellios,08/01/1992 (33),Thessaloniki,"1,91 m",Greece,Attack - Centre-Forward,right,Not found,Niki Volou,29/09/2025,30/06/2026,Not found,1,3,0,No,Not found,9,1
Thomas Vermaelen,https://www.transfermarkt.com/thomas-vermaelen/profil/spieler/15904,Success,15904,spieler,Thomas Vermaelen,14/11/1985 (40),Kapellen,"1,83 m",Belgium,Defender - Centre-Back,left,Not found,Vissel Kobe,21/01/2022,-,Nike,35,1401,285,Yes,21/01/2022,Not found,14
Nemanja Vidić,https://www.transfermarkt.com/nemanja-vidi/profil/spieler/19726,Success,19726,spieler,Nemanja Vidic‎,21/10/1981 (44),Titovo Užice,"1,90 m",Serbia,Defender - Centre-Back,right,Not found,Inter,18/01/2016,-,Puma,11,541,80,Yes,18/01/2016,Not found,7
Patrick Vieira,https://www.transfermarkt.com/patrick-vieira/profil/spieler/3183,Success,3183,spieler,Patrick Vieira,23/06/1976 (49),Dakar,"1,92 m",France  Senegal,Midfield - Defensive Midfield,right,Not found,Man City,14/07/2011,-,Not found,5,261,50,Yes,14/07/2011,Not found,4
Sam Vokes,https://www.transfermarkt.com/sam-vokes/profil/spieler/48078,Success,48078,spieler,Sam Vokes,21/10/1989 (36),Southampton,"1,86 m",Wales  England,Attack - Centre-Forward,right,Not found,Gillingham,1/7/2025,30/06/2026,Not found,2,292,34,No,Not found,19,2
Reece Wabara,https://www.transfermarkt.com/reece-wabara/profil/spieler/121416,Success,121416,spieler,Reece Wabara,28/12/1991 (33),Bromsgrove,"1,83 m",England  Nigeria,Defender - Right-Back,right,Not found,Bolton,1/7/2017,-,Not found,0,0,0,Yes,1/7/2017,Not found,0
Martyn Waghorn,https://www.transfermarkt.com/martyn-waghorn/profil/spieler/61674,Success,61674,spieler,Martyn Waghorn,23/01/1990 (35),South Shields,"1,77 m",England,Attack - Centre-Forward,left,Not found,Northampton,13/02/2025,-,Not found,8,314,62,Yes,13/02/2025,Not found,5
Theo Walcott,https://www.transfermarkt.com/theo-walcott/profil/spieler/33713,Success,33713,spieler,Theo Walcott,16/03/1989 (36),London,"1,75 m",England,Attack - Right Winger,both,Not found,Southampton,18/08/2023,-,adidas,24,925,235,Yes,18/08/2023,Not found,13
Kyle Walker,https://www.transfermarkt.com/kyle-walker/profil/spieler/95424,Success,95424,spieler,Kyle Walker,28/05/1990 (35),Sheffield,"1,83 m",England,Defender - Right-Back,right,Not found,Burnley,5/7/2025,30/06/2027,Puma,17,482,95,No,Not found,2,10
Jonathan Walters,https://www.transfermarkt.com/jonathan-walters/profil/spieler/3306,Success,3306,spieler,Jonathan Walters,20/09/1983 (42),Moreton,"1,83 m",Ireland  England,Attack - Right Winger,right,Not found,Burnley,22/03/2019,-,Nike,8,609,62,Yes,22/03/2019,Not found,6
Stephen Ward,https://www.transfermarkt.com/stephen-ward/profil/spieler/34691,Success,34691,spieler,Stephen Ward,20/08/1985 (40),Dublin,"1,84 m",Ireland,Defender - Left-Back,left,Not found,Walsall,22/04/2022,-,Not found,4,266,45,Yes,22/04/2022,Not found,3
Stephen Warnock,https://www.transfermarkt.com/stephen-warnock/profil/spieler/3308,Success,3308,spieler,Stephen Warnock,12/12/1981 (43),Ormskirk,"1,78 m",England,Defender - Left-Back,left,Not found,Burton Albion,1/7/2018,-,Not found,2,24,5,Yes,1/7/2018,Not found,2
Ben Watson,https://www.transfermarkt.com/ben-watson/profil/spieler/14081,Success,14081,spieler,Ben Watson,09/07/1985 (40),London,"1,78 m",England,Midfield - Central Midfield,right,Not found,Charlton,9/8/2022,-,Not found,3,379,63,Yes,9/8/2022,Not found,3
Andreas Weimann,https://www.transfermarkt.com/andreas-weimann/profil/spieler/49693,Success,49693,spieler,Andreas Weimann,05/08/1991 (34),Wien,"1,79 m",Austria,Midfield - Attacking Midfield,right,Not found,Derby,1/7/2025,30/06/2026,Not found,12,701,106,No,Not found,14,8
Danny Welbeck,https://www.transfermarkt.com/danny-welbeck/profil/spieler/67063,Success,67063,spieler,Danny Welbeck,26/11/1990 (34),Manchester,"1,85 m",England  Ghana,Attack - Centre-Forward,right,Not found,Brighton,18/10/2020,30/06/2026,Nike,21,1287,247,No,Not found,18,14
David Wheater,https://www.transfermarkt.com/david-wheater/profil/spieler/29199,Success,29199,spieler,David Wheater,14/02/1987 (38),Redcar,"1,96 m",England,Defender - Centre-Back,right,Not found,Darlington,1/9/2023,-,Not found,2,89,25,Yes,1/9/2023,Not found,1
Glenn Whelan,https://www.transfermarkt.com/glenn-whelan/profil/spieler/12124,Success,12124,spieler,Glenn Whelan,13/01/1984 (41),Dublin,"1,80 m",Ireland,Midfield - Defensive Midfield,right,Not found,Bristol Rovers,1/7/2023,-,adidas,4,44,8,Yes,1/7/2023,Not found,3
Dean Whitehead,https://www.transfermarkt.com/dean-whitehead/profil/spieler/13683,Success,13683,spieler,Dean Whitehead,12/01/1982 (43),Abingdon,"1,83 m",England,Midfield - Central Midfield,right,Not found,Huddersfield,1/7/2018,-,Not found,2,60,13,Yes,1/7/2018,Not found,2
Andy Wilkinson,https://www.transfermarkt.com/andy-wilkinson/profil/spieler/13616,Success,13616,spieler,Andy Wilkinson,06/08/1984 (41),Stone,"1,80 m",England,Defender - Right-Back,right,Not found,Stoke City,19/02/2016,-,Not found,1,6,2,Yes,19/02/2016,Not found,1
Mike Williamson,https://www.transfermarkt.com/mike-williamson/profil/spieler/10642,Success,10642,spieler,Mike Williamson,08/11/1983 (42),Stoke-on-Trent,"1,94 m",England,Defender - Centre-Back,right,Not found,Gateshead,17/10/2023,-,Not found,3,433,58,Yes,17/10/2023,Not found,2
Jack Wilshere,https://www.transfermarkt.com/jack-wilshere/profil/spieler/74223,Success,74223,spieler,Jack Wilshere,01/01/1992 (33),Stevenage,"1,72 m",England,Midfield - Central Midfield,left,Not found,Aarhus GF,8/7/2022,-,Nike,18,1488,294,Yes,8/7/2022,Not found,10
Danny Wilson,https://www.transfermarkt.com/danny-wilson/profil/spieler/103819,Success,103819,spieler,Danny Wilson,27/12/1991 (33),Edinburgh,"1,87 m",Scotland,Defender - Centre-Back,left,Not found,Livingston FC,15/10/2024,31/05/2027,Not found,8,232,24,No,Not found,27,5
Marc Wilson,https://www.transfermarkt.com/marc-wilson/profil/spieler/30456,Success,30456,spieler,Marc Wilson,17/08/1987 (38),Aghagallon,"1,88 m",Ireland  Northern Ireland,Defender - Centre-Back,both,Not found,ÍBV,1/1/2023,-,Nike,6,425,64,Yes,1/1/2023,Not found,4
Chris Wood,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,Success,108725,spieler,Chris Wood,07/12/1991 (33),Auckland,"1,91 m",New Zealand,Attack - Centre-Forward,right,Not found,Nott'm Forest,1/7/2023,30/06/2027,Not found,14,373,56,No,Not found,11,9
