player_name,transfermarkt_id,transfermarkt_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket
David Dunn,4243,https://www.transfermarkt.com/david-dunn/profil/spieler/4243,26/09/1998,18 years 08 months 30 days,18,Premier League,7/8/1999,19,19,,18
Richard Dunne,3807,https://www.transfermarkt.com/richard-dunne/profil/spieler/3807,11/1/1997,17 years 03 months 21 days,17,Premier League,11/8/2001,21,21,First Division (until 03/04),17
Kieron Dyer,3118,https://www.transfermarkt.com/kieron-dyer/profil/spieler/3118,7/8/1999,20 years 07 months 09 days,20,Premier League,26/12/1996,17,17,,17
Edin Džeko,28396,https://www.transfermarkt.com/edin-deko/profil/spieler/28396,20/02/2006,19 years 11 months 03 days,19,Fortuna Liga,No second tier career,No second tier career,No second tier career,No second tier career,19
Neal Eardley,49428,https://www.transfermarkt.com/neal-eardley/profil/spieler/49428,28/08/2010,21 years 09 months 22 days,21,Premier League,18/08/2009,20,20,Championship,20
Sylvan Ebanks-Blake,27621,https://www.transfermarkt.com/sylvan-ebanks-blake/profil/spieler/27621,15/08/2009,23 years 04 months 17 days,23,Premier League,21/01/2006,19,19,Challenger Pro League,19
Emmanuel Eboué,13058,https://www.transfermarkt.com/emmanuel-ebou/profil/spieler/13058,26/10/2002,19 years 04 months 22 days,19,Jupiler Pro League,No second tier career,No second tier career,No second tier career,No second tier career,19
Nathan Eccleston,88983,https://www.transfermarkt.com/nathan-eccleston/profil/spieler/88983,31/10/2009,18 years 10 months 01 day,18,Premier League,1/9/2012,21,21,Championship,18
David Edwards,54949,https://www.transfermarkt.com/david-edwards/profil/spieler/54949,15/08/2009,23 years 06 months 12 days,23,Premier League,19/01/2008,21,21,Championship,21
Rob Edwards,4068,https://www.transfermarkt.com/rob-edwards/profil/spieler/4068,28/12/2002,20 years 03 days,20,Premier League,22/11/2003,20,20,First Division (until 03/04),20
Johan Elmander,4383,https://www.transfermarkt.com/johan-elmander/profil/spieler/4383,20/12/2000,19 years 06 months 23 days,19,Eredivisie,3/4/2017,35,35,Superettan,19
Ahmed Elmohamady,66333,https://www.transfermarkt.com/ahmed-elmohamady/profil/spieler/66333,30/08/2005,17 years 11 months 21 days,17,Egyptian Premier League,1/9/2012,24,24,Championship,17
George Elokobi,42048,https://www.transfermarkt.com/george-elokobi/profil/spieler/42048,22/08/2009,23 years 06 months 22 days,23,Premier League,5/8/2006,20,20,Championship,20
Brett Emerton,4367,https://www.transfermarkt.com/brett-emerton/profil/spieler/4367,27/08/2000,21 years 06 months 05 days,21,Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,21
Jay Emmanuel-Thomas,27969,https://www.transfermarkt.com/jay-emmanuel-thomas/profil/spieler/27969,3/10/2010,19 years 09 months 06 days,19,Premier League,18/08/2009,18,18,Championship,18
José Enrique,35571,https://www.transfermarkt.com/jos-enrique/profil/spieler/35571,21/09/2005,19 years 07 months 29 days,19,LaLiga,8/8/2009,23,23,Championship,19
Michael Essien,5588,https://www.transfermarkt.com/michael-essien/profil/spieler/5588,30/09/2000,17 years 09 months 27 days,17,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,17
Matthew Etherington,3788,https://www.transfermarkt.com/matthew-etherington/profil/spieler/3788,9/4/2000,18 years 07 months 26 days,18,Premier League,23/10/2001,20,20,First Division (until 03/04),18
Dickson Etuhu,14011,https://www.transfermarkt.com/dickson-etuhu/profil/spieler/14011,11/8/2007,25 years 02 months 03 days,25,Premier League,15/09/2001,19,19,First Division (until 03/04),19
Jason Euell,3092,https://www.transfermarkt.com/jason-euell/profil/spieler/3092,28/10/1995,18 years 08 months 22 days,18,Premier League,26/08/2000,23,23,,18
Jonny Evans,42412,https://www.transfermarkt.com/jonny-evans/profil/spieler/42412,13/01/2008,20 years 10 days,20,Premier League,13/01/2007,19,19,Championship,19
Ian Evatt,37127,https://www.transfermarkt.com/ian-evatt/profil/spieler/37127,19/05/2001,19 years 06 months 00 days,19,Premier League,10/8/2002,20,20,First Division (until 03/04),19
Patrice Evra,5285,https://www.transfermarkt.com/patrice-evra/profil/spieler/5285,3/8/2002,21 years 02 months 19 days,21,Ligue 1,4/6/2000,19,19,Serie B,19
Łukasz Fabiański,29692,https://www.transfermarkt.com/ukasz-fabiaski/profil/spieler/29692,22/10/2005,20 years 06 months 04 days,20,Lotto Ekstraklasa,No second tier career,No second tier career,No second tier career,No second tier career,20
Fábio,5775,https://www.transfermarkt.com/fbio/profil/spieler/5775,7/3/1993,19 years 05 months 22 days,19,Serie A,No second tier career,No second tier career,No second tier career,No second tier career,19
Cesc Fàbregas,8806,https://www.transfermarkt.com/cesc-fbregas/profil/spieler/8806,15/08/2004,17 years 03 months 11 days,17,Premier League,29/08/2022,35,35,Serie B,17
Keith Fahey,29878,https://www.transfermarkt.com/keith-fahey/profil/spieler/29878,21/04/2003,20 years 03 months 06 days,20,Premier Division,17/01/2009,26,26,Championship,20
Julien Faubert,18093,https://www.transfermarkt.com/julien-faubert/profil/spieler/18093,7/8/2004,21 years 06 days,21,Ligue 1,16/08/2011,28,28,Championship,21
Abdoulaye Faye,6107,https://www.transfermarkt.com/abdoulaye-faye/profil/spieler/6107,3/8/2002,24 years 05 months 08 days,24,Ligue 1,16/08/2011,33,33,Championship,24
Marouane Fellaini,39679,https://www.transfermarkt.com/marouane-fellaini/profil/spieler/39679,4/8/2006,18 years 08 months 13 days,18,Jupiler Pro League,No second tier career,No second tier career,No second tier career,No second tier career,18
Anton Ferdinand,3698,https://www.transfermarkt.com/anton-ferdinand/profil/spieler/3698,13/08/2005,20 years 05 months 26 days,20,Premier League,9/8/2003,18,18,First Division (until 03/04),18
Rio Ferdinand,3235,https://www.transfermarkt.com/rio-ferdinand/profil/spieler/3235,5/5/1996,17 years 05 months 28 days,17,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,17
Barry Ferguson,10251,https://www.transfermarkt.com/barry-ferguson/profil/spieler/10251,7/12/1997,19 years 10 months 05 days,19,Scottish Premiership,5/8/2011,33,33,Championship,19
Shane Ferguson,62052,https://www.transfermarkt.com/shane-ferguson/profil/spieler/62052,5/1/2011,19 years 05 months 24 days,19,Premier League,2/3/2013,21,21,Championship,19
Paulo Ferreira,9832,https://www.transfermarkt.com/paulo-ferreira/profil/spieler/9832,13/08/2001,22 years 06 months 26 days,22,Liga Portugal,No second tier career,No second tier career,No second tier career,No second tier career,22
Maynor Figueroa,62240,https://www.transfermarkt.com/maynor-figueroa/profil/spieler/62240,5/4/2008,24 years 11 months 03 days,24,Premier League,21/10/2014,31,31,Championship,24
Jon Flanagan,145922,https://www.transfermarkt.com/jon-flanagan/profil/spieler/145922,11/4/2011,18 years 03 months 10 days,18,Premier League,24/02/2018,25,25,Championship,18
Darren Fletcher,3547,https://www.transfermarkt.com/darren-fletcher/profil/spieler/3547,27/09/2003,19 years 07 months 26 days,19,Premier League,5/8/2018,34,34,Championship,19
Steven Fletcher,35099,https://www.transfermarkt.com/steven-fletcher/profil/spieler/35099,10/4/2004,17 years 15 days,17,Scottish Premiership,7/8/2016,29,29,Championship,17
Kevin Foley,33491,https://www.transfermarkt.com/kevin-foley/profil/spieler/33491,15/08/2009,24 years 09 months 14 days,24,Premier League,6/8/2005,20,20,Championship,20
Adam Forshaw,121257,https://www.transfermarkt.com/adam-forshaw/profil/spieler/121257,9/4/2011,19 years 06 months 01 day,19,Premier League,13/09/2014,22,22,Championship,19
Marc-Antoine Fortuné,5652,https://www.transfermarkt.com/marc-antoine-fortun/profil/spieler/5652,17/08/2002,21 years 01 month 15 days,21,Ligue 1,2/8/2003,22,22,Ligue 2,21
Ben Foster,13572,https://www.transfermarkt.com/ben-foster/profil/spieler/13572,19/08/2006,23 years 04 months 16 days,23,Premier League,6/8/2005,22,22,Championship,22
Brad Friedel,3476,https://www.transfermarkt.com/brad-friedel/profil/spieler/3476,10/8/1996,25 years 02 months 23 days,25,Major League Soccer,18/11/2000,29,29,,25
Ricardo Fuller,14014,https://www.transfermarkt.com/ricardo-fuller/profil/spieler/14014,21/10/2001,21 years 11 months 20 days,21,,20/02/2001,21,21,,21
Danny Gabbidon,12709,https://www.transfermarkt.com/danny-gabbidon/profil/spieler/12709,13/08/2005,26 years 05 days,26,Premier League,20/03/1999,19,19,,19
William Gallas,3156,https://www.transfermarkt.com/william-gallas/profil/spieler/3156,10/8/1996,18 years 11 months 24 days,18,Ligue 1,9/9/1995,18,18,Ligue 2,18
Morten Gamst Pedersen,22741,https://www.transfermarkt.com/morten-gamst-pedersen/profil/spieler/22741,16/04/2000,18 years 07 months 08 days,18,Eliteserien,18/08/2012,30,30,Championship,18
Craig Gardner,37171,https://www.transfermarkt.com/craig-gardner/profil/spieler/37171,26/12/2005,19 years 01 month 01 day,19,Premier League,14/01/2017,30,30,Championship,19
Ricardo Gardner,6264,https://www.transfermarkt.com/ricardo-gardner/profil/spieler/6264,18/08/2001,22 years 10 months 24 days,22,Premier League,8/9/1998,19,19,,19
Zoltán Gera,18324,https://www.transfermarkt.com/zoltn-gera/profil/spieler/18324,26/02/2000,20 years 10 months 04 days,20,Nemzeti Bajnokság,8/8/1999,20,20,,20
Steven Gerrard,3109,https://www.transfermarkt.com/steven-gerrard/profil/spieler/3109,29/11/1998,18 years 05 months 30 days,18,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,18
Kieran Gibbs,44792,https://www.transfermarkt.com/kieran-gibbs/profil/spieler/44792,8/2/2009,19 years 04 months 13 days,19,Premier League,12/2/2008,18,18,Championship,18
Darron Gibson,42413,https://www.transfermarkt.com/darron-gibson/profil/spieler/42413,15/11/2008,21 years 21 days,21,Premier League,7/10/2006,18,18,Challenger Pro League,18
Ryan Giggs,3406,https://www.transfermarkt.com/ryan-giggs/profil/spieler/3406,2/3/1991,17 years 03 months 01 day,17,First Division (until 91/92),No second tier career,No second tier career,No second tier career,No second tier career,17
Matt Gilks,48254,https://www.transfermarkt.com/matt-gilks/profil/spieler/48254,14/08/2010,28 years 02 months 10 days,28,Premier League,31/01/2009,26,26,Championship,26
Gaël Givet,5286,https://www.transfermarkt.com/gal-givet/profil/spieler/5286,9/12/2000,19 years 02 months 00 days,19,Ligue 1,18/08/2012,30,30,Championship,19
Steve Gohouri,19857,https://www.transfermarkt.com/steve-gohouri/profil/spieler/19857,5/2/2000,18 years 11 months 28 days,18,,19/08/2001,20,20,Brack.ch Challenge League,18
Heurelho Gomes,19059,https://www.transfermarkt.com/heurelho-gomes/profil/spieler/19059,4/9/2002,21 years 06 months 20 days,21,Campeonato Brasileiro Série A,9/8/2014,33,33,Championship,21
Jordi Gómez,39010,https://www.transfermarkt.com/jordi-gmez/profil/spieler/39010,23/03/2008,22 years 09 months 28 days,22,LaLiga,9/8/2008,23,23,Championship,22
Craig Gordon,12589,https://www.transfermarkt.com/craig-gordon/profil/spieler/12589,6/10/2002,19 years 09 months 05 days,19,,16/10/2020,37,37,,19
Dan Gosling,44983,https://www.transfermarkt.com/dan-gosling/profil/spieler/44983,26/12/2008,18 years 10 months 24 days,18,Premier League,9/12/2006,16,16,Championship,16
Hérold Goulon,41978,https://www.transfermarkt.com/hrold-goulon/profil/spieler/41978,7/3/2009,20 years 08 months 23 days,20,Ligue 1,26/11/2011,23,23,Championship,20
Elliot Grandin,56785,https://www.transfermarkt.com/elliot-grandin/profil/spieler/56785,28/05/2005,17 years 07 months 11 days,17,Ligue 1,29/07/2005,17,17,Ligue 2,17
Robert Green,11680,https://www.transfermarkt.com/robert-green/profil/spieler/11680,14/08/2004,24 years 06 months 27 days,24,Premier League,11/4/1999,19,19,,19
Jonathan Greening,3865,https://www.transfermarkt.com/jonathan-greening/profil/spieler/3865,26/12/1998,19 years 11 months 24 days,19,Premier League,5/8/2006,27,27,Championship,19
Vince Grella,6021,https://www.transfermarkt.com/vince-grella/profil/spieler/6021,22/11/1998,19 years 01 month 17 days,19,Serie A,27/02/2000,20,20,Serie B,19
Adlène Guedioura,74768,https://www.transfermarkt.com/adlne-guedioura/profil/spieler/74768,16/08/2008,22 years 09 months 04 days,22,Jupiler Pro League,31/01/2012,26,26,Championship,22
Magaye Gueye,91956,https://www.transfermarkt.com/magaye-gueye/profil/spieler/91956,2/4/2011,20 years 08 months 27 days,20,Premier League,3/11/2008,18,18,Ligue 2,18
Danny Guthrie,16716,https://www.transfermarkt.com/danny-guthrie/profil/spieler/16716,29/11/2006,19 years 07 months 11 days,19,Premier League,5/3/2007,19,19,Championship,19
Jonás Gutiérrez,26443,https://www.transfermarkt.com/jons-gutirrez/profil/spieler/26443,16/03/2002,18 years 08 months 11 days,18,Torneo Final,8/8/2009,26,26,Championship,18
Eiður Guðjohnsen,3176,https://www.transfermarkt.com/eiur-gujohnsen/profil/spieler/3176,23/05/1994,15 years 08 months 08 days,15,,12/9/1998,19,19,,15
Asamoah Gyan,26802,https://www.transfermarkt.com/asamoah-gyan/profil/spieler/26802,16/05/2004,18 years 05 months 24 days,18,Serie A,25/09/2004,18,18,Serie B,18
Ali Al-Habsi,26633,https://www.transfermarkt.com/ali-al-habsi/profil/spieler/26633,29/05/2003,21 years 04 months 29 days,21,Eliteserien,21/12/2013,31,31,Championship,21
El Hadji Diouf,54432,https://www.transfermarkt.com/el-hadji-diouf/profil/spieler/54432,28/02/2009,20 years 08 months 08 days,20,Super League 1,10/2/2008,19,19,Football League,19
Marcus Hahnemann,4140,https://www.transfermarkt.com/marcus-hahnemann/profil/spieler/4140,20/04/1997,24 years 10 months 05 days,24,Major League Soccer,16/04/2001,28,28,,24
Greg Halford,42062,https://www.transfermarkt.com/greg-halford/profil/spieler/42062,17/03/2007,22 years 03 months 09 days,22,Premier League,5/8/2006,21,21,Championship,21
Rafik Halliche,67815,https://www.transfermarkt.com/rafik-halliche/profil/spieler/67815,30/01/2006,19 years 04 months 28 days,19,Ligue Professionnelle 1,No second tier career,No second tier career,No second tier career,No second tier career,19
Mark Halstead,99972,https://www.transfermarkt.com/mark-halstead/profil/spieler/99972,7/3/2011,20 years 05 months 18 days,20,Premier League,2/2/2013,22,22,Championship,20
Adam Hammill,38091,https://www.transfermarkt.com/adam-hammill/profil/spieler/38091,21/01/2007,18 years 11 months 27 days,18,Scottish Premiership,11/8/2007,19,19,Championship,18
Brede Hangeland,25553,https://www.transfermarkt.com/brede-hangeland/profil/spieler/25553,16/04/2001,19 years 09 months 27 days,19,Eliteserien,No second tier career,No second tier career,No second tier career,No second tier career,19
Grant Hanley,121385,https://www.transfermarkt.com/grant-hanley/profil/spieler/121385,9/5/2010,18 years 05 months 19 days,18,Premier League,1/9/2012,20,20,Championship,18
Marlon Harewood,10011,https://www.transfermarkt.com/marlon-harewood/profil/spieler/10011,11/5/1998,18 years 08 months 16 days,18,Veikkausliiga,3/5/1998,18,18,,18
Owen Hargreaves,201,https://www.transfermarkt.com/owen-hargreaves/profil/spieler/201,12/8/2000,19 years 06 months 23 days,19,1.Bundesliga,No second tier career,No second tier career,No second tier career,No second tier career,19
Steve Harper,3562,https://www.transfermarkt.com/steve-harper/profil/spieler/3562,28/11/1998,23 years 08 months 14 days,23,Premier League,20/12/1997,22,22,,22
Joe Hart,40204,https://www.transfermarkt.com/joe-hart/profil/spieler/40204,14/10/2006,19 years 05 months 25 days,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19
John Heitinga,4315,https://www.transfermarkt.com/john-heitinga/profil/spieler/4315,26/08/2001,17 years 09 months 11 days,17,Eredivisie,24/08/2015,31,31,Keuken Kampioen Divisie,17
Bjørn Helge Riise,13485,https://www.transfermarkt.com/bjrn-helge-riise/profil/spieler/13485,3/7/2005,22 years 12 days,22,Eliteserien,15/02/2011,27,27,Championship,22
Jordan Henderson,61651,https://www.transfermarkt.com/jordan-henderson/profil/spieler/61651,1/11/2008,18 years 04 months 15 days,18,Premier League,31/01/2009,18,18,Championship,18
Wayne Hennessey,45494,https://www.transfermarkt.com/wayne-hennessey/profil/spieler/45494,15/08/2009,22 years 06 months 22 days,22,Premier League,11/8/2007,20,20,Championship,20
Karl Henry,13582,https://www.transfermarkt.com/karl-henry/profil/spieler/13582,15/08/2009,26 years 08 months 20 days,26,Premier League,10/8/2002,19,19,First Division (until 03/04),19
Chris Herd,61572,https://www.transfermarkt.com/chris-herd/profil/spieler/61572,13/11/2010,21 years 07 months 09 days,21,Premier League,1/10/2014,25,25,Championship,21
Javier Hernández,50935,https://www.transfermarkt.com/javier-hernndez/profil/spieler/50935,13/05/2007,18 years 11 months 11 days,18,Liguilla Clausura,4/5/2006,17,17,Liguilla de Expansión Clausura,17
Emile Heskey,3142,https://www.transfermarkt.com/emile-heskey/profil/spieler/3142,8/3/1995,17 years 01 month 25 days,17,Premier League,21/01/1996,18,18,,17
Tony Hibbert,3614,https://www.transfermarkt.com/tony-hibbert/profil/spieler/3614,31/03/2001,20 years 01 month 11 days,20,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,20
Danny Higginbotham,3686,https://www.transfermarkt.com/danny-higginbotham/profil/spieler/3686,10/5/1998,19 years 04 months 11 days,19,Premier League,26/09/1998,19,19,Challenger Pro League,19
