player_name,player_url,status,name_home_country,dob_age,place_birth,height,citizenship,position,foot,debut_season,debut_age,first_club,debut_year,transfermarkt_id,transfermarkt_url
Riyad Mahrez,https://fbref.com/en/players/892d5bb1/Riyad-Mahrez,Success,Not found,"February 21, 1991 (Age: 34-277d)","Sarcelles, France",178cm,Algeria dz  Other: France,"FW-MF (AM-WM, right)",Left,2011-2012,20 years,Le Havre,2011,171424,https://www.transfermarkt.com/riyad-mahrez/profil/spieler/171424
Ainsley Maitland-Niles,https://fbref.com/en/players/e3a5814e/Ainsley-Maitland-Niles,Success,Not found,"August 29, 1997 (Age: 28-088d)","London, England, United Kingdom",180cm,England eng,DF-FW-MF (FB-WM),Right,2014-2015,16 years,Arsenal,2014,285845,https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845
Sadio Mané,https://fbref.com/en/players/c691bfe2/Sadio-Mane,Success,Not found,"April 10, 1992 (Age: 33-229d)","Sédhiou, Senegal",175cm,Senegal,"FW-MF (AM, left)",Right,2011-2012,19 years,Metz,2011,200512,https://www.transfermarkt.com/sadio-man/profil/spieler/200512
Eliaquim Mangala,https://fbref.com/en/players/f520049f/Eliaquim-Mangala,Success,Not found,"February 13, 1991",Not found,188cm,France,DF (CB),Left,2008-2009,17 years,Standard Liège,2008,90681,https://www.transfermarkt.com/eliaquim-mangala/profil/spieler/90681
Javier Manquillo,https://fbref.com/en/players/758dd7f0/Javier-Manquillo,Success,Not found,"May 5, 1994",Not found,175cm,Spain,"DF (FB, right)",Right,2012-2013,18 years,Atlético Madrid,2012,162029,https://www.transfermarkt.com/javier-manquillo/profil/spieler/162029
Lazar Marković,https://fbref.com/en/players/723ba189/Lazar-Markovic,Success,Not found,"March 2, 1994",Not found,176cm,Serbia,"FW-MF (AM-WM, right)",Right,2011-2012,17 years,Partizan,2011,144303,https://www.transfermarkt.com/lazar-markovi/profil/spieler/144303
Dean Marney,https://fbref.com/en/players/b3379356/Dean-Marney,Success,Not found,"January 31, 1984",Not found,183cm,England eng,MF,Right,2002-2003,18 years,Swindon Town,2002,4055,https://www.transfermarkt.com/dean-marney/profil/spieler/4055
Emiliano Martínez,https://fbref.com/en/players/7956236f/Emiliano-Martinez,Success,Not found,"September 2, 1992 (Age: 33-084d)","Mar del Plata, Argentina",193cm,Argentina,GK,Right,2011-2012,18 years,Oxford United,2011,111873,https://www.transfermarkt.com/emiliano-martnez/profil/spieler/111873
Ryan Mason,https://fbref.com/en/players/c8fac933/Ryan-Mason,Success,Not found,"June 13, 1991",Not found,175cm,England eng,MF,Right,2009-2010,18 years,Yeovil Town,2009,61834,https://www.transfermarkt.com/ryan-mason/profil/spieler/61834
Jason McCarthy,https://fbref.com/en/players/63741fb9/Jason-McCarthy,Success,Not found,"November 7, 1995 (Age: 30-018d)","Southampton, England, United Kingdom",186cm,Not found,"DF-MF (CB-FB, right)",Right,2014-2015,18 years,Southampton,2014,227185,https://www.transfermarkt.com/jason-mccarthy/profil/spieler/227185
Paddy McNair,https://fbref.com/en/players/8ac454b5/Paddy-McNair,Success,Not found,"April 27, 1995 (Age: 30-212d)","Ballyclare, Northern Ireland, United Kingdom",183cm,Northern Ireland nir,DF-MF (CB-CM),Right,2014-2015,19 years,Manchester Utd,2014,167268,https://www.transfermarkt.com/paddy-mcnair/profil/spieler/167268
Ben Mee,https://fbref.com/en/players/8df7a2fb/Ben-Mee,Success,Not found,"September 21, 1989 (Age: 36-065d)","Sale, England, United Kingdom",180cm,England eng,"DF (CB, left)",Left,2010-2011,20 years,Leicester City,2010,74810,https://www.transfermarkt.com/ben-mee/profil/spieler/74810
Jefferson Montero,https://fbref.com/en/players/fa6561bf/Jefferson-Montero,Success,Not found,"September 1, 1989",Not found,169cm,Ecuador,FW-MF (AM-WM),Left,2009-2010,19 years,Villarreal B,2009,77932,https://www.transfermarkt.com/jefferson-montero/profil/spieler/77932
Liam Moore,https://fbref.com/en/players/bcee97a4/Liam-Moore,Success,Not found,"January 31, 1993",Not found,186cm,Jamaica jm  Other: England,"DF (CB-FB, left)",Right,2011-2012,18 years,Bradford City,2011,128906,https://www.transfermarkt.com/liam-moore/profil/spieler/128906
Alberto Moreno,https://fbref.com/en/players/116731aa/Alberto-Lopez-Moreno,Success,Not found,"February 25, 1967",Not found,183cm,Not found,FW,Not found,1988-1989,21 years,Valladolid,1988,207917,https://www.transfermarkt.com/alberto-moreno/profil/spieler/207917
Wes Morgan,https://fbref.com/en/players/80c31c97/Wes-Morgan,Success,Not found,"January 21, 1984",Not found,188cm,Jamaica jm  Other: England,"DF (CB, right)",Right,2002-2003,18 years,Harriers,2002,10003,https://www.transfermarkt.com/wes-morgan/profil/spieler/10003
Dame N'Doye,https://fbref.com/en/players/4574720b/Dame-NDoye,Success,Not found,"February 21, 1985",Not found,186cm,Senegal,FW,Right,2007-2008,22 years,Panathinaikos,2007,44855,https://www.transfermarkt.com/dame-ndoye/profil/spieler/44855
Nenê,https://fbref.com/en/players/265ebd37/Nene,Success,Not found,"July 19, 1981 (Age: 44-129d)","Jundiaí, Brazil",181cm,Brazil,FW-MF (AM-WM),Left,2003-2004,22 years,Mallorca,2003,574901,https://www.transfermarkt.com/nen/profil/spieler/574901
David Nugent,https://fbref.com/en/players/f9b5e5bd/David-Nugent,Success,Not found,"May 2, 1985",Not found,180cm,England eng,FW,Right,2002-2003,17 years,Bury,2002,33963,https://www.transfermarkt.com/david-nugent/profil/spieler/33963
Nélson Oliveira,https://fbref.com/en/players/f716e4e4/Nelson-Oliveira,Success,Not found,"August 8, 1991 (Age: 34-109d)","Barcelos, Portugal",186cm,Portugal,FW,Right,2009-2010,17 years,Rio Ave,2009,72768,https://www.transfermarkt.com/nlson-oliveira/profil/spieler/72768
David Ospina,https://fbref.com/en/players/82b1198a/David-Ospina,Success,Not found,"August 31, 1988 (Age: 37-086d)","Medellín, Colombia",183cm,Colombia,GK,Right,2008-2009,19 years,Nice,2008,73396,https://www.transfermarkt.com/david-ospina/profil/spieler/73396
Gabriel Paulista,https://fbref.com/en/players/b7ca5c51/Gabriel-Paulista,Success,Not found,"November 26, 1990 (Age: 34-364d)","Fortaleza, Brazil",187cm,Not found,DF (CB),Right,2013-2014,22 years,Villarreal,2013,149498,https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498
Graziano Pellè,https://fbref.com/en/players/9654d8de/Graziano-Pelle,Success,Not found,"July 15, 1985",Not found,194cm,Italy,FW,Right,2003-2004,18 years,Lecce,2003,29594,https://www.transfermarkt.com/graziano-pell/profil/spieler/29594
Andreas Pereira,https://fbref.com/en/players/6639e500/Andreas-Pereira,Success,Not found,"January 1, 1996 (Age: 29-328d)","Duffel, Belgium",177cm,Brazil br  Other: Belgium,MF (AM),Right,2014-2015,18 years,Manchester Utd,2014,203394,https://www.transfermarkt.com/andreas-pereira/profil/spieler/203394
Ayoze Pérez,https://fbref.com/en/players/819aa8e7/Ayoze-Perez,Success,Not found,"July 29, 1993 (Age: 32-119d)","Santa Cruz de Tenerife, Spain",179cm,Spain,FW-MF (AM-WM),Right,2013-2014,20 years,Tenerife,2013,246968,https://www.transfermarkt.com/ayoze-prez/profil/spieler/246968
Sébastien Pocognoli,https://fbref.com/en/players/cc41eec1/Sebastien-Pocognoli,Success,Not found,"August 1, 1987",Not found,182cm,Belgium,"DF-MF (FB-WM, left)",Left,2003-2004,15 years,Genk,2003,17804,https://www.transfermarkt.com/sbastien-pocognoli/profil/spieler/17804
Diego Poyet,https://fbref.com/en/players/5aa00dc3/Diego-Poyet,Success,Not found,"April 8, 1995",Not found,180cm,"Uruguay uy  Other: England , Spain",MF,Right,2013-2014,18 years,Charlton Ath,2013,183286,https://www.transfermarkt.com/diego-poyet/profil/spieler/183286
José Pozo,https://fbref.com/en/players/fc8b614b/Jose-Pozo,Success,Not found,"March 15, 1996 (Age: 29-255d)","Málaga, Spain",170cm,Spain,FW-MF (AM),Right,2014-2015,18 years,Manchester City,2014,135105,https://www.transfermarkt.com/jos-pozo/profil/spieler/135105
Anthony Réveillère,https://fbref.com/en/players/8ad24039/Anthony-Reveillere,Success,Not found,"November 10, 1979",Not found,180cm,France,"DF (CB-FB, right)",Right,1997-1998,17 years,Rennes,1997,5668,https://www.transfermarkt.com/anthony-rveillre/profil/spieler/5668
Emmanuel Rivière,https://fbref.com/en/players/2bae5658/Emmanuel-Riviere,Success,Not found,"March 3, 1990 (Age: 35-267d)","Le Lamentin, Martinique",182cm,France fr  Other: Martinique,FW,Right,2008-2009,18 years,Saint-Étienne,2008,61637,https://www.transfermarkt.com/emmanuel-rivire/profil/spieler/61637
Andrew Robertson,https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,Success,Not found,"March 11, 1994 (Age: 31-259d)","Glasgow, Scotland, United Kingdom",178cm,Scotland sct,"DF-MF (FB, left)",Left,2013-2014,19 years,Dundee United,2013,234803,https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803
Marcos Rojo,https://fbref.com/en/players/e0991c04/Marcos-Rojo,Success,Not found,"March 20, 1990 (Age: 35-250d)","La Plata, Argentina",186cm,Argentina,"DF (CB-FB, left)",Left,2011-2012,21 years,Spartak Moscow,2011,93176,https://www.transfermarkt.com/marcos-rojo/profil/spieler/93176
Diafra Sakho,https://fbref.com/en/players/57c433c8/Diafra-Sakho,Success,Not found,"December 24, 1989",Not found,184cm,Senegal,FW,Right,2009-2010,19 years,Metz,2009,120610,https://www.transfermarkt.com/diafra-sakho/profil/spieler/120610
Georgios Samaras,https://fbref.com/en/players/1b77cb6a/Georgios-Samaras,Success,Not found,"February 21, 1985",Not found,192cm,Greece,"FW-MF (WM, left)",Both,2002-2003,17 years,Heerenveen,2002,6855,https://www.transfermarkt.com/georgios-samaras/profil/spieler/6855
Alexis Sánchez,https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez,Success,Not found,"December 19, 1988 (Age: 36-341d)","Tocopilla, Chile",168cm,Chile,FW-MF (AM-WM),Right,2008-2009,19 years,Udinese,2008,40433,https://www.transfermarkt.com/alexis-snchez/profil/spieler/40433
Carlos Sánchez,https://fbref.com/en/players/8b7d33d9/Carlos-Sanchez,Success,Not found,"January 19, 1978",Not found,184cm,Not found,GK,Not found,2001-2002,23 years,Real Madrid,2001,7509,https://www.transfermarkt.com/carlos-snchez/profil/spieler/7509
Jeffrey Schlupp,https://fbref.com/en/players/3312f911/Jeffrey-Schlupp,Success,Not found,"December 23, 1992 (Age: 32-337d)","Hamburg, Germany",178cm,Ghana gh  Other: Germany,"DF-FW-MF (FB-WM, left)",Left,2010-2011,17 years,Brentford,2010,157506,https://www.transfermarkt.com/jeffrey-schlupp/profil/spieler/157506
Kasper Schmeichel,https://fbref.com/en/players/53af52f3/Kasper-Schmeichel,Success,Not found,"November 5, 1986 (Age: 39-020d)","Copenhagen, Denmark",189cm,Denmark,GK,Right,2005-2006,18 years,Darlington,2005,16911,https://www.transfermarkt.com/kasper-schmeichel/profil/spieler/16911
Ryan Seager,https://fbref.com/en/players/49ef3149/Ryan-Seager,Success,Not found,"February 5, 1996",Not found,176cm,England eng,FW,Right,2014-2015,18 years,Southampton,2014,247647,https://www.transfermarkt.com/ryan-seager/profil/spieler/247647
Jason Shackell,https://fbref.com/en/players/8d8655a9/Jason-Shackell,Success,Not found,"September 27, 1983",Not found,193cm,Not found,DF (CB),Left,2002-2003,18 years,Norwich City,2002,11756,https://www.transfermarkt.com/jason-shackell/profil/spieler/11756
Ollie Shenton,https://fbref.com/en/players/8981c6bd/Ollie-Shenton,Success,Not found,"November 6, 1997",Not found,186cm,Not found,MF,Left,2014-2015,16 years,Stoke City,2014,335541,https://www.transfermarkt.com/ollie-shenton/profil/spieler/335541
Jerome Sinclair,https://fbref.com/en/players/1695c659/Jerome-Sinclair,Success,Not found,"September 20, 1996",Not found,181cm,England eng,FW,Left,2014-2015,17 years,Wigan Athletic,2014,236513,https://www.transfermarkt.com/jerome-sinclair/profil/spieler/236513
Pape Souaré,https://fbref.com/en/players/46b5375e/Pape-Souare,Success,Not found,"June 6, 1990 (Age: 35-172d)",Senegal,178cm,Senegal,"DF (FB, left)",Left,2010-2011,20 years,Lille,2010,125868,https://www.transfermarkt.com/pape-souar/profil/spieler/125868
Benjamin Stambouli,https://fbref.com/en/players/5939baa2/Benjamin-Stambouli,Success,Not found,"August 13, 1990 (Age: 35-104d)","Marseille, France",180cm,France,DF-MF (CB-CM-DM),Right,2010-2011,19 years,Montpellier,2010,127160,https://www.transfermarkt.com/benjamin-stambouli/profil/spieler/127160
Jed Steer,https://fbref.com/en/players/a8a3d139/Jed-Steer,Success,Not found,"September 23, 1992 (Age: 33-063d)","Norwich, England, United Kingdom",188cm,England eng,GK,Left,2011-2012,18 years,Yeovil Town,2011,110867,https://www.transfermarkt.com/jed-steer/profil/spieler/110867
Dušan Tadić,https://fbref.com/en/players/2475dcc6/Dusan-Tadic,Success,Not found,"November 20, 1988 (Age: 37-005d)","Bačka Topola, Serbia",181cm,Serbia,FW-MF (AM),Left,2008-2009,19 years,Vojvodina,2008,36139,https://www.transfermarkt.com/duan-tadi/profil/spieler/36139
Matt Targett,https://fbref.com/en/players/e514ab62/Matt-Targett,Success,Not found,"September 18, 1995 (Age: 30-068d)","Winchester, England, United Kingdom",178cm,England eng,"DF-MF (FB, left)",Left,2014-2015,18 years,Southampton,2014,250478,https://www.transfermarkt.com/matt-targett/profil/spieler/250478
Dionatan Teixeira,https://fbref.com/en/players/f7f09bee/Dionatan-Teixeira,Success,Not found,"July 24, 1992",Not found,193cm,Brazil br  Other: Slovakia,DF (CB),Left,2014-2015,22 years,Stoke City,2014,107617,https://www.transfermarkt.com/dionatan-teixeira/profil/spieler/107617
Tom Thorpe,https://fbref.com/en/players/6d071cae/Tom-Thorpe,Success,Not found,"January 13, 1993",Not found,185cm,England eng,DF,Right,2013-2014,20 years,Birmingham City,2013,128911,https://www.transfermarkt.com/tom-thorpe/profil/spieler/128911
Kieran Trippier,https://fbref.com/en/players/21512407/Kieran-Trippier,Success,Not found,"September 19, 1990 (Age: 35-067d)","Bury, England, United Kingdom",178cm,England eng,"DF-MF (FB, right)",Right,2009-2010,18 years,Barnsley,2009,95810,https://www.transfermarkt.com/kieran-trippier/profil/spieler/95810
Leonardo Ulloa,https://fbref.com/en/players/eed56f6c/Leonardo-Ulloa,Success,Not found,"July 26, 1986",Not found,190cm,Not found,FW,Right,2008-2009,22 years,Castellón,2008,54890,https://www.transfermarkt.com/leonardo-ulloa/profil/spieler/54890
Fredrik Ulvestad,https://fbref.com/en/players/8f160d73/Fredrik-Ulvestad,Success,Not found,"June 17, 1992 (Age: 33-161d)","Ålesund, Norway",183cm,Norway,DF-MF (CM-DM-FB),Right,2010,17 years,Aalesund,Not found,158022,https://www.transfermarkt.com/fredrik-ulvestad/profil/spieler/158022
Víctor Valdés,https://fbref.com/en/players/e029e404/Victor-Valdes,Success,Not found,"January 14, 1982",Not found,183cm,Spain,GK,Right,2002-2003,20 years,Barcelona,2002,7589,https://www.transfermarkt.com/vctor-valds/profil/spieler/7589
Enner Valencia,https://fbref.com/en/players/fb485406/Enner-Valencia,Success,Not found,"November 4, 1989 (Age: 36-021d)","San Lorenzo, Ecuador",174cm,Ecuador,FW-MF (AM),Right,2013-2014,23 years,Pachuca,2013,139503,https://www.transfermarkt.com/enner-valencia/profil/spieler/139503
Jamie Vardy,https://fbref.com/en/players/45963054/Jamie-Vardy,Success,Not found,"January 11, 1987 (Age: 38-318d)","Sheffield, England, United Kingdom",178cm,England eng,FW,Right,2011-2012,24 years,Fleetwood Town,2011,197838,https://www.transfermarkt.com/jamie-vardy/profil/spieler/197838
Silvestre Varela,https://fbref.com/en/players/9dffef9e/Silvestre-Varela,Success,Not found,"February 2, 1985",Not found,180cm,Portugal,FW-MF (WM),Right,2005-2006,20 years,Sporting CP,2005,31316,https://www.transfermarkt.com/silvestre-varela/profil/spieler/31316
Eduardo Vargas,https://fbref.com/en/players/50e31840/Carlos-Eduardo-Vargas,Success,Not found,"February 26, 1987",Not found,185cm,Not found,FW,Not found,2015-2016,28 years,Real Potosí,2015,89718,https://www.transfermarkt.com/eduardo-vargas/profil/spieler/89718
Ross Wallace,https://fbref.com/en/players/b4e56bbd/Ross-Wallace,Success,Not found,"May 23, 1985",Not found,168cm,Scotland sct,FW-MF (WM),Left,2003-2004,18 years,Celtic,2003,9509,https://www.transfermarkt.com/ross-wallace/profil/spieler/9509
Marcin Wasilewski,https://fbref.com/en/players/24249219/Marcin-Wasilewski,Success,Not found,"June 9, 1980",Not found,186cm,Poland,DF (CB-FB),Right,2002-2003,22 years,Wisła Płock,2002,16947,https://www.transfermarkt.com/marcin-wasilewski/profil/spieler/16947
Philipp Wollscheid,https://fbref.com/en/players/c4cca587/Philipp-Wollscheid,Success,Not found,"March 6, 1989",Not found,194cm,Germany,DF (CB),Both,2010-2011,21 years,Nürnberg,2010,53173,https://www.transfermarkt.com/philipp-wollscheid/profil/spieler/53173
DeAndre Yedlin,https://fbref.com/en/players/ae0a7ddf/DeAndre-Yedlin,Success,Not found,"July 9, 1993 (Age: 32-139d)","Seattle, Washington, United States",173cm,United States,"DF-MF (FB, right)",Right,2013,19 years,Seattle Sounders,Not found,255916,https://www.transfermarkt.com/deandre-yedlin/profil/spieler/255916
Mauro Zárate,https://fbref.com/en/players/cc18ff4c/Mauro-Zarate,Success,Not found,"March 18, 1987",Not found,176cm,Argentina,FW-MF (AM),Right,2007-2008,20 years,Birmingham City,2007,26456,https://www.transfermarkt.com/mauro-zrate/profil/spieler/26456
Kurt Zouma,https://fbref.com/en/players/ce4246f5/Kurt-Zouma,Success,Not found,"October 27, 1994 (Age: 31-029d)","Lyon, France",190cm,France,DF (CB),Right,2011-2012,16 years,Saint-Étienne,2011,157509,https://www.transfermarkt.com/kurt-zouma/profil/spieler/157509
Filip Đuričić,https://fbref.com/en/players/eccbe56a/Filip-Djuricic,Success,Not found,"January 30, 1992 (Age: 33-299d)","Obrenovac, Serbia",181cm,Serbia,FW-MF (AM),Right,2009-2010,17 years,Heerenveen,2009,94307,https://www.transfermarkt.com/filip-urii/profil/spieler/94307
Almen Abdi,https://fbref.com/en/players/8d425d84/Almen-Abdi,Success,Not found,"October 21, 1986",Not found,182cm,Switzerland ch  Other: Kosovo,MF (AM),Right,2003-2004,16 years,Zürich,2003,9966,https://www.transfermarkt.com/almen-abdi/profil/spieler/9966
Tammy Abraham,https://fbref.com/en/players/f586779e/Tammy-Abraham,Success,Not found,"October 2, 1997 (Age: 28-054d)","Camberwell, England, United Kingdom",190cm,England eng,FW,Right,2015-2016,17 years,Chelsea,2015,331726,https://www.transfermarkt.com/tammy-abraham/profil/spieler/331726
Ibrahim Afellay,https://fbref.com/en/players/9a8c6673/Ibrahim-Afellay,Success,Not found,"April 2, 1986",Not found,180cm,Netherlands,FW-MF (AM-WM),Right,2004-2005,18 years,PSV Eindhoven,2004,15760,https://www.transfermarkt.com/ibrahim-afellay/profil/spieler/15760
Benik Afobe,https://fbref.com/en/players/b63f4077/Benik-Afobe,Success,Not found,"February 12, 1993 (Age: 32-286d)","Leyton, England, United Kingdom",183cm,Congo DR cd  Other: England,FW,Both,2010-2011,17 years,Huddersfield,2010,110858,https://www.transfermarkt.com/benik-afobe/profil/spieler/110858
Dele Alli,https://fbref.com/en/players/cea4ee8f/Dele-Alli,Success,Not found,"April 11, 1996",Not found,188cm,England eng,FW-MF (AM),Right,2012-2013,16 years,MK Dons,2012,207929,https://www.transfermarkt.com/dele-alli/profil/spieler/207929
Ryan Allsop,https://fbref.com/en/players/af615123/Ryan-Allsop,Success,Not found,"June 17, 1992 (Age: 33-161d)","Birmingham, England, United Kingdom",189cm,England eng,GK,Right,2012-2013,20 years,Leyton Orient,2012,111073,https://www.transfermarkt.com/ryan-allsop/profil/spieler/111073
Daniel Amartey,https://fbref.com/en/players/1a4ef233/Daniel-Amartey,Success,Not found,"December 21, 1994",Not found,182cm,Ghana,"DF-MF (CB, right)",Right,2013,18 years,Djurgården,Not found,214056,https://www.transfermarkt.com/daniel-amartey/profil/spieler/214056
Jordan Amavi,https://fbref.com/en/players/22721b88/Jordan-Amavi,Success,Not found,"March 9, 1994",Not found,176cm,France,"DF (FB, left)",Left,2013-2014,19 years,Nice,2013,241229,https://www.transfermarkt.com/jordan-amavi/profil/spieler/241229
Nordin Amrabat,https://fbref.com/en/players/7c2a398c/Nordin-Amrabat,Success,Not found,"March 31, 1987 (Age: 38-239d)","Gemeente Naarden, Netherlands",175cm,Morocco ma  Other: Netherlands,FW-MF (AM-CM-WM),Right,2007-2008,20 years,VVV-Venlo,2007,55619,https://www.transfermarkt.com/nordin-amrabat/profil/spieler/55619
José Ángel Crespo,https://fbref.com/en/players/8ec4c2f7/Jose-Angel-Crespo,Success,Not found,"February 9, 1987",Not found,183cm,Spain,DF (CB-FB),Right,2005-2006,18 years,Sevilla,2005,37397,https://www.transfermarkt.com/jos-ngel-crespo/profil/spieler/37397
Michail Antonio,https://fbref.com/en/players/ac05f970/Michail-Antonio,Success,Not found,"March 28, 1990 (Age: 35-242d)","Wandsworth, England, United Kingdom",180cm,Jamaica jm  Other: England,FW-MF (WM),Right,2008-2009,18 years,Cheltenham,2008,104124,https://www.transfermarkt.com/michail-antonio/profil/spieler/104124
Ikechi Anya,https://fbref.com/en/players/c55e973d/Ikechi-Anya,Success,Not found,"January 3, 1988",Not found,170cm,Scotland sct,"FW-MF (WM, right)",Right,2004-2005,16 years,Wycombe,2004,107427,https://www.transfermarkt.com/ikechi-anya/profil/spieler/107427
Giedrius Arlauskis,https://fbref.com/en/players/1858bbf7/Giedrius-Arlauskis,Success,Not found,"December 1, 1987",Not found,184cm,Lithuania,GK,Left,2007-2008,19 years,Unirea Urziceni,2007,69001,https://www.transfermarkt.com/giedrius-arlauskis/profil/spieler/69001
Harry Arter,https://fbref.com/en/players/2f4c5a52/Harry-Arter,Success,Not found,"December 28, 1989",Not found,178cm,Republic of Ireland ie  Other: England,MF (DM),Both,2010-2011,20 years,Carlisle United,2010,55742,https://www.transfermarkt.com/harry-arter/profil/spieler/55742
André Ayew,https://fbref.com/en/players/5dbefa9d/Andre-Ayew,Success,Not found,"December 17, 1989",Not found,176cm,Ghana gh  Other: France,FW-MF (AM-WM),Left,2007-2008,17 years,Marseille,2007,45403,https://www.transfermarkt.com/andr-ayew/profil/spieler/45403
Jordan Ayew,https://fbref.com/en/players/da052c14/Jordan-Ayew,Success,Not found,"September 11, 1991 (Age: 34-075d)","Marseille, France",182cm,Ghana gh  Other: France,FW-MF (AM),Right,2009-2010,17 years,Marseille,2009,108354,https://www.transfermarkt.com/jordan-ayew/profil/spieler/108354
Patrick Bamford,https://fbref.com/en/players/93feac6e/Patrick-Bamford,Success,Not found,"September 5, 1993 (Age: 32-081d)","Grantham, England, United Kingdom",188cm,England eng,FW-MF (WM),Left,2011-2012,17 years,Nott'ham Forest,2011,183334,https://www.transfermarkt.com/patrick-bamford/profil/spieler/183334
Yohan Benalouane,https://fbref.com/en/players/8309b068/Yohan-Benalouane,Success,Not found,"March 28, 1987",Not found,187cm,Tunisia tn  Other: France,DF (CB-FB),Left,2007-2008,20 years,Saint-Étienne,2007,50477,https://www.transfermarkt.com/yohan-benalouane/profil/spieler/50477
Steven Berghuis,https://fbref.com/en/players/713c144a/Steven-Berghuis,Success,Not found,"December 19, 1991 (Age: 33-341d)","Apeldoorn, Netherlands",180cm,Netherlands,"FW-MF (AM-CM-WM, right)",Left,2010-2011,18 years,Twente,2010,129554,https://www.transfermarkt.com/steven-berghuis/profil/spieler/129554
Hiram Boateng,https://fbref.com/en/players/929917ce/Hiram-Boateng,Success,Not found,"January 8, 1996 (Age: 29-321d)","Wandsworth, England, United Kingdom",170cm,Not found,FW-MF (CM),Left,2013-2014,17 years,Crawley Town,2013,244125,https://www.transfermarkt.com/hiram-boateng/profil/spieler/244125
Cameron Borthwick-Jackson,https://fbref.com/en/players/ff61102d/Cameron-Borthwick-Jackson,Success,Not found,"February 2, 1997",Not found,183cm,England eng,"DF-MF (FB, left)",Left,2015-2016,18 years,Manchester Utd,2015,258879,https://www.transfermarkt.com/cameron-borthwick-jackson/profil/spieler/258879
Cameron Brannagan,https://fbref.com/en/players/9220e731/Cameron-Brannagan,Success,Not found,"May 9, 1996 (Age: 29-200d)","Manchester, England, United Kingdom",180cm,England eng,"MF (CM-DM, left)",Right,2014-2015,18 years,Liverpool,2014,261357,https://www.transfermarkt.com/cameron-brannagan/profil/spieler/261357
Miguel Britos,https://fbref.com/en/players/356a9a62/Miguel-Britos,Success,Not found,"July 17, 1985",Not found,188cm,Not found,DF (CB),Left,2008-2009,23 years,Bologna,2008,76799,https://www.transfermarkt.com/miguel-britos/profil/spieler/76799
Sam Byram,https://fbref.com/en/players/1bf811d4/Sam-Byram,Success,Not found,"September 16, 1993 (Age: 32-070d)","Borough of Thurrock, England, United Kingdom",180cm,Not found,DF-MF (FB-WM),Right,2012-2013,18 years,Leeds United,2012,236953,https://www.transfermarkt.com/sam-byram/profil/spieler/236953
Sergi Canós,https://fbref.com/en/players/1137759d/Sergi-Canos,Success,Not found,"February 2, 1997 (Age: 28-296d)","Nules, Spain",175cm,Spain,DF-FW-MF (AM-WM),Right,2015-2016,18 years,Liverpool,2015,251845,https://www.transfermarkt.com/sergi-cans/profil/spieler/251845
Juan Carlos Paredes,https://fbref.com/en/players/5d8c6afd/Juan-Carlos-Paredes,Success,Not found,"July 8, 1987 (Age: 38-140d)","Esmeraldas, Ecuador",176cm,Ecuador,"DF-MF (FB-WM, right)",Right,2014,26 years,Barcelona,Not found,100507,https://www.transfermarkt.com/juan-carlos-paredes/profil/spieler/100507
Bersant Celina,https://fbref.com/en/players/3043d33f/Bersant-Celina,Success,Not found,"September 9, 1996 (Age: 29-077d)","Prizren, Kosovo",177cm,Kosovo xk  Other: Norway,FW-MF (AM),Right,2015-2016,18 years,Manchester City,2015,229695,https://www.transfermarkt.com/bersant-celina/profil/spieler/229695
Pedro Chirivella,https://fbref.com/en/players/68a26d51/Pedro-Chirivella,Success,Not found,"May 23, 1997 (Age: 28-186d)","Valencia, Spain",178cm,Spain,MF (CM-DM),Right,2015-2016,18 years,Liverpool,2015,242273,https://www.transfermarkt.com/pedro-chirivella/profil/spieler/242273
Jake Clarke-Salter,https://fbref.com/en/players/0df092d3/Jake-Clarke-Salter,Success,Not found,"September 22, 1997 (Age: 28-064d)","London, England, United Kingdom",188cm,England eng,"DF (CB, left)",Right,2015-2016,17 years,Chelsea,2015,316551,https://www.transfermarkt.com/jake-clarke-salter/profil/spieler/316551
Jordy Clasie,https://fbref.com/en/players/31c01b85/Jordy-Clasie,Success,Not found,"June 27, 1991 (Age: 34-151d)","Gemeente Haarlem, Netherlands",169cm,Netherlands,MF (AM-CM-DM-WM),Both,2010-2011,19 years,Excelsior,2010,104223,https://www.transfermarkt.com/jordy-clasie/profil/spieler/104223
Callum Connolly,https://fbref.com/en/players/39ad0b72/Callum-Connolly,Success,Not found,"September 23, 1997 (Age: 28-063d)","Liverpool, England, United Kingdom",183cm,England eng,DF-MF (CB-FB),Right,2015-2016,17 years,Everton,2015,308632,https://www.transfermarkt.com/callum-connolly/profil/spieler/308632
Steve Cook,https://fbref.com/en/players/3e5e4e63/Steve-Cook,Success,Not found,"April 19, 1991 (Age: 34-220d)","Hastings, England, United Kingdom",185cm,Not found,DF-MF (CB),Right,2008-2009,17 years,Brighton,2008,90836,https://www.transfermarkt.com/steve-cook/profil/spieler/90836
