player_name,nation,player_url_fbref,current age_fbref,dob_age_fbref,place_birth_fbref,height_fbref,citizenship_fbref,position_fbref,foot_fbref,current_club_fbref,debut_season_fbref,debut_age_fbref,first_club_fbref,debut_year_fbref,player_url_tra,slug,player_id_fbref,home_name_fbref,dob_age_tra,YEAR_tra,place_birth_tra,height_tra,citizenship_tra,position_tra,foot_tra,current_club_tra,joined_tra,contract_expires_tra,outfitter_tra,first_tier_debut_date,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket,injury_count_total_tra,days_missed_total_tra,games_missed_total_tra,injury_seasons_tra,Deceased_tra,death_date,death_age,retired_tra,retirement_date_tra,year_retirement,career_lenght,career_lenght_w_actives_and_dead,shirt_number_tra,National_team,total_seasons_national,matches_national,minutes_national,goals_national,CAREER Sum of matches_played,CAREER Sum of minutes,CAREER Sum of goals
Tiago Gomes,pt POR,https://fbref.com/en/players/bd7fd1b5/Tiago-Gomes,39,8/18/1985,NA,178cm,Portugal,MF (CM),NA,NA,2006-2007,20,Estrela,2006,https://www.transfermarkt.com/tiago-gomes/profil/spieler/42968,tiago-gomes,42968,Tiago Gomes,19/08/1985,1985,Vila Franca de Xira,1.81,Portugal,Midfield - Central Midfield,right,Melaka United SA,1/1/2019,NA,NA,27/08/2006,21,Liga Portugal,30/08/2009,24,Segunda División,21,1,32,4,1,No,NA,NA,Yes,1/1/2019,2019,13,13,NA,No,0,Not_national_team,Not_national_team,Not_national_team,208,15685,11
Tiago Ilori,pt POR,https://fbref.com/en/players/a64b4786/Tiago-Ilori,32,"February 26, 1993 (Age: 32-242d)","London, England, United Kingdom",190cm,Portugal pt  Other: England,DF (CB),Right,FC Dila Gori,2011-2012,18,Sporting CP,2011,https://www.transfermarkt.com/tiago-ilori/profil/spieler/177859,tiago-ilori,177859,Tiago Ilori,26/02/1993,1993,London,1.9,Portugal  England,Defender - Centre-Back,right,FC Dila,20/03/2025,NA,NA,6/11/2011,18,Liga Portugal,26/08/2012,19,Ledman Liga Pro,18,17,396,57,8,No,NA,NA,No,NA,NA,NA,14,34,No,0,Not_national_team,Not_national_team,Not_national_team,142,11270,4
Tiago Mendes,pt POR,https://fbref.com/en/players/5e0f7b89/Tiago-Mendes,44,5/2/1981,NA,183cm,Portugal,MF (CM),Both,NA,2000-2001,19,Braga,2000,https://www.transfermarkt.com/tiago-mendes/profil/spieler/8538,tiago-mendes,8538,Tiago Mendes,2/5/1981,1981,Viana do Castelo,NA,Portugal,Midfield - Central Midfield,NA,Atlético,14/07/2017,NA,NA,22/08/1999,18,Liga Portugal,No second tier career,NA,No second tier career,18,7,324,72,5,No,NA,NA,Yes,14/07/2017,2017,17,17,NA,Yes,10,40,2356,3,503,35966,59
Tiago Pinto,pt POR,https://fbref.com/en/players/e7bfde19/Tiago-Pinto,37,2/1/1988,NA,177cm,Portugal,"DF (FB, left)",Left,NA,2008-2009,20,Trofense,2008,https://www.transfermarkt.com/tiago-pinto/profil/spieler/63293,tiago-pinto,63293,Tiago Pinto,1/2/1988,1988,Porto,1.77,Portugal,Defender - Left-Back,left,Ankaragücü,1/7/2022,NA,NA,21/09/2008,20,Liga Portugal,19/01/2013,24,Segunda División,20,19,243,47,7,No,NA,NA,Yes,1/7/2022,2022,14,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,297,24847,6
Tiberio Guarente,it ITA,https://fbref.com/en/players/f5b9b859/Tiberio-Guarente,39,11/1/1985,NA,182cm,Italy,MF (CM),Left,NA,2004-2005,18,Hellas Verona,2004,https://www.transfermarkt.com/tiberio-guarente/profil/spieler/28868,tiberio-guarente,28868,Tiberio Guarente,1/11/1985,1985,Pisa,1.82,Italy,Midfield - Central Midfield,left,FC Empoli,1/7/2015,NA,NA,21/10/2007,21,Serie A,10/9/2004,18,Serie B,18,3,450,110,2,No,NA,NA,Yes,1/7/2015,2015,11,11,NA,No,0,Not_national_team,Not_national_team,Not_national_team,203,14215,6
Timothée Kolodziejczak,fr FRA,https://fbref.com/en/players/ab096c6f/Timothee-Kolodziejczak,33,"October 1, 1991 (Age: 34-025d)","Avion, France",185cm,France,"DF (CB-FB, left)",Left,Paris FC,2008-2009,16,Lyon,2008,https://www.transfermarkt.com/timothee-kolodziejczak/profil/spieler/84085,timothee-kolodziejczak,84085,Timothée Kolodziejczak,1/10/1991,1991,Avion,1.83,France  Poland,Defender - Centre-Back,left,Paris FC,6/9/2023,30/06/2026,NA,22/11/2008,17,Ligue 1,30/09/2023,31,Ligue 2,17,6,198,23,4,No,NA,NA,No,NA,NA,NA,17,15,No,0,Not_national_team,Not_national_team,Not_national_team,352,29555,15
Tino Costa,ar ARG,https://fbref.com/en/players/8f747a86/Tino-Costa,40,1/9/1985,NA,176cm,Argentina,MF (AM),Left,NA,2009-2010,24,Montpellier,2009,https://www.transfermarkt.com/tino-costa/profil/spieler/77003,tino-costa,77003,Tino Costa,9/1/1985,1985,Buenos Aires,1.76,Argentina  France,Midfield - Central Midfield,left,Pau FC,1/7/2024,NA,NA,7/1/1905,24,Ligue 1,6/30/1905,23,1/0/1900,23,12,465,70,6,No,NA,NA,Yes,1/7/2024,2024,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,246,16831,31
Tito,es ESP,https://fbref.com/en/players/7cefa219/Tito,40,7/11/1985,NA,174cm,NA,"DF (FB, right)",Right,NA,2009-2010,24,Rayo Vallecano,2009,https://www.transfermarkt.com/tito/profil/spieler/128295,tito,128295,Tito,11/07/1985 (40),1985,Madrid,1.74,Spain,Defender - Right-Back,right,RSD Alcalá,1/7/2024,NA,NA,28/08/2011,26,LaLiga,19/09/2009,24,Segunda División,24,9,234,34,8,No,NA,NA,Yes,1/7/2024,2024,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,269,21846,6
Toño,es ESP,https://fbref.com/en/players/2ed4ea81/Tono,45,12/17/1979,NA,182cm,NA,GK,Right,NA,2003-2004,23,Recreativo,2003,https://www.transfermarkt.com/tono/profil/spieler/35536,tono,35536,Toño,17/12/1979 (45),1981,Alicante,1.82,Spain,Goalkeeper,right,Rayo Vallecano,1/8/2017,NA,NA,22/05/2005,25,LaLiga,30/11/2003,23,Segunda División,23,8,580,77,5,No,NA,NA,Yes,1/8/2017,2017,14,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,319,28144,0
Toby Alderweireld,be BEL,https://fbref.com/en/players/f7d50789/Toby-Alderweireld,36,3/2/1989,NA,187cm,Belgium,DF (CB-FB),Right,NA,2008-2009,19,Ajax,2008,https://www.transfermarkt.com/toby-alderweireld/profil/spieler/42710,toby-alderweireld,42710,Toby Alderweireld,2/3/1989,1989,Wilrijk,1.87,Belgium,Defender - Centre-Back,right,Royal Antwerp,1/7/2025,NA,Nike,18/01/2009,19,VriendenLoterij Eredivisie,No second tier career,NA,No second tier career,19,15,446,84,9,No,NA,NA,Yes,1/7/2025,2025,17,17,NA,Yes,22,111,9764,4,531,46210,34
Toché,es ESP,https://fbref.com/en/players/64e35e11/Toche,42,1/1/1983,NA,184cm,Spain,FW,Right,NA,2003-2004,20,Atlético Madrid,2003,https://www.transfermarkt.com/toche/profil/spieler/22586,toche,22586,Toché,01/01/1983 (42),1983,Santomera,1.85,Spain,Attack - Centre-Forward,right,Orihuela CF,1/7/2021,NA,Puma,21/02/2004,21,LaLiga,10/9/2005,22,Segunda División,21,5,158,25,5,No,NA,NA,Yes,1/7/2021,2021,18,18,NA,No,0,Not_national_team,Not_national_team,Not_national_team,378,22971,121
Tomáš Ujfaluši,cz CZE,https://fbref.com/en/players/37d34e0a/Tomas-Ujfalusi,47,3/24/1978,NA,183cm,Czech Republic,DF (CB),NA,NA,2000-2001,22,Hamburger SV,2000,https://www.transfermarkt.com/tomas-ujfalusi/profil/spieler/325,tomas-ujfalusi,325,Tomas Ujfalusi,24/03/1978,1978,Rýmařov,NA,Czech Republic,Defender - Centre-Back,NA,Sparta Prague,2/12/2013,NA,NA,11/8/1996,18,0,No second tier career,NA,No second tier career,18,4,295,60,2,No,NA,NA,Yes,2/12/2013,2013,13,13,NA,Yes,6,38,3417,0,394,35026,5
Tomás Mejías,es ESP,https://fbref.com/en/players/dc0c0fd9/Tomas-Mejias,36,1/30/1989,NA,195cm,Spain,GK,Right,NA,2010-2011,21,Real Madrid,2010,https://www.transfermarkt.com/tomas-mejias/profil/spieler/62947,tomas-mejias,62947,Tomás Mejías,30/01/1989,1989,Madrid,1.95,Spain,Goalkeeper,right,Without Club,1/7/2024,NA,NA,10/5/2011,22,LaLiga,17/08/2012,23,Segunda División,22,NA,NA,NA,1/0/1900,No,NA,NA,No,NA,NA,NA,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,73,6391,0
Tomás Pina Isla,es ESP,https://fbref.com/en/players/e54bd0a2/Tomas-Pina-Isla,37,10/14/1987,NA,184cm,NA,MF (CM-DM),Both,NA,2009-2010,21,Mallorca,2009,https://www.transfermarkt.com/tomas-pina/profil/spieler/139895,tomas-pina,139895,Tomás Pina,14/10/1987,1987,Ciudad Real,1.85,Spain,Midfield - Central Midfield,right,Real Murcia,1/7/2024,NA,NA,31/01/2010,22,LaLiga,No second tier career,NA,No second tier career,22,10,327,43,8,No,NA,NA,Yes,1/7/2024,2024,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,375,26051,14
Tomer Hemed,il ISR,https://fbref.com/en/players/27d7453c/Tomer-Hemed,38,5/2/1987,NA,182cm,Israel,FW,Right,NA,2011-2012,24,Mallorca,2011,https://www.transfermarkt.com/tomer-hemed/profil/spieler/112668,tomer-hemed,112668,Tomer Hemed,2/5/1987,1987,Kiryat Tiv'on,1.82,Israel  Poland,Attack - Centre-Forward,right,Maccabi Haifa,30/07/2024,NA,NA,25/03/2006,18,Ligat ha'Al,15/12/2013,26,Segunda División,18,3,201,38,3,No,NA,NA,Yes,30/07/2024,2024,13,13,NA,Yes,8,31,1795,15,327,18901,88
Tomislav Dujmović,hr CRO,https://fbref.com/en/players/1bd0a8fe/Tomislav-Dujmovic,44,2/26/1981,NA,188cm,Croatia,MF (CM-DM),NA,NA,2006,24,Amkar Perm,2006,https://www.transfermarkt.com/tomislav-dujmovic/profil/spieler/27986,tomislav-dujmovic,27986,Tomislav Dujmovic,26/02/1981,1981,Zagreb,1.88,Croatia,Midfield - Central Midfield,right,RNK Split,1/1/2015,NA,NA,18/09/2004,23,SuperSport HNL,No second tier career,NA,No second tier career,23,1,22,2,1,No,NA,NA,Yes,1/1/2015,2015,9,19,NA,Yes,2,7,359,0,207,15697,13
Toni Doblas,es ESP,https://fbref.com/en/players/d5c35223/Toni-Doblas,44,8/5/1980,NA,184cm,NA,GK,Right,NA,2003-2004,22,Xerez,2003,https://www.transfermarkt.com/toni-doblas/profil/spieler/7642,toni-doblas,7642,Toni Doblas,5/8/1980,1980,Sevilla,1.84,Spain,Goalkeeper,right,Ceres-Negros FC,1/1/2019,NA,NA,24/10/2004,24,LaLiga,18/04/2004,23,Segunda División,23,3,227,30,3,No,NA,NA,Yes,1/1/2019,2019,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,216,18982,0
Toni Dovale,es ESP,https://fbref.com/en/players/d4b9adcf/Toni-Dovale,35,4/4/1990,NA,177cm,NA,DF-MF (AM-WM),Left,NA,2009-2010,19,Celta Vigo,2009,https://www.transfermarkt.com/toni-dovale/profil/spieler/119878,toni-dovale,119878,Toni Dovale,4/4/1990,1990,A Coruña,1.77,Spain,Attack - Right Winger,left,Coruxo FC,20/03/2023,NA,NA,18/08/2012,22,LaLiga,29/08/2009,19,Segunda División,19,2,48,5,2,No,NA,NA,Yes,20/03/2023,2023,14,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,168,8554,11
Toni Kroos,de GER,https://fbref.com/en/players/6ce1f46f/Toni-Kroos,35,1/4/1990,NA,182cm,Germany,"MF (AM-CM-DM-WM, left)",Right,NA,2007-2008,17,Bayern Munich,2007,https://www.transfermarkt.com/toni-kroos/profil/spieler/31909,toni-kroos,31909,Toni Kroos,4/1/1990,1990,Greifswald,1.83,Germany,Midfield - Central Midfield,right,Real Madrid,6/7/2024,NA,adidas,26/09/2007,17,1.Bundesliga,No second tier career,NA,No second tier career,17,32,527,102,13,No,NA,NA,Yes,6/7/2024,2024,17,17,NA,Yes,22,95,7886,12,676,50797,58
Tote,es ESP,https://fbref.com/en/players/e3e74421/Tote,46,11/23/1978,NA,177cm,NA,FW-MF (AM),NA,NA,1998-1999,19,Real Madrid,1998,https://www.transfermarkt.com/tote/profil/spieler/7535,tote,7535,Tote,23/11/1978 (46),1978,Madrid,1.77,Spain,Midfield - Attacking Midfield,left,Hércules CF,31/07/2012,NA,NA,8/5/1999,20,LaLiga,28/08/2005,26,Segunda División,20,2,253,24,2,No,NA,NA,Yes,31/07/2012,2012,14,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,281,17431,41
Tropi,es ESP,https://fbref.com/en/players/50f1ed37/Tropi,30,"May 12, 1995 (Age: 30-167d)","Valencia, Spain",173cm,NA,MF (DM),Right,Águilas,2014-2015,19,Valencia,2014,https://www.transfermarkt.com/tropi/profil/spieler/320466,tropi,320466,Tropi,12/05/1995 (30),1995,Valencia,1.77,Spain,Midfield - Central Midfield,right,Without Club,1/7/2025,NA,Joma,7/7/1905,19,LaLiga,7/8/1905,21,1/0/1900,19,2,196,15,1,No,NA,NA,No,NA,NA,NA,11,NA,No,0,Not_national_team,Not_national_team,Not_national_team,62,3766,1
Tsepo Masilela,za RSA,https://fbref.com/en/players/e1812ff9/Tsepo-Masilela,40,5/5/1985,NA,175cm,South Africa,"DF (FB, left)",Left,NA,2011-2012,26,Getafe,2011,https://www.transfermarkt.com/tsepo-masilela/profil/spieler/63287,tsepo-masilela,63287,Tsepo Masilela,5/5/1985,1985,"Witbank, Mpumalanga",1.74,South Africa,Defender - Left-Back,left,AmaZulu FC,1/7/2022,NA,NA,27/08/2006,21,DStv Premiership,No second tier career,NA,No second tier career,21,1,234,30,1,No,NA,NA,Yes,1/7/2022,2022,11,11,NA,Yes,4,12,1037,0,91,7082,0
Txema Añibarro,es ESP,https://fbref.com/en/players/34b0ee60/Txema-Anibarro,46,7/26/1979,NA,188cm,NA,DF-MF (DM),Right,NA,2008-2009,29,Eibar,2008,https://www.transfermarkt.com/txema-anibarro/profil/spieler/71601,txema-anibarro,71601,Txema Añibarro,26/07/1979,1979,Zeberio,1.88,Spain,Defender - Centre-Back,right,SD Eibar,1/7/2015,NA,NA,"16/01/2015	",35,LaLiga,"21/09/2008	",29,Segunda División,29,1,19,3,1,No,NA,NA,Yes,1/7/2015,2015,7,7,NA,No,0,Not_national_team,Not_national_team,Not_national_team,56,4267,1
Txusta,es ESP,https://fbref.com/en/players/904bc107/Txusta,39,4/30/1986,NA,183cm,NA,GK,Right,NA,2013-2014,27,Eibar,2013,https://www.transfermarkt.com/jon-irazusta/profil/spieler/257813,jon-irazusta,257813,Jon Irazusta,30/04/1986 (39),1986,Usúrbil,1.84,Spain,Goalkeeper,right,Without Club,1/7/2025,NA,Umbro,NA,NA,NA,"31/05/2014	",28,Segunda División,28,NA,NA,NA,1/0/1900,No,NA,NA,No,NA,NA,NA,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,8,780,0
Uche Henry Agbo,ng NGA,https://fbref.com/en/players/98554bfd/Uche-Henry-Agbo,29,"December 4, 1995 (Age: 29-326d)","Kano, Nigeria",185cm,Nigeria,MF (AM-DM),Right,FC Aktobe,2014-2015,18,Granada,2014,https://www.transfermarkt.com/uche-agbo/profil/spieler/262689,uche-agbo,262689,Uche Agbo,4/12/1995,1995,Kano City,1.86,Nigeria,Midfield - Defensive Midfield,right,Aktobe,10/2/2024,31/12/2025,NA,22/01/2012,16,Nigeria Professional Football League,26/01/2020,24,Segunda División,16,2,54,7,2,No,NA,NA,No,NA,NA,NA,11,4,Yes,3,1,33,0,122,8291,1
Unai Alba,es ESP,https://fbref.com/en/players/40e34fb7/Unai-Alba,47,2/19/1978,NA,190cm,NA,GK,NA,NA,2007-2008,29,Hércules,2007,https://www.transfermarkt.com/unai-alba/profil/spieler/48289,unai-alba,48289,Unai Alba,19/02/1978,1978,Oiartzun,1.9,Spain,Goalkeeper,NA,Ontinyent,1/7/2014,NA,NA,"21/11/2010	",32,LaLiga,"13/10/2007	",29,Segunda División,29,NA,NA,NA,1/0/1900,No,NA,NA,Yes,1/7/2014,2014,7,7,NA,No,0,Not_national_team,Not_national_team,Not_national_team,37,3214,0
Unai Albizua,es ESP,https://fbref.com/en/players/4a2e58a3/Unai-Albizua,36,1/18/1989,NA,181cm,NA,DF (CB),Right,NA,2013-2014,24,Athletic Club,2013,https://www.transfermarkt.com/unai-albizua/profil/spieler/156799,unai-albizua,156799,Unai Albizua,18/01/1989,1989,Barakaldo,1.81,Spain,Defender - Centre-Back,right,Without Club,1/7/2024,NA,NA,3/11/2013,24,LaLiga,24/08/2014,25,Segunda División,24,5,145,18,2,No,NA,NA,No,NA,NA,NA,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,119,9664,0
Unai Bustinza,es ESP,https://fbref.com/en/players/f3112790/Unai-Bustinza,33,2/2/1992,NA,175cm,NA,"DF (CB-FB, right)",Right,NA,2014-2015,22,Athletic Club,2014,https://www.transfermarkt.com/unai-bustinza/profil/spieler/156808,unai-bustinza,156808,Unai Bustinza,2/2/1992,1992,Bilbao,1.74,Spain,Defender - Centre-Back,right,SD Amorebieta,1/7/2024,NA,NA,"25/10/2014	",22,LaLiga,"23/08/2015	",23,Segunda División,22,5,167,22,3,No,NA,NA,Yes,1/7/2024,2024,10,10,NA,No,0,Not_national_team,Not_national_team,Not_national_team,193,14673,3
Unai García,es ESP,https://fbref.com/en/players/4a633cfe/Unai-Garcia,33,"February 3, 1992 (Age: 33-265d)","Escároz, Spain",182cm,NA,"DF (CB, right)",Right,Panetolikos,2012-2013,20,Osasuna,2012,https://www.transfermarkt.com/unai-garcia/profil/spieler/197122,unai-garcia,197122,Unai García,3/2/1992,1992,Esquiroz,1.86,Spain,Defender - Centre-Back,right,Panetolikos,1/7/2025,30/06/2026,NA,1/6/2013,21,LaLiga,11/10/2014,22,Segunda División,21,10,401,46,7,No,NA,NA,No,NA,NA,NA,13,4,No,0,Not_national_team,Not_national_team,Not_national_team,215,17053,11
Unai López,es ESP,https://fbref.com/en/players/88050721/Unai-Lopez,29,"October 30, 1995 (Age: 29-361d)","Bilbao, Spain",169cm,Spain,MF (CM-DM),Right,Rayo Vallecano,2014-2015,18,Athletic Club,2014,https://www.transfermarkt.com/unai-lopez/profil/spieler/192009,unai-lopez,192009,Unai López,30/10/1995,1995,Donostia-San Sebastián,1.7,Spain,Midfield - Central Midfield,right,Rayo Vallecano,1/7/2022,30/06/2026,NA,30/08/2014,18,LaLiga,24/08/2015,19,Segunda División,18,4,37,6,2,No,NA,NA,No,NA,NA,NA,11,17,No,0,Not_national_team,Not_national_team,Not_national_team,345,20286,17
Urko Vera,es ESP,https://fbref.com/en/players/d8cf0115/Urko-Vera,38,5/14/1987,NA,190cm,NA,FW,Right,NA,2010-2011,23,Athletic Club,2010,https://www.transfermarkt.com/urko-vera/profil/spieler/92975,urko-vera,92975,Urko Vera,14/05/1987,1987,Barakaldo,1.89,Spain,Attack - Centre-Forward,right,Santutxu,1/7/2025,NA,NA,5/2/2011,23,LaLiga,9/10/2011,24,Segunda División,23,NA,NA,NA,1/0/1900,No,NA,NA,Yes,1/7/2025,2025,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,223,11231,57
Ustaritz,es ESP,https://fbref.com/en/players/49f85a05/Ustaritz,42,2/16/1983,NA,183cm,NA,DF (CB),Right,NA,2005-2006,22,Athletic Club,2005,https://www.transfermarkt.com/ustaritz/profil/spieler/35554,ustaritz,35554,Ustaritz,16/02/1983,1983,Abadiño,1.83,Spain,Defender - Centre-Back,right,Penafiel,1/7/2015,NA,NA,22/01/2006,22,LaLiga,No second tier career,NA,No second tier career,22,5,139,17,3,No,NA,NA,Yes,1/7/2015,2015,10,10,NA,No,0,Not_national_team,Not_national_team,Not_national_team,105,7958,1
Víctor Álvarez,es ESP,https://fbref.com/en/players/563f3469/Victor-Alvarez,32,3/14/1993,NA,178cm,Spain,"DF-MF (FB, left)",Left,NA,2010-2011,17,Espanyol,2010,https://www.transfermarkt.com/victor-alvarez/profil/spieler/99355,victor-alvarez,99355,Víctor Álvarez,14/03/1993,1993,Barcelona,1.8,Spain,Defender - Left-Back,left,Without Club,1/7/2025,NA,NA,6/3/2011,17,LaLiga,20/10/2023,30,Challenger Pro League,17,1,22,3,1,No,NA,NA,No,NA,NA,NA,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,158,11607,2
Víctor Camarasa,es ESP,https://fbref.com/en/players/b2d03887/Victor-Camarasa,31,"May 28, 1994 (Age: 31-151d)","Meliana, Spain",183cm,Spain,MF (CM),Right,Debrecen,2013-2014,19,Levante,2013,https://www.transfermarkt.com/victor-camarasa/profil/spieler/263856,victor-camarasa,263856,Víctor Camarasa,28/05/1994,1994,Meliana,1.83,Spain,Midfield - Central Midfield,right,Debrecen,10/9/2025,NA,NA,4/1/2014,19,LaLiga,17/02/2023,28,Segunda División,19,10,416,52,6,No,NA,NA,No,NA,NA,NA,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,237,14838,15
Víctor Casadesús,es ESP,https://fbref.com/en/players/73cd0a2a/Victor-Casadesus,40,2/28/1985,NA,180cm,Spain,FW,Right,NA,2004-2005,19,Mallorca,2004,https://www.transfermarkt.com/victor-casadesus/profil/spieler/35540,victor-casadesus,35540,Víctor Casadesús,28/02/1985,1985,Algaida,1.8,Spain,Attack - Centre-Forward,right,Without Club,1/7/2023,NA,NA,17/04/2005,20,LaLiga,10/2/2008,22,Segunda División,20,3,152,22,3,No,NA,NA,No,NA,NA,NA,21,NA,No,0,Not_national_team,Not_national_team,Not_national_team,433,26400,88
Víctor Pérez,es ESP,https://fbref.com/en/players/5918a484/Victor-Perez,37,1/12/1988,NA,177cm,NA,MF (DM),Right,NA,2009-2010,21,Huesca,2009,https://www.transfermarkt.com/victor-perez/profil/spieler/92813,victor-perez,92813,Víctor Pérez,12/1/1988,1988,Albacete,1.77,Spain,Midfield - Central Midfield,right,AC Escaldes,1/7/2023,NA,NA,20/08/2012,24,LaLiga,5/9/2009,21,Segunda División,21,5,221,30,5,No,NA,NA,Yes,1/7/2023,2023,14,14,NA,No,0,Not_national_team,Not_national_team,Not_national_team,207,13570,18
Víctor Rodríguez,es ESP,https://fbref.com/en/players/15781606/Victor-Rodriguez,36,7/23/1989,NA,170cm,NA,"FW-MF (AM-WM, left)",Right,NA,2012-2013,23,Zaragoza,2012,https://www.transfermarkt.com/victor-rodriguez/profil/spieler/129753,victor-rodriguez,129753,Víctor Rodríguez,23/07/1989,1989,Sabadell,1.7,Spain,Midfield - Attacking Midfield,right,FC Goa,22/08/2024,NA,NA,25/08/2012,23,LaLiga,17/08/2013,24,Segunda División,23,9,377,48,6,No,NA,NA,Yes,22/08/2024,2024,12,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,262,15854,29
Víctor Ruiz,es ESP,https://fbref.com/en/players/b3dc6eca/Victor-Ruiz,36,1/25/1989,NA,184cm,Spain,"DF-MF (CB-DM, left)",Left,NA,2009-2010,20,Espanyol,2009,https://www.transfermarkt.com/victor-ruiz/profil/spieler/62920,victor-ruiz,62920,Víctor Ruiz,25/01/1989,1989,Esplugues de Llobregat,1.84,Spain,Defender - Centre-Back,left,Espanyol,1/7/2024,NA,Nike,6/12/2009,20,LaLiga,28/10/2023,34,Segunda División,20,16,334,64,8,No,NA,NA,Yes,1/7/2024,2024,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,414,34245,9
Víctor Sánchez,es ESP,https://fbref.com/en/players/ad4d0985/Victor-Sanchez,37,9/8/1987,NA,174cm,NA,"DF-MF (CM-DM, right)",Right,NA,2007-2008,19,Barcelona,2007,https://www.transfermarkt.com/victor-sanchez/profil/spieler/63290,victor-sanchez,63290,Víctor Sánchez,08/09/1987 (38),1987,Terrassa,1.74,Spain,Midfield - Central Midfield,right,Girona,1/7/2022,NA,NA,16/03/2008,20,LaLiga,27/03/2022,34,Segunda División,20,11,282,38,6,No,NA,NA,Yes,1/7/2022,2022,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,366,27270,19
Víctor Valdés,es ESP,https://fbref.com/en/players/e029e404/Victor-Valdes,43,1/14/1982,NA,183cm,Spain,GK,Right,NA,2002-2003,20,Barcelona,2002,https://www.transfermarkt.com/victor-valdes/profil/spieler/7589,victor-valdes,7589,Víctor Valdés,14/01/1982,1982,L’Hospitalet de Llobregat,1.83,Spain,Goalkeeper,right,Middlesbrough,17/08/2017,NA,NA,1/9/2002,20,LaLiga,No second tier career,NA,No second tier career,20,5,332,34,4,No,NA,NA,Yes,17/08/2017,2017,15,15,NA,Yes,6,6,495,0,534,47848,0
Vadim Demidov,no NOR,https://fbref.com/en/players/59f3b22d/Vadim-Demidov,38,10/10/1986,NA,185cm,Norway,DF-MF (CB-DM),Right,NA,2008,21,Rosenborg,2008,https://www.transfermarkt.com/vadim-demidov/profil/spieler/37247,vadim-demidov,37247,Vadim Demidov,10/10/1986,1986,Riga,NA,Norway,Defender - Centre-Back,NA,Stabæk,1/1/2020,NA,NA,31/03/2008,21,Eliteserien,12/4/2004,17,OBOS-ligaen,17,1,73,10,1,No,NA,NA,Yes,1/1/2020,2020,12,17,NA,Yes,2,4,288,0,221,18684,6
Valdet Rama,al ALB,https://fbref.com/en/players/00b159ff/Valdet-Rama,37,11/20/1987,NA,182cm,Albania al  Other: Kosovo,"FW-MF (AM-WM, left)",Both,NA,2008-2009,20,Ingolstadt 04,2008,https://www.transfermarkt.com/valdet-rama/profil/spieler/33535,valdet-rama,33535,Valdet Rama,20/11/1987,1987,Mitrovica,1.82,Albania  Kosovo,Attack - Left Winger,both,SpVg Hagen 11,1/7/2024,NA,NA,15/08/2009,21,1.Bundesliga,17/08/2008,20,2.Bundesliga,20,13,325,45,6,No,NA,NA,No,NA,NA,NA,17,27,Yes,4,9,559,2,259,14658,29
Valdo,cv CPV,https://fbref.com/en/players/5d34e206/Valdo,44,4/23/1981,NA,184cm,Cape Verde cv  Other: Spain,FW-MF (AM-WM),Right,NA,2001-2002,20,Real Madrid,2001,https://www.transfermarkt.com/valdo/profil/spieler/7528,valdo,7528,Valdo,23/04/1981 (44),1981,Villablino,1.84,Cape Verde  Spain,Attack - Right Winger,right,CD Izarra,1/7/2020,NA,NA,6/10/2001,20,LaLiga,11/4/2015,33,Segunda División,20,4,116,22,3,No,NA,NA,Yes,1/7/2020,2020,19,19,NA,No,0,Not_national_team,Not_national_team,Not_national_team,294,19487,37
Verza,es ESP,https://fbref.com/en/players/f972b073/Verza,38,9/29/1986,NA,177cm,Spain,MF,Right,NA,2002-2003,15,Villarreal,2002,https://www.transfermarkt.com/verza/profil/spieler/26199,verza,26199,Verza,29/09/1986,1986,Orihuela,1.81,Spain,Midfield - Central Midfield,right,Real Murcia,1/7/2021,NA,NA,9/9/2002,15,LaLiga,13/02/2005,18,Segunda División,15,6,144,18,3,No,NA,NA,Yes,1/7/2021,2021,19,19,NA,No,0,Not_national_team,Not_national_team,Not_national_team,376,27589,35
