player_name,fbref_url,transfer_url,nationality,career_length,retired,retirement_age,age_current,debut_age,debut_year,injury_count_total,days_missed_total,games_missed_total,total_matches_club,total_matches_total,seasons_club,foot,position_simple,height,debut_age_num,height_clean,debut_year_num,injuries_per_season,foot_clean,event,debut_band,height_group,inj_band,debut_decade,nationality_clean,region
Jorge Molina,https://fbref.com/en/players/43f71e77/Jorge-Molina,https://www.transfermarkt.com/jorge-molina/profil/spieler/57825,Spain,16,Yes,41,43,25,2007,5,270,24,529,529,0,right,Attack,1.88,25,1.88,2007,0,right,1,"[24,30]","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Jorge Morcillo,https://fbref.com/en/players/ebbbf1dd/Jorge-Morcillo,https://www.transfermarkt.com/jorge-morcillo/profil/spieler/65239,Spain,15,No,NA,39,25,2011,2,55,7,206,206,0,left,Defender,1.84,25,1.84,2011,0,left,0,"[24,30]","(1.83,2]","[1,3]",2010s,Spain,EU_Major
Jorge Ortí,https://fbref.com/en/players/5d67b085/Jorge-Orti,https://www.transfermarkt.com/jorge-orti/profil/spieler/129495,Spain,8,Yes,26,32,18,2011,1,184,5,30,30,0,right,Attack,1.8,18,1.8,2011,0,right,1,"[18,21)","(1.78,1.83]","[1,3]",2010s,Spain,EU_Major
Jorge Pulido,https://fbref.com/en/players/978cd030/Jorge-Pulido,https://www.transfermarkt.com/jorge-pulido/profil/spieler/67546,Spain,14,No,NA,34,20,2010,5,113,17,392,392,0,right,Defender,1.86,20,1.86,2010,0,right,0,"[18,21)","(1.83,2]","(3,8]",2010s,Spain,EU_Major
José Ángel,https://fbref.com/en/players/3024e383/Jose-Angel,https://www.transfermarkt.com/cote/profil/spieler/87469,Spain,17,Yes,36,35,19,2008,7,339,37,379,379,0,left,Defender,1.82,19,1.82,2008,0,left,1,"[18,21)","(1.78,1.83]","(3,8]",2000s,Spain,EU_Major
José Ángel Alonso,https://fbref.com/en/players/1950ed97/Jose-Angel-Alonso,https://www.transfermarkt.com/jose-angel/profil/spieler/160182,Spain,16,No,NA,36,21,2010,8,773,67,63,63,0,right,Defender,1.87,21,1.87,2010,0,right,0,"[21,24)","(1.83,2]","(3,8]",2010s,Spain,EU_Major
José Ángel Crespo,https://fbref.com/en/players/8ec4c2f7/Jose-Angel-Crespo,https://www.transfermarkt.com/jose-crespo/profil/spieler/37397,Spain,19,Yes,37,38,18,2005,20,737,106,315,315,0,right,Defender,1.85,18,1.85,2005,0,right,1,"[18,21)","(1.83,2]","(8,56]",2000s,Spain,EU_Major
José Antonio Caro,https://fbref.com/en/players/02e4da70/Jose-Antonio-Caro,https://www.transfermarkt.com/jose-antonio-caro/profil/spieler/254039,Spain,12,No,NA,32,20,2013,5,144,16,314,314,0,right,Defender,1.83,20,1.83,2013,0,right,0,"[18,21)","(1.78,1.83]","(3,8]",2010s,Spain,EU_Major
José Antonio Reyes,https://fbref.com/en/players/19058f02/Jose-Antonio-Reyes,https://www.transfermarkt.com/jose-antonio-reyes/profil/spieler/7717,Spain,19,No,NA,41,16,1999,8,204,46,566,574,3,left,Attack,1.76,16,1.76,1999,2.666666667,left,0,"[15,18)","[1.6,1.78]","(3,8]",1990s,Spain,EU_Major
José Ariel Núñez,https://fbref.com/en/players/c98a821e/Jose-Ariel-Nunez,https://www.transfermarkt.com/jose-nunez/profil/spieler/139440,Paraguay,12,No,NA,36,25,2013,2,68,5,247,251,2,right,Attack,1.73,25,1.73,2013,1,right,0,"[24,30]","[1.6,1.78]","[1,3]",2010s,Paraguay,Rest_of_World
José Barkero,https://fbref.com/en/players/89a1b23c/Jose-Barkero,https://www.transfermarkt.com/jose-javier-barkero/profil/spieler/7468,Spain,16,Yes,35,46,19,1998,2,50,9,383,383,0,left,Attack,1.81,19,1.81,1998,0,left,1,"[18,21)","(1.78,1.83]","[1,3]",1990s,Spain,EU_Major
José Cañas,https://fbref.com/en/players/ab77f2d9/Jose-Canas,https://www.transfermarkt.com/jose-alberto-canas/profil/spieler/69609,Spain,18,No,NA,38,21,2008,8,309,53,271,271,0,right,Midfield,1.78,21,1.78,2008,0,right,0,"[21,24)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
José Callejón,https://fbref.com/en/players/78841da9/Jose-Callejon,https://www.transfermarkt.com/jose-callejon/profil/spieler/61253,Spain,18,Yes,38,38,20,2006,3,22,3,633,638,5,right,Attack,1.78,20,1.78,2006,0.6,right,1,"[18,21)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
José Campaña,https://fbref.com/en/players/61220da2/Jose-Campana,https://www.transfermarkt.com/jose-campana/profil/spieler/120095,Spain,14,No,NA,32,18,2011,11,697,96,313,314,2,right,Midfield,1.79,18,1.79,2011,5.5,right,0,"[18,21)","(1.78,1.83]","(8,56]",2010s,Spain,EU_Major
José Carlos,https://fbref.com/en/players/6738f3c6/Jose-Carlos,https://www.transfermarkt.com/jose-carlos/profil/spieler/73244,Spain,18,No,NA,38,21,2008,4,699,42,148,148,0,left,Attack,1.82,21,1.82,2008,0,left,0,"[21,24)","(1.78,1.83]","(3,8]",2000s,Spain,EU_Major
José Catalá,https://fbref.com/en/players/ac0a9088/Jose-Catala,https://www.transfermarkt.com/jose-manuel-catala/profil/spieler/64385,Spain,15,Yes,38,40,23,2008,3,100,15,131,131,0,left,Defender,1.82,23,1.82,2008,0,left,1,"[21,24)","(1.78,1.83]","[1,3]",2000s,Spain,EU_Major
José García,https://fbref.com/en/players/9463b38c/Jose-Garcia,https://www.transfermarkt.com/jose-garcia/profil/spieler/298276,Spain,13,No,NA,28,16,2013,NA,NA,NA,31,31,0,right,Attack,1.69,16,1.69,2013,0,right,0,"[15,18)","[1.6,1.78]",NA,2010s,Spain,EU_Major
José Higón,https://fbref.com/en/players/562194e6/Jose-Higon,https://www.transfermarkt.com/jose-higon/profil/spieler/169004,Spain,14,No,NA,34,20,2011,2,434,19,2,2,0,right,Attack,1.71,20,1.71,2011,0,right,0,"[18,21)","[1.6,1.78]","[1,3]",2010s,Spain,EU_Major
José Isidoro,https://fbref.com/en/players/bb00a819/Jose-Isidoro,https://www.transfermarkt.com/isidoro/profil/spieler/48291,Spain,17,Yes,37,38,20,2006,NA,NA,NA,175,175,0,right,Defender,1.8,20,1.8,2006,0,right,1,"[18,21)","(1.78,1.83]",NA,2000s,Spain,EU_Major
José López Silva,https://fbref.com/en/players/60d6ed20/Jose-Lopez-Silva,https://www.transfermarkt.com/jose-maria-lopez-silva/profil/spieler/73076,Spain,14,Yes,40,42,26,2009,1,23,4,166,166,0,right,Attack,1.7,26,1.7,2009,0,right,1,"[24,30]","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
José Luis Gayà,https://fbref.com/en/players/b05e2dbd/Jose-Luis-Gaya,https://www.transfermarkt.com/jose-gaya/profil/spieler/221322,Spain,12,No,NA,30,18,2013,27,729,113,381,403,10,left,Defender,1.72,18,1.72,2013,2.7,left,0,"[18,21)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
José Luis Martí,https://fbref.com/en/players/111c668a/Jose-Luis-Marti,https://www.transfermarkt.com/josep-lluis-marti/profil/spieler/15955,Spain,17,Yes,40,50,23,1997,1,25,3,464,464,0,right,Midfield,1.8,23,1.8,1997,0,right,1,"[21,24)","(1.78,1.83]","[1,3]",1990s,Spain,EU_Major
José Luis Morales,https://fbref.com/en/players/4a478107/Jose-Luis-Morales,https://www.transfermarkt.com/jose-luis-morales/profil/spieler/252677,Spain,12,No,NA,38,26,2013,2,47,9,478,478,0,right,Attack,1.8,26,1.8,2013,0,right,0,"[24,30]","(1.78,1.83]","[1,3]",2010s,Spain,EU_Major
José Manuel Casado,https://fbref.com/en/players/d0b6d20e/Jose-Manuel-Casado,https://www.transfermarkt.com/jose-manuel-casado/profil/spieler/58774,Spain,13,Yes,34,38,21,2007,2,246,1,202,202,0,left,Defender,1.73,21,1.73,2007,0,left,1,"[21,24)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
José Manuel Fernández,https://fbref.com/en/players/4af68c24/Jose-Manuel-Fernandez,https://www.transfermarkt.com/jose-manuel-fernandez/profil/spieler/172128,Spain,15,No,NA,35,21,2010,1,18,2,228,228,0,right,Defender,1.68,21,1.68,2010,0,right,0,"[21,24)","[1.6,1.78]","[1,3]",2010s,Spain,EU_Major
José Manuel Pinto,https://fbref.com/en/players/4a3cd9b7/Jose-Manuel-Pinto,https://www.transfermarkt.com/jose-manuel-pinto/profil/spieler/7537,Spain,17,Yes,39,49,22,1997,NA,NA,NA,247,247,0,right,Goalkeeper,1.85,22,1.85,1997,0,right,1,"[21,24)","(1.83,2]",NA,1990s,Spain,EU_Major
José María Giménez,https://fbref.com/en/players/f0da930c/Jose-Maria-Gimenez,https://www.transfermarkt.com/jose-maria-gimenez/profil/spieler/250845,Uruguay  Spain,14,No,NA,30,17,2013,42,937,161,359,426,14,right,Defender,1.85,17,1.85,2013,3,right,0,"[15,18)","(1.83,2]","(8,56]",2010s,Uruguay Spain,EU_Major
José María Movilla,https://fbref.com/en/players/1ac170a8/Jose-Maria-Movilla,https://www.transfermarkt.com/jose-maria-movilla/profil/spieler/7763,Spain,17,Yes,39,50,22,1999,NA,NA,NA,464,464,0,both,Midfield,1.71,22,1.71,1999,0,both,1,"[21,24)","[1.6,1.78]",NA,1990s,Spain,EU_Major
José Mari,https://fbref.com/en/players/6f4c734d/Jose-Mari,https://www.transfermarkt.com/jose-mari/profil/spieler/225462,Spain,13,Yes,37,37,24,2012,7,611,79,249,249,0,right,Midfield,1.82,24,1.82,2012,0,right,1,"[24,30]","(1.78,1.83]","(3,8]",2010s,Spain,EU_Major
José Nunes,https://fbref.com/en/players/adacff32/Jose-Nunes,https://www.transfermarkt.com/jose-nunes/profil/spieler/14342,Portugal,13,Yes,37,48,24,2001,4,204,27,374,374,0,right,Defender,1.85,24,1.85,2001,0,right,1,"[24,30]","(1.83,2]","(3,8]",2000s,Portugal,EU_Major
José Ortiz Bernal,https://fbref.com/en/players/60393076/Jose-Ortiz-Bernal,https://www.transfermarkt.com/jose-ortiz/profil/spieler/51527,Spain,13,Yes,35,47,22,2002,NA,NA,NA,245,245,0,right,Attack,1.72,22,1.72,2002,0,right,1,"[21,24)","[1.6,1.78]",NA,2000s,Spain,EU_Major
José Picón,https://fbref.com/en/players/6960a69e/Jose-Picon,https://www.transfermarkt.com/jose-picon/profil/spieler/89379,Spain,17,Yes,37,37,20,2008,1,214,15,5,5,0,right,Defender,1.84,20,1.84,2008,0,right,1,"[18,21)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
José Rodríguez,https://fbref.com/en/players/55e81c76/Jose-Rodriguez,https://www.transfermarkt.com/jose-rodriguez/profil/spieler/165012,Spain,15,No,NA,30,17,2012,6,104,16,181,181,0,right,Midfield,1.8,17,1.8,2012,0,right,0,"[15,18)","(1.78,1.83]","(3,8]",2010s,Spain,EU_Major
José Sand,https://fbref.com/en/players/29cf8777/Jose-Sand,https://www.transfermarkt.com/jose-sand/profil/spieler/26269,Argentina,26,No,NA,45,19,2010,3,23,5,317,317,0,right,Attack,1.82,19,1.82,2010,0,right,0,"[18,21)","(1.78,1.83]","[1,3]",2010s,Argentina,South_America
José Sosa,https://fbref.com/en/players/1eecc0c6/Jose-Sosa,https://www.transfermarkt.com/jose-sosa/profil/spieler/20137,Argentina,23,No,NA,40,17,2007,29,462,90,515,521,2,right,Attack,1.81,17,1.81,2007,14.5,right,0,"[15,18)","(1.78,1.83]","(8,56]",2000s,Argentina,South_America
Joseba Llorente,https://fbref.com/en/players/ddb98947/Joseba-Llorente,https://www.transfermarkt.com/joseba-llorente/profil/spieler/7480,Spain,15,Yes,34,45,19,1999,3,160,27,327,327,0,right,Attack,1.85,19,1.85,1999,0,right,1,"[18,21)","(1.83,2]","[1,3]",1990s,Spain,EU_Major
Joseba Zaldúa,https://fbref.com/en/players/5ca20b7a/Joseba-Zaldua,https://www.transfermarkt.com/joseba-zaldua/profil/spieler/197135,Spain,12,No,NA,33,21,2013,14,590,77,254,254,0,right,Defender,1.74,21,1.74,2013,0,right,0,"[21,24)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
Joselu,https://fbref.com/en/players/6265208f/Joselu,https://www.transfermarkt.com/joselu/profil/spieler/81999,Spain  Germany,16,No,NA,35,19,2008,9,188,30,416,433,5,right,Attack,1.91,19,1.91,2008,1.8,right,0,"[18,21)","(1.83,2]","(8,56]",2000s,Spain Germany,EU_Major
Josetxo,https://fbref.com/en/players/c1a297b4/Josetxo,https://www.transfermarkt.com/josetxo/profil/spieler/7726,Spain,16,Yes,35,48,19,2001,4,104,15,244,244,0,right,Defender,1.85,19,1.85,2001,0,right,1,"[18,21)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Josuha Guilavogui,https://fbref.com/en/players/e6c43eec/Josuha-Guilavogui,https://www.transfermarkt.com/josuha-guilavogui/profil/spieler/93704,France  Guinea,16,No,NA,34,19,2009,20,564,69,409,413,3,right,Midfield,1.88,19,1.88,2009,6.666666667,right,0,"[18,21)","(1.83,2]","(8,56]",2000s,France Guinea,EU_Major
Jozabed,https://fbref.com/en/players/9b337c7c/Jozabed,https://www.transfermarkt.com/jozabed-sanchez/profil/spieler/207924,Spain,14,No,NA,34,21,2012,2,67,10,273,273,0,right,Midfield,1.8,21,1.8,2012,0,right,0,"[21,24)","(1.78,1.83]","[1,3]",2010s,Spain,EU_Major
Jozy Altidore,https://fbref.com/en/players/8db8ad1e/Jozy-Altidore,https://www.transfermarkt.com/jozy-altidore/profil/spieler/39378,United States  Haiti,21,No,NA,35,16,2006,19,585,83,392,475,14,right,Attack,1.85,16,1.85,2006,1.357142857,right,0,"[15,18)","(1.83,2]","(8,56]",2000s,United States Haiti,Rest_of_World
Juan Ángel Albín,https://fbref.com/en/players/6be43cc9/Juan-Angel-Albin,https://www.transfermarkt.com/juan-albin/profil/spieler/44139,Uruguay  Spain,20,No,NA,39,19,2006,6,215,37,286,286,0,left,Attack,1.79,19,1.79,2006,0,left,0,"[18,21)","(1.78,1.83]","(3,8]",2000s,Uruguay Spain,EU_Major
Juan Bernat,https://fbref.com/en/players/433dc9a2/Juan-Bernat,https://www.transfermarkt.com/juan-bernat/profil/spieler/126719,Spain,15,No,NA,32,18,2011,20,862,158,339,350,4,left,Defender,1.7,18,1.7,2011,5,left,0,"[18,21)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
Juan Calatayud,https://fbref.com/en/players/f1714283/Juan-Calatayud,https://www.transfermarkt.com/juan-calatayud/profil/spieler/15980,Spain,15,Yes,38,45,23,2003,NA,NA,NA,241,241,0,right,Goalkeeper,1.91,23,1.91,2003,0,right,1,"[21,24)","(1.83,2]",NA,2000s,Spain,EU_Major
Juan Carlos,https://fbref.com/en/players/688b96e3/Juan-Carlos,https://www.transfermarkt.com/juan-carlos/profil/spieler/120705,Spain,15,No,NA,37,23,2007,3,117,16,312,312,0,right,Goalkeeper,1.87,23,1.87,2007,0,right,0,"[21,24)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Juan Carlos,https://fbref.com/en/players/82803509/Juan-Carlos,https://www.transfermarkt.com/juan-carlos-real/profil/spieler/201861,Spain,14,No,NA,34,21,2011,2,30,5,290,290,0,right,Attack,1.83,21,1.83,2011,0,right,0,"[21,24)","(1.78,1.83]","[1,3]",2010s,Spain,EU_Major
Juan Carlos Valerón,https://fbref.com/en/players/71e8d6b0/Juan-Carlos-Valeron,https://www.transfermarkt.com/juan-carlos-valeron/profil/spieler/7501,Spain,20,Yes,41,50,21,1997,5,404,57,575,584,4,right,Attack,1.86,21,1.86,1997,1.25,right,1,"[21,24)","(1.83,2]","(3,8]",1990s,Spain,EU_Major
Juan Domínguez,https://fbref.com/en/players/b85adf53/Juan-Dominguez,https://www.transfermarkt.com/juan-dominguez/profil/spieler/72195,Spain,14,Yes,33,35,19,2009,4,158,22,350,350,0,right,Midfield,1.81,19,1.81,2009,0,right,1,"[18,21)","(1.78,1.83]","(3,8]",2000s,Spain,EU_Major
Juan Forlín,https://fbref.com/en/players/ab9ca65d/Juan-Forlin,https://www.transfermarkt.com/juan-forlin/profil/spieler/53332,Argentina  Spain,16,Yes,36,37,20,2009,5,297,51,201,201,0,right,Defender,1.8,20,1.8,2009,0,right,1,"[18,21)","(1.78,1.83]","(3,8]",2000s,Argentina Spain,EU_Major
Juan Manuel Ortiz,https://fbref.com/en/players/77513881/Juan-Manuel-Ortiz,https://www.transfermarkt.com/juanma-ortiz/profil/spieler/7353,Spain,20,Yes,40,43,20,2001,2,72,10,281,281,0,right,Defender,1.79,20,1.79,2001,0,right,1,"[18,21)","(1.78,1.83]","[1,3]",2000s,Spain,EU_Major
Juan Mata,https://fbref.com/en/players/29733c72/Juan-Mata,https://www.transfermarkt.com/juan-mata/profil/spieler/44068,Spain,19,No,NA,37,18,2006,5,119,26,628,655,13,left,Attack,1.7,18,1.7,2006,0.384615385,left,0,"[18,21)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Juan Muñiz,https://fbref.com/en/players/1533d658/Juan-Muniz,https://www.transfermarkt.com/juan-muniz/profil/spieler/85357,Spain,16,No,NA,33,18,2009,3,102,12,260,260,0,left,Attack,1.75,18,1.75,2009,0,left,0,"[18,21)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Juan Muñoz,https://fbref.com/en/players/25018d62/Juan-Munoz,https://www.transfermarkt.com/juan-munoz/profil/spieler/268958,Spain,11,No,NA,29,19,2014,NA,NA,NA,244,244,0,right,Attack,1.8,19,1.8,2014,0,right,0,"[18,21)","(1.78,1.83]",NA,2010s,Spain,EU_Major
Juan Neira,https://fbref.com/en/players/12d25112/Juan-Neira,https://www.transfermarkt.com/juan-neira/profil/spieler/56831,Argentina,18,No,NA,36,18,2012,7,188,26,173,173,0,right,Attack,1.79,18,1.79,2012,0,right,0,"[18,21)","(1.78,1.83]","(3,8]",2010s,Argentina,South_America
Juan Pablo Colinas,https://fbref.com/en/players/b2cab8f4/Juan-Pablo-Colinas,https://www.transfermarkt.com/juan-pablo-colinas/profil/spieler/27685,Spain,16,Yes,40,46,24,2002,NA,NA,NA,282,282,0,right,Goalkeeper,1.9,24,1.9,2002,0,right,1,"[24,30]","(1.83,2]",NA,2000s,Spain,EU_Major
Juan Rafael Fuentes,https://fbref.com/en/players/5b54a75f/Juan-Rafael-Fuentes,https://www.transfermarkt.com/juan-rafael-fuentes/profil/spieler/126252,Spain,10,Yes,29,35,19,2009,4,99,7,203,203,0,left,Defender,1.78,19,1.78,2009,0,left,1,"[18,21)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Juan Rodríguez,https://fbref.com/en/players/25c3c939/Juan-Rodriguez,https://www.transfermarkt.com/juan-rodriguez/profil/spieler/15983,Spain,15,Yes,36,43,21,2003,5,130,18,367,367,0,right,Midfield,1.85,21,1.85,2003,0,right,1,"[21,24)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Juan Valera Espín,https://fbref.com/en/players/947fa33c/Juan-Valera-Espin,https://www.transfermarkt.com/juan-valera/profil/spieler/16595,Spain,13,Yes,31,40,18,2002,4,342,44,252,252,0,right,Defender,1.84,18,1.84,2002,0,right,1,"[18,21)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Juanfran,https://fbref.com/en/players/9ba48d64/Juanfran,https://www.transfermarkt.com/juanfran-moreno/profil/spieler/64411,Spain,16,Yes,35,36,19,2007,3,180,28,363,363,0,right,Defender,1.79,19,1.79,2007,0,right,1,"[18,21)","(1.78,1.83]","[1,3]",2000s,Spain,EU_Major
Juanfran,https://fbref.com/en/players/cfd8d664/Juanfran,https://www.transfermarkt.com/juanfran-torres/profil/spieler/16635,Spain,17,Yes,36,40,19,2003,10,271,39,568,585,8,right,Defender,1.81,19,1.81,2003,1.25,right,1,"[18,21)","(1.78,1.83]","(8,56]",2000s,Spain,EU_Major
Juanfran,https://fbref.com/en/players/d8a22e59/Juanfran,https://www.transfermarkt.com/juanfran/profil/spieler/7542,Spain,20,Yes,40,49,20,1997,8,199,25,515,518,1,left,Defender,1.82,20,1.82,1997,8,left,1,"[18,21)","(1.78,1.83]","(3,8]",1990s,Spain,EU_Major
Juanito,https://fbref.com/en/players/47176127/Juanito,https://www.transfermarkt.com/juanito/profil/spieler/7795,Spain,11,Yes,33,45,22,2002,NA,NA,NA,240,240,0,right,Midfield,1.87,22,1.87,2002,0,right,1,"[21,24)","(1.83,2]",NA,2000s,Spain,EU_Major
Juankar,https://fbref.com/en/players/e9a12436/Juankar,https://www.transfermarkt.com/juankar/profil/spieler/126625,Spain,15,No,NA,35,20,2010,18,777,113,317,317,0,left,Defender,1.79,20,1.79,2010,0,left,0,"[18,21)","(1.78,1.83]","(8,56]",2010s,Spain,EU_Major
Juanlu,https://fbref.com/en/players/94b88487/Juanlu,https://www.transfermarkt.com/juanlu/profil/spieler/22568,Spain,12,Yes,34,45,22,2002,2,129,21,276,276,0,left,Midfield,1.72,22,1.72,2002,0,left,1,"[21,24)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Juanma,https://fbref.com/en/players/51437e43/Juanma,https://www.transfermarkt.com/juanma-garcia/profil/spieler/315312,Spain,12,No,NA,32,21,2013,NA,NA,NA,149,149,0,NA,Attack,1.67,21,1.67,2013,0,unknown,0,"[21,24)","[1.6,1.78]",NA,2010s,Spain,EU_Major
Juanma,https://fbref.com/en/players/f4f22926/Juanma,https://www.transfermarkt.com/juanma/profil/spieler/23220,Spain,12,Yes,34,44,22,2003,2,92,14,293,293,0,right,Attack,1.76,22,1.76,2003,0,right,1,"[21,24)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Juanmi,https://fbref.com/en/players/84399660/Juanmi,https://www.transfermarkt.com/juanmi/profil/spieler/126737,Spain,16,No,NA,32,16,2009,3,420,49,403,404,2,right,Attack,1.72,16,1.72,2009,1.5,right,0,"[15,18)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Juanpi,https://fbref.com/en/players/d79afcfc/Juanpi,https://www.transfermarkt.com/juanpi/profil/spieler/256680,Venezuela  Spain,12,No,NA,31,20,2014,7,473,36,240,264,10,left,Attack,1.76,20,1.76,2014,0.7,left,0,"[18,21)","[1.6,1.78]","(3,8]",2010s,Venezuela Spain,EU_Major
Juanra,https://fbref.com/en/players/616d9a30/Juanra,https://www.transfermarkt.com/juanra/profil/spieler/51560,Spain,16,Yes,36,45,20,2001,1,221,27,236,236,0,right,Defender,1.83,20,1.83,2001,0,right,1,"[18,21)","(1.78,1.83]","[1,3]",2000s,Spain,EU_Major
Juca,https://fbref.com/en/players/ecb0057e/Juca,https://www.transfermarkt.com/juca/profil/spieler/51675,Brazil  Italy,15,Yes,35,45,20,2008,3,125,12,47,47,0,right,Midfield,1.79,20,1.79,2008,0,right,1,"[18,21)","(1.78,1.83]","[1,3]",2000s,Brazil Italy,EU_Major
Jukka Raitala,https://fbref.com/en/players/67b054d1/Jukka-Raitala,https://www.transfermarkt.com/jukka-raitala/profil/spieler/47785,Finland,20,No,NA,36,17,2007,3,137,15,392,441,15,both,Defender,1.81,17,1.81,2007,0.2,both,0,"[15,18)","(1.78,1.83]","[1,3]",2000s,Finland,Rest_of_World
Julián Cuesta,https://fbref.com/en/players/c7b52b90/Julian-Cuesta,https://www.transfermarkt.com/julian-cuesta/profil/spieler/176936,Spain,13,No,NA,34,21,2012,7,132,19,246,246,0,right,Goalkeeper,1.96,21,1.96,2012,0,right,0,"[21,24)","(1.83,2]","(3,8]",2010s,Spain,EU_Major
Julián Luque Conde,https://fbref.com/en/players/61d8d347/Julian-Luque-Conde,https://www.transfermarkt.com/julian-luque/profil/spieler/99349,Spain,13,Yes,31,33,18,2010,NA,NA,NA,42,42,0,right,Midfield,1.76,18,1.76,2010,0,right,1,"[18,21)","[1.6,1.78]",NA,2010s,Spain,EU_Major
Julien Escudé,https://fbref.com/en/players/6aa5bd41/Julien-Escude,https://www.transfermarkt.com/julien-escude/profil/spieler/3573,France,17,Yes,35,45,18,1999,7,133,24,409,416,2,left,Defender,1.84,18,1.84,1999,3.5,left,1,"[18,21)","(1.83,2]","(3,8]",1990s,France,EU_Major
Kévin Gameiro,https://fbref.com/en/players/42276181/Kevin-Gameiro,https://www.transfermarkt.com/kevin-gameiro/profil/spieler/27389,France,20,Yes,38,38,18,2005,21,420,70,667,674,4,right,Attack,1.72,18,1.72,2005,5.25,right,1,"[18,21)","[1.6,1.78]","(8,56]",2000s,France,EU_Major
Kaká,https://fbref.com/en/players/b2d6ea70/Kaka,https://www.transfermarkt.com/kaka/profil/spieler/3366,Brazil  Italy,16,Yes,35,43,19,2003,12,390,68,496,520,9,both,Attack,1.86,19,1.86,2003,1.333333333,both,1,"[18,21)","(1.83,2]","(8,56]",2000s,Brazil Italy,EU_Major
Kalu Uche,https://fbref.com/en/players/6cc97b1d/Kalu-Uche,https://www.transfermarkt.com/kalu-uche/profil/spieler/6585,Nigeria  Spain,22,Yes,40,42,18,2002,4,113,10,392,400,3,right,Attack,1.8,18,1.8,2002,1.333333333,right,1,"[18,21)","(1.78,1.83]","(3,8]",2000s,Nigeria Spain,EU_Major
Karim Benzema,https://fbref.com/en/players/70d74ece/Karim-Benzema,https://www.transfermarkt.com/karim-benzema/profil/spieler/18922,France  Algeria,21,No,NA,37,17,2004,43,712,129,794,862,14,right,Attack,1.85,17,1.85,2004,3.071428571,right,0,"[15,18)","(1.83,2]","(8,56]",2000s,France Algeria,EU_Major
Karim Yoda,https://fbref.com/en/players/a7893629/Karim-Yoda,https://www.transfermarkt.com/karim-yoda/profil/spieler/61464,France  Cote d'Ivoire,19,No,NA,36,18,2009,9,1106,122,229,229,0,left,Attack,1.82,18,1.82,2009,0,left,0,"[18,21)","(1.78,1.83]","(8,56]",2000s,France Cote d'Ivoire,EU_Major
