player_name,season,injury_type,from_date,until_date,days,days_text,games_missed,games_missed_text,club_at_injury,player_url
Álvaro Negredo,14/15,Knee injury,14/03/2015,20/03/2015,7,7 days,0,-,N/A,https://www.transfermarkt.com/alvaro-negredo/profil/spieler/18644
Álvaro Negredo,14/15,Metatarsal fracture,18/07/2014,18/10/2014,93,93 days,9,9,N/A,https://www.transfermarkt.com/alvaro-negredo/profil/spieler/18644
Álvaro Negredo,12/13,Muscle injury,20/11/2012,07/12/2012,18,18 days,3,3,N/A,https://www.transfermarkt.com/alvaro-negredo/profil/spieler/18644
Álvaro Negredo,11/12,Adductor injury,26/02/2012,22/03/2012,26,26 days,3,3,N/A,https://www.transfermarkt.com/alvaro-negredo/profil/spieler/18644
Álvaro Negredo,11/12,Sciatica problems,03/10/2011,22/10/2011,20,20 days,3,3,N/A,https://www.transfermarkt.com/alvaro-negredo/profil/spieler/18644
Álvaro Negredo,09/10,Fever,18/10/2009,22/10/2009,5,5 days,1,1,N/A,https://www.transfermarkt.com/alvaro-negredo/profil/spieler/18644
Álvaro Rubio,11/12,muscular problems,22/05/2012,15/06/2012,25,25 days,6,6,N/A,https://www.transfermarkt.com/alvaro-rubio/profil/spieler/8323
Álvaro Vázquez,20/21,Muscle injury,19/03/2021,10/04/2021,23,23 days,4,4,N/A,https://www.transfermarkt.com/alvaro-vazquez/profil/spieler/141835
Álvaro Vázquez,17/18,Ankle injury,18/02/2018,08/03/2018,19,19 days,2,2,N/A,https://www.transfermarkt.com/alvaro-vazquez/profil/spieler/141835
Álvaro Vázquez,17/18,Shoulder injury,09/08/2017,29/09/2017,52,52 days,6,6,N/A,https://www.transfermarkt.com/alvaro-vazquez/profil/spieler/141835
Álvaro Vázquez,16/17,Meniscus tear,05/06/2017,03/08/2017,60,60 days,0,-,N/A,https://www.transfermarkt.com/alvaro-vazquez/profil/spieler/141835
Álvaro Vázquez,16/17,muscular problems,12/04/2017,05/05/2017,24,24 days,4,4,N/A,https://www.transfermarkt.com/alvaro-vazquez/profil/spieler/141835
Álvaro Vázquez,16/17,Hamstring injury,23/09/2016,09/12/2016,78,78 days,10,10,N/A,https://www.transfermarkt.com/alvaro-vazquez/profil/spieler/141835
Álvaro Vázquez,14/15,Shoulder injury,15/04/2015,01/06/2015,48,48 days,7,7,N/A,https://www.transfermarkt.com/alvaro-vazquez/profil/spieler/141835
Álvaro Vázquez,11/12,Torn muscle fiber,17/01/2011,17/02/2011,32,32 days,0,-,N/A,https://www.transfermarkt.com/alvaro-vazquez/profil/spieler/141835
Álvaro Vadillo,21/22,Patellar tendon problems,26/01/2022,04/02/2022,10,10 days,1,1,N/A,https://www.transfermarkt.com/alvaro-vadillo/profil/spieler/162074
Álvaro Vadillo,19/20,Stomach flu,20/06/2020,21/07/2020,32,32 days,0,-,N/A,https://www.transfermarkt.com/alvaro-vadillo/profil/spieler/162074
Álvaro Vadillo,19/20,Hamstring injury,04/06/2020,18/06/2020,15,15 days,0,-,N/A,https://www.transfermarkt.com/alvaro-vadillo/profil/spieler/162074
Álvaro Vadillo,17/18,Knee injury,19/12/2017,19/02/2018,63,63 days,8,8,N/A,https://www.transfermarkt.com/alvaro-vadillo/profil/spieler/162074
Álvaro Vadillo,17/18,Muscle injury,07/11/2017,07/12/2017,31,31 days,3,3,N/A,https://www.transfermarkt.com/alvaro-vadillo/profil/spieler/162074
Álvaro Vadillo,15/16,Knock,04/01/2016,12/02/2016,40,40 days,7,7,N/A,https://www.transfermarkt.com/alvaro-vadillo/profil/spieler/162074
Álvaro Vadillo,14/15,Cruciate ligament injury,31/07/2014,26/02/2015,211,211 days,29,29,N/A,https://www.transfermarkt.com/alvaro-vadillo/profil/spieler/162074
Álvaro Vadillo,13/14,Torn muscle fiber,27/01/2014,27/02/2014,32,32 days,5,5,N/A,https://www.transfermarkt.com/alvaro-vadillo/profil/spieler/162074
Álvaro Vadillo,11/12,Cruciate ligament tear,17/10/2011,15/03/2012,151,151 days,0,-,N/A,https://www.transfermarkt.com/alvaro-vadillo/profil/spieler/162074
Ángel Di María,24/25,Muscle tear,20/04/2025,01/05/2025,12,12 days,2,2,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel Di María,24/25,Muscle tear,13/02/2025,24/03/2025,40,40 days,8,8,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel Di María,24/25,muscular problems,03/02/2025,10/02/2025,8,8 days,1,1,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel Di María,24/25,muscular problems,15/01/2025,19/01/2025,5,5 days,1,1,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel Di María,24/25,Muscle injury,13/08/2024,21/08/2024,9,9 days,1,1,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel Di María,23/24,Muscle injury,05/10/2023,26/10/2023,22,22 days,5,5,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel Di María,23/24,Knock,23/09/2023,26/09/2023,4,4 days,1,1,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel Di María,22/23,Ankle problems,29/04/2023,02/05/2023,4,4 days,1,1,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel Di María,22/23,Thigh problems,09/03/2023,14/03/2023,6,6 days,1,1,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel Di María,22/23,Calf problems,07/01/2023,11/01/2023,5,5 days,0,-,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel Di María,22/23,Ankle problems,02/01/2023,05/01/2023,4,4 days,1,1,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel Di María,22/23,Hamstring muscle injury,13/10/2022,03/11/2022,22,22 days,5,5,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel Di María,22/23,Adductor injury,01/09/2022,12/09/2022,12,12 days,2,2,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel Di María,22/23,Adductor injury,15/08/2022,01/09/2022,18,18 days,2,2,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel Di María,21/22,Dead leg,10/03/2022,15/04/2022,37,37 days,4,4,N/A,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320
Ángel López,15/16,Meniscus injury,25/07/2015,04/02/2016,195,195 days,28,28,N/A,https://www.transfermarkt.com/angel-lopez/profil/spieler/15500
Ángel López,10/11,Cruciate ligament tear,09/01/2011,01/06/2011,144,144 days,30,30,N/A,https://www.transfermarkt.com/angel-lopez/profil/spieler/15500
Ángel Lafita,15/16,Hamstring injury,03/10/2015,29/10/2015,27,27 days,0,-,N/A,https://www.transfermarkt.com/angel-lafita/profil/spieler/35562
Ángel Lafita,14/15,Cruciate ligament tear,22/12/2014,01/06/2015,162,162 days,26,26,N/A,https://www.transfermarkt.com/angel-lafita/profil/spieler/35562
Ángel Lafita,13/14,Overstretching,14/05/2014,18/05/2014,5,5 days,0,-,N/A,https://www.transfermarkt.com/angel-lafita/profil/spieler/35562
Ángel Lafita,10/11,Knee injury,17/02/2011,17/03/2011,29,29 days,5,5,N/A,https://www.transfermarkt.com/angel-lafita/profil/spieler/35562
Ángel Rodríguez,22/23,muscular problems,23/08/2022,09/09/2022,18,18 days,2,2,N/A,https://www.transfermarkt.com/angel-rodriguez/profil/spieler/51510
Ángel Rodríguez,21/22,Corona virus,07/01/2022,14/01/2022,8,8 days,1,1,N/A,https://www.transfermarkt.com/angel-rodriguez/profil/spieler/51510
Ángel Rodríguez,21/22,muscular problems,21/08/2021,24/09/2021,35,35 days,4,4,N/A,https://www.transfermarkt.com/angel-rodriguez/profil/spieler/51510
Ángel Rodríguez,15/16,muscular problems,13/04/2016,24/04/2016,12,12 days,1,1,N/A,https://www.transfermarkt.com/angel-rodriguez/profil/spieler/51510
Ángel Rodríguez,11/12,Inflammation of pubic bone,19/12/2011,14/01/2012,27,27 days,1,1,N/A,https://www.transfermarkt.com/angel-rodriguez/profil/spieler/51510
Ángel Trujillo,15/16,Eye injury,27/09/2015,28/12/2015,93,93 days,12,12,N/A,https://www.transfermarkt.com/angel-trujillo/profil/spieler/101742
Ángel Trujillo,13/14,Ankle sprain,12/05/2014,20/05/2014,9,9 days,0,-,N/A,https://www.transfermarkt.com/angel-trujillo/profil/spieler/101742
Aarón Ñíguez,17/18,Muscle injury,26/11/2017,21/12/2017,26,26 days,3,3,N/A,https://www.transfermarkt.com/aaron-niguez/profil/spieler/57943
Aarón Ñíguez,16/17,Muscle injury,30/10/2016,05/12/2016,37,37 days,1,1,N/A,https://www.transfermarkt.com/aaron-niguez/profil/spieler/57943
Aarón Ñíguez,13/14,Back injury,29/04/2014,15/05/2014,17,17 days,2,2,N/A,https://www.transfermarkt.com/aaron-niguez/profil/spieler/57943
Aarón Ñíguez,13/14,Hamstring strain,31/01/2014,16/02/2014,17,17 days,2,2,N/A,https://www.transfermarkt.com/aaron-niguez/profil/spieler/57943
Aarón Ñíguez,09/10,Torn lateral knee ligament,11/11/2009,10/05/2010,181,181 days,29,29,N/A,https://www.transfermarkt.com/aaron-niguez/profil/spieler/57943
Abdón Prats,19/20,Knee injury,08/08/2019,12/09/2019,36,36 days,3,3,N/A,https://www.transfermarkt.com/abdon-prats/profil/spieler/177452
Abdón Prats,16/17,muscular problems,01/05/2017,18/05/2017,18,18 days,2,2,N/A,https://www.transfermarkt.com/abdon-prats/profil/spieler/177452
Abdelaziz Barrada,18/19,unknown injury,27/09/2018,28/10/2018,32,32 days,4,4,N/A,https://www.transfermarkt.com/abdelaziz-barrada/profil/spieler/93664
Abdelaziz Barrada,15/16,Hip problems,21/01/2016,28/01/2016,8,8 days,1,1,N/A,https://www.transfermarkt.com/abdelaziz-barrada/profil/spieler/93664
Abdelaziz Barrada,15/16,Hip problems,11/01/2016,15/01/2016,5,5 days,1,1,N/A,https://www.transfermarkt.com/abdelaziz-barrada/profil/spieler/93664
Abdelaziz Barrada,15/16,Thigh problems,14/08/2015,21/08/2015,8,8 days,1,1,N/A,https://www.transfermarkt.com/abdelaziz-barrada/profil/spieler/93664
Abdelaziz Barrada,14/15,Adductor injury,13/12/2014,08/05/2015,147,147 days,20,20,N/A,https://www.transfermarkt.com/abdelaziz-barrada/profil/spieler/93664
Abdelaziz Barrada,14/15,Thigh problems,12/09/2014,27/09/2014,16,16 days,3,3,N/A,https://www.transfermarkt.com/abdelaziz-barrada/profil/spieler/93664
Abdelkader Ghezzal,14/15,Hairline fracture in the fibula,18/11/2014,09/02/2015,84,84 days,12,12,N/A,https://www.transfermarkt.com/abdelkader-ghezzal/profil/spieler/76406
Abdelkader Ghezzal,12/13,Knee injury,17/09/2012,11/01/2013,117,117 days,17,17,N/A,https://www.transfermarkt.com/abdelkader-ghezzal/profil/spieler/76406
Abdelkader Ghezzal,11/12,Overstretching,16/11/2011,09/12/2011,24,24 days,3,3,N/A,https://www.transfermarkt.com/abdelkader-ghezzal/profil/spieler/76406
Abdelkader Ghezzal,10/11,Adductor pain,21/04/2011,23/04/2011,3,3 days,0,-,N/A,https://www.transfermarkt.com/abdelkader-ghezzal/profil/spieler/76406
Abdelkader Ghezzal,10/11,Thigh problems,30/10/2010,01/02/2011,95,95 days,16,16,N/A,https://www.transfermarkt.com/abdelkader-ghezzal/profil/spieler/76406
Abdelkader Oueslati,16/17,Adductor pain,04/12/2016,01/02/2017,60,60 days,1,1,N/A,https://www.transfermarkt.com/abdelkader-oueslati/profil/spieler/220805
Abdelkader Oueslati,15/16,Knee injury,03/04/2016,17/05/2016,45,45 days,3,3,N/A,https://www.transfermarkt.com/abdelkader-oueslati/profil/spieler/220805
Abdelkader Oueslati,12/13,Muscle injury,27/02/2013,10/04/2013,43,43 days,7,7,N/A,https://www.transfermarkt.com/abdelkader-oueslati/profil/spieler/220805
Abdelkader Oueslati,12/13,Adductor injury,20/01/2013,16/02/2013,28,28 days,6,6,N/A,https://www.transfermarkt.com/abdelkader-oueslati/profil/spieler/220805
Abdelkader Oueslati,12/13,Broken collarbone,26/08/2012,30/09/2012,36,36 days,5,5,N/A,https://www.transfermarkt.com/abdelkader-oueslati/profil/spieler/220805
Abdoul Sissoko,17/18,unknown injury,26/03/2018,02/04/2018,8,8 days,1,1,N/A,https://www.transfermarkt.com/abdoul-wahid-sissoko/profil/spieler/83368
Abdoulay Konko,16/17,unknown injury,26/05/2017,30/06/2017,36,36 days,1,1,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulay Konko,16/17,unknown injury,20/01/2017,24/02/2017,36,36 days,5,5,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulay Konko,16/17,Muscle injury,31/10/2016,15/12/2016,46,46 days,6,6,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulay Konko,16/17,Hamstring injury,29/09/2016,16/10/2016,18,18 days,1,1,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulay Konko,15/16,Adductor injury,17/03/2016,23/04/2016,38,38 days,5,5,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulay Konko,15/16,Adductor pain,10/03/2016,17/03/2016,8,8 days,1,1,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulay Konko,15/16,muscular problems,22/09/2015,01/10/2015,10,10 days,2,2,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulay Konko,14/15,Rib fracture,18/03/2015,25/04/2015,39,39 days,5,5,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulay Konko,14/15,muscular problems,17/02/2015,17/03/2015,29,29 days,5,5,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulay Konko,14/15,muscular problems,03/12/2014,12/12/2014,10,10 days,1,1,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulay Konko,14/15,Knock,29/10/2014,02/11/2014,5,5 days,1,1,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulay Konko,13/14,muscular problems,07/05/2014,19/05/2014,13,13 days,2,2,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulay Konko,13/14,Adductor injury,16/04/2014,03/05/2014,18,18 days,2,2,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulay Konko,13/14,Calf injury,29/01/2014,08/02/2014,11,11 days,1,1,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulay Konko,13/14,concussion,06/01/2014,24/01/2014,19,19 days,2,2,N/A,https://www.transfermarkt.com/abdoulay-konko/profil/spieler/22139
Abdoulaye Ba,22/23,unknown injury,17/12/2022,04/02/2023,50,50 days,3,3,N/A,https://www.transfermarkt.com/abdoulaye-ba/profil/spieler/106837
Abdoulaye Ba,16/17,cold,14/02/2017,15/02/2017,2,2 days,0,-,N/A,https://www.transfermarkt.com/abdoulaye-ba/profil/spieler/106837
Abdoulaye Ba,16/17,unknown injury,20/11/2016,08/12/2016,19,19 days,2,2,N/A,https://www.transfermarkt.com/abdoulaye-ba/profil/spieler/106837
Abdoulaye Ba,15/16,Knee injury,10/01/2016,01/03/2016,52,52 days,13,13,N/A,https://www.transfermarkt.com/abdoulaye-ba/profil/spieler/106837
Abdoulaye Ba,15/16,unknown injury,26/10/2015,22/11/2015,28,28 days,4,4,N/A,https://www.transfermarkt.com/abdoulaye-ba/profil/spieler/106837
Abdoulaye Ba,15/16,Groin injury,30/08/2015,23/09/2015,25,25 days,3,3,N/A,https://www.transfermarkt.com/abdoulaye-ba/profil/spieler/106837
Abel Aguilar,17/18,Knock,25/06/2018,30/06/2018,6,6 days,1,1,N/A,https://www.transfermarkt.com/abel-aguilar/profil/spieler/37388
Abel Aguilar,15/16,Hamstring strain,11/04/2016,09/05/2016,29,29 days,4,4,N/A,https://www.transfermarkt.com/abel-aguilar/profil/spieler/37388
Abel Aguilar,11/12,Torn muscle fiber,21/05/2012,11/06/2012,22,22 days,6,6,N/A,https://www.transfermarkt.com/abel-aguilar/profil/spieler/37388
Abel Aguilar,09/10,Torn muscle fiber,04/01/2010,25/01/2010,22,22 days,3,3,N/A,https://www.transfermarkt.com/abel-aguilar/profil/spieler/37388
Abel Gómez Moreno,11/12,Partial tear of the plantar fascia,01/08/2011,25/08/2011,25,25 days,0,-,N/A,https://www.transfermarkt.com/abel-gomez/profil/spieler/29065
Abraham González,20/21,Cruciate ligament tear,08/11/2020,08/05/2021,182,182 days,26,26,N/A,https://www.transfermarkt.com/abraham-gonzalez/profil/spieler/65243
Abraham González,15/16,Hamstring injury,22/04/2016,19/05/2016,28,28 days,3,3,N/A,https://www.transfermarkt.com/abraham-gonzalez/profil/spieler/65243
Abraham González,14/15,Torn muscle fiber,05/02/2015,10/02/2015,6,6 days,1,1,N/A,https://www.transfermarkt.com/abraham-gonzalez/profil/spieler/65243
Abraham Minero,19/20,Knee injury,25/09/2019,20/11/2019,57,57 days,9,9,N/A,https://www.transfermarkt.com/abraham-minero/profil/spieler/95483
Abraham Minero,17/18,Torn muscle fiber,15/08/2017,15/09/2017,32,32 days,5,5,N/A,https://www.transfermarkt.com/abraham-minero/profil/spieler/95483
Abraham Minero,14/15,Muscle strain,13/02/2015,21/03/2015,37,37 days,5,5,N/A,https://www.transfermarkt.com/abraham-minero/profil/spieler/95483
Abraham Minero,10/11,Elbow injury,11/10/2010,11/11/2010,32,32 days,4,4,N/A,https://www.transfermarkt.com/abraham-minero/profil/spieler/95483
Abraham Paz,10/11,Torn muscle fiber,25/10/2010,25/11/2010,32,32 days,6,6,N/A,https://www.transfermarkt.com/abraham-paz/profil/spieler/29137
Adama Traoré,24/25,Knock,03/03/2025,14/03/2025,12,12 days,1,1,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adama Traoré,23/24,Hamstring injury,20/11/2023,09/02/2024,82,82 days,16,16,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adama Traoré,23/24,Hamstring injury,11/09/2023,11/11/2023,62,62 days,9,9,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adama Traoré,22/23,Hamstring injury,20/07/2022,13/08/2022,25,25 days,1,1,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adama Traoré,20/21,Hamstring injury,09/01/2021,14/01/2021,6,6 days,1,1,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adama Traoré,20/21,Knock,02/09/2020,04/09/2020,3,3 days,0,-,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adama Traoré,19/20,Shoulder injury,02/03/2020,06/03/2020,5,5 days,0,-,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adama Traoré,19/20,Shoulder injury,02/02/2020,13/02/2020,12,12 days,0,-,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adama Traoré,19/20,Knock,17/01/2020,17/01/2020,1,1 days,0,-,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adama Traoré,19/20,Shoulder injury,16/12/2019,20/12/2019,5,5 days,0,-,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adama Traoré,19/20,Knock,11/11/2019,22/11/2019,12,12 days,0,-,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adama Traoré,18/19,Hamstring injury,30/12/2018,01/01/2019,3,3 days,0,-,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adama Traoré,18/19,Shoulder injury,27/07/2018,17/08/2018,22,22 days,3,3,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adama Traoré,15/16,Metatarsal fracture,03/01/2016,03/04/2016,92,92 days,15,15,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adama Traoré,15/16,Calf injury,25/08/2015,19/09/2015,26,26 days,2,2,N/A,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
Adil Rami,21/22,Fitness,24/08/2021,08/10/2021,46,46 days,6,6,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
Adil Rami,20/21,Muscle injury,07/12/2020,19/01/2021,44,44 days,6,6,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
Adil Rami,20/21,Muscle injury,20/10/2020,23/11/2020,35,35 days,4,4,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
Adil Rami,19/20,Patellar tendinopathy syndrome,21/02/2020,17/03/2020,26,26 days,4,4,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
Adil Rami,19/20,unknown injury,30/10/2019,12/11/2019,14,14 days,2,2,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
Adil Rami,19/20,Fitness,27/08/2019,02/09/2019,7,7 days,1,1,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
Adil Rami,18/19,Muscle contusion,19/05/2019,31/05/2019,13,13 days,1,1,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
Adil Rami,18/19,Muscle injury,15/01/2019,15/02/2019,32,32 days,6,6,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
Adil Rami,18/19,Knee injury,05/01/2019,12/01/2019,8,8 days,1,1,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
Adil Rami,18/19,Muscle tear,21/09/2018,06/10/2018,16,16 days,4,4,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
Adil Rami,17/18,Calf injury,02/04/2018,12/04/2018,11,11 days,2,2,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
Adil Rami,17/18,Muscle tear,24/08/2017,11/09/2017,19,19 days,3,3,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
Adil Rami,16/17,muscular problems,08/05/2017,15/06/2017,39,39 days,5,5,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
Adil Rami,16/17,Calf injury,27/03/2017,27/04/2017,32,32 days,6,6,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
Adil Rami,16/17,Achilles tendon problems,06/02/2017,16/02/2017,11,11 days,1,1,N/A,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
