player_name,transfermarkt_id,transfermarkt_url,player_url
Graham Dorrans,36608,https://www.transfermarkt.com/graham-dorrans/profil/spieler/36608,https://fbref.com/en/players/eeb032db/Graham-Dorrans
Giovani dos Santos,44674,https://www.transfermarkt.com/giovani-dos-santos/profil/spieler/44674,https://fbref.com/en/players/7dba6233/Giovani-dos-Santos
Stewart Downing,4063,https://www.transfermarkt.com/stewart-downing/profil/spieler/4063,https://fbref.com/en/players/b13c4620/Stewart-Downing
Colin Doyle,28728,https://www.transfermarkt.com/colin-doyle/profil/spieler/28728,https://fbref.com/en/players/93b41c46/Colin-Doyle
Kevin Doyle,35193,https://www.transfermarkt.com/kevin-doyle/profil/spieler/35193,https://fbref.com/en/players/c4689de2/Kevin-Doyle
Didier Drogba,3924,https://www.transfermarkt.com/didier-drogba/profil/spieler/3924,https://fbref.com/en/players/945dea33/Didier-Drogba
Damien Duff,3259,https://www.transfermarkt.com/damien-duff/profil/spieler/3259,https://fbref.com/en/players/057a6936/Damien-Duff
David Dunn,4243,https://www.transfermarkt.com/david-dunn/profil/spieler/4243,https://fbref.com/en/players/7ecdf483/David-Dunn
Richard Dunne,3807,https://www.transfermarkt.com/richard-dunne/profil/spieler/3807,https://fbref.com/en/players/6cbc015d/Richard-Dunne
Kieron Dyer,3118,https://www.transfermarkt.com/kieron-dyer/profil/spieler/3118,https://fbref.com/en/players/90b5a2f2/Kieron-Dyer
Edin Džeko,28396,https://www.transfermarkt.com/edin-deko/profil/spieler/28396,https://fbref.com/en/players/3bb7f478/Edin-Dzeko
Neal Eardley,49428,https://www.transfermarkt.com/neal-eardley/profil/spieler/49428,https://fbref.com/en/players/2bb4411f/Neal-Eardley
Sylvan Ebanks-Blake,27621,https://www.transfermarkt.com/sylvan-ebanks-blake/profil/spieler/27621,https://fbref.com/en/players/9dfe6a3f/Sylvan-Ebanks-Blake
Emmanuel Eboué,13058,https://www.transfermarkt.com/emmanuel-ebou/profil/spieler/13058,https://fbref.com/en/players/1bfae04c/Emmanuel-Eboue
Nathan Eccleston,88983,https://www.transfermarkt.com/nathan-eccleston/profil/spieler/88983,https://fbref.com/en/players/5d83b302/Nathan-Eccleston
David Edwards,54949,https://www.transfermarkt.com/david-edwards/profil/spieler/54949,https://fbref.com/en/players/9961eefb/David-Edwards
Rob Edwards,4068,https://www.transfermarkt.com/rob-edwards/profil/spieler/4068,https://fbref.com/en/players/c1b6c33b/Rob-Edwards
Johan Elmander,4383,https://www.transfermarkt.com/johan-elmander/profil/spieler/4383,https://fbref.com/en/players/3438cef9/Johan-Elmander
Ahmed Elmohamady,66333,https://www.transfermarkt.com/ahmed-elmohamady/profil/spieler/66333,https://fbref.com/en/players/615ef733/Ahmed-Elmohamady
George Elokobi,42048,https://www.transfermarkt.com/george-elokobi/profil/spieler/42048,https://fbref.com/en/players/36aad3ed/George-Elokobi
Brett Emerton,4367,https://www.transfermarkt.com/brett-emerton/profil/spieler/4367,https://fbref.com/en/players/a1866af0/Brett-Emerton
Jay Emmanuel-Thomas,27969,https://www.transfermarkt.com/jay-emmanuel-thomas/profil/spieler/27969,https://fbref.com/en/players/b5f1c3c8/Jay-Emmanuel-Thomas
José Enrique,35571,https://www.transfermarkt.com/jos-enrique/profil/spieler/35571,https://fbref.com/en/players/d56364d5/Jose-Enrique
Michael Essien,5588,https://www.transfermarkt.com/michael-essien/profil/spieler/5588,https://fbref.com/en/players/d6577282/Michael-Essien
Matthew Etherington,3788,https://www.transfermarkt.com/matthew-etherington/profil/spieler/3788,https://fbref.com/en/players/ef616df9/Matthew-Etherington
Dickson Etuhu,14011,https://www.transfermarkt.com/dickson-etuhu/profil/spieler/14011,https://fbref.com/en/players/0f04d7b6/Dickson-Etuhu
Jason Euell,3092,https://www.transfermarkt.com/jason-euell/profil/spieler/3092,https://fbref.com/en/players/d97fe8bd/Jason-Euell
Jonny Evans,42412,https://www.transfermarkt.com/jonny-evans/profil/spieler/42412,https://fbref.com/en/players/f8fcd2a5/Jonny-Evans
Ian Evatt,37127,https://www.transfermarkt.com/ian-evatt/profil/spieler/37127,https://fbref.com/en/players/749bcfb8/Ian-Evatt
Patrice Evra,5285,https://www.transfermarkt.com/patrice-evra/profil/spieler/5285,https://fbref.com/en/players/51a3caf1/Patrice-Evra
Łukasz Fabiański,29692,https://www.transfermarkt.com/ukasz-fabiaski/profil/spieler/29692,https://fbref.com/en/players/9328b835/Lukasz-Fabianski
Fábio,5775,https://www.transfermarkt.com/fbio/profil/spieler/5775,https://fbref.com/en/players/0555525f/Fabio-Simplicio
Cesc Fàbregas,8806,https://www.transfermarkt.com/cesc-fbregas/profil/spieler/8806,https://fbref.com/en/players/33508c78/Cesc-Fabregas
Keith Fahey,29878,https://www.transfermarkt.com/keith-fahey/profil/spieler/29878,https://fbref.com/en/players/e4def09b/Keith-Fahey
Julien Faubert,18093,https://www.transfermarkt.com/julien-faubert/profil/spieler/18093,https://fbref.com/en/players/525642e0/Julien-Faubert
Abdoulaye Faye,6107,https://www.transfermarkt.com/abdoulaye-faye/profil/spieler/6107,https://fbref.com/en/players/99df1bff/Abdoulaye-Faye
Marouane Fellaini,39679,https://www.transfermarkt.com/marouane-fellaini/profil/spieler/39679,https://fbref.com/en/players/87575fd9/Marouane-Fellaini
Anton Ferdinand,3698,https://www.transfermarkt.com/anton-ferdinand/profil/spieler/3698,https://fbref.com/en/players/d1891093/Anton-Ferdinand
Rio Ferdinand,3235,https://www.transfermarkt.com/rio-ferdinand/profil/spieler/3235,https://fbref.com/en/players/52465662/Rio-Ferdinand
Barry Ferguson,10251,https://www.transfermarkt.com/barry-ferguson/profil/spieler/10251,https://fbref.com/en/players/43420ade/Barry-Ferguson
Shane Ferguson,62052,https://www.transfermarkt.com/shane-ferguson/profil/spieler/62052,https://fbref.com/en/players/a0f6ddc3/Shane-Ferguson
Paulo Ferreira,9832,https://www.transfermarkt.com/paulo-ferreira/profil/spieler/9832,https://fbref.com/en/players/5bb53020/Leonidas-Ferreira-de-Paulo-Junior
Maynor Figueroa,62240,https://www.transfermarkt.com/maynor-figueroa/profil/spieler/62240,https://fbref.com/en/players/d8524b21/Maynor-Figueroa
Jon Flanagan,145922,https://www.transfermarkt.com/jon-flanagan/profil/spieler/145922,https://fbref.com/en/players/f2428fd4/Jon-Flanagan
Darren Fletcher,3547,https://www.transfermarkt.com/darren-fletcher/profil/spieler/3547,https://fbref.com/en/players/184e4970/Darren-Fletcher
Steven Fletcher,35099,https://www.transfermarkt.com/steven-fletcher/profil/spieler/35099,https://fbref.com/en/players/2c9c3502/Steven-Fletcher
Kevin Foley,33491,https://www.transfermarkt.com/kevin-foley/profil/spieler/33491,https://fbref.com/en/players/11b3d067/Kevin-Foley
Adam Forshaw,121257,https://www.transfermarkt.com/adam-forshaw/profil/spieler/121257,https://fbref.com/en/players/9f1938ab/Adam-Forshaw
Marc-Antoine Fortuné,5652,https://www.transfermarkt.com/marc-antoine-fortun/profil/spieler/5652,https://fbref.com/en/players/402077cd/Marc-Antoine-Fortune
Ben Foster,13572,https://www.transfermarkt.com/ben-foster/profil/spieler/13572,https://fbref.com/en/players/d0b3ceb9/Ben-Foster
