player_name.x,transfermarkt_id.x,transfermarkt_url,fbref_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age.1,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age.1,second_tier_debut_competition,debut_age_transfermarket,explanation.x,player_name.y,status,transfermarkt_id.y,player_slug,home_name,dob_age.x,place_birth.x,height.x,citizenship.x,position.x,foot.x,agent,current_club,joined,contract_expires,outfitter,injury_count_total,days_missed_total,games_missed_total,retired,retirement_date,shirt_number,injury_seasons,explanation.y,transfermarkt_id,player_name.x.x,name_home_country,dob_age.y,place_birth.y,height.y,citizenship.y,position.y,foot.y,debut_season,debut_age,first_club,debut_year,explanation,player_name.y.y,matches_national,minutes_national,goals_national,seasons_national,total_matches_club,total_minutes_club,total_goals_club,seasons_club,clubs_club,player_name,deceased,death_date,death_age,total_matches_total,total_minutes_total,total_goals_total,position_clean,position_simple,dob,age_current,retirement_date_clean,retirement_age,career_length
Matt Miazga,245893,https://www.transfermarkt.com/matt-miazga/profil/spieler/245893,https://fbref.com/en/players/9fc0f253/Matt-Miazga,41495,18 years 01 month 20 days,18,Major League Soccer,29/01/2019,23,23,Championship,18,first scrap players,Matt Miazga,Success,245893,spieler,Matt Miazga,19/07/1995,"Clifton, New Jersey","1,93",United States  Poland,Defender - Centre-Back,right,Not found,Cincinnati,44659,31/12/2025,adidas,7,478,70,No,Not found,21,6,first scrap players transfer,245893,Matt Miazga,Not found,"July 19, 1995 (Age: 30-129d)","Clifton, New Jersey, United States",191,United States us  Other: Poland,DF (CB),Right,2013,17 years,NY Red Bulls,Not found,first scrap players fbref,Matt Miazga,26,1973,1,7,271,22158,8,14,8,Matt Miazga,No,Not found,NA,297,24131,9,Defender - Centre-Back,Defender,34899,30,NA,NA,12
Tyrone Mings,253677,https://www.transfermarkt.com/tyrone-mings/profil/spieler/253677,https://fbref.com/en/players/8397a50c/Tyrone-Mings,29/08/2015,22 years 05 months 16 days,22,Premier League,41369,20,20,Championship,20,first scrap players,Tyrone Mings,Success,253677,spieler,Tyrone Mings,13/03/1993,Bath,"1,96",England,Defender - Centre-Back,left,Not found,Aston Villa,43684,30/06/2027,Under Armour,10,1198,202,No,Not found,5,6,first scrap players transfer,253677,Tyrone Mings,Not found,"March 13, 1993 (Age: 32-257d)","Bath, England, United Kingdom",195,England eng,"DF (CB-FB, left)",Left,2012-2013,19 years,Ipswich Town,2012,first scrap players fbref,Tyrone Mings,18,1227,2,5,275,22219,9,14,3,Tyrone Mings,No,Not found,NA,293,23446,11,Defender - Centre-Back,Defender,34041,32,NA,NA,12
Aleksandar Mitrović,51152,https://www.transfermarkt.com/aleksandar-mitrovi/profil/spieler/51152,https://fbref.com/en/players/3925dbd6/Aleksandar-Mitrovic,18/08/2012,17 years 11 months 02 days,17,Linglong Tire Super liga Srbije,27/08/2011,16,16,Prva liga,16,first scrap players,Aleksandar Mitrović,Success,51152,spieler,Aleksandar Mitrović,16/09/1994,Smederevo,"1,89",Serbia,Attack - Centre-Forward,right,Not found,Al-Rayyan,45756,30/06/2028,Puma,16,391,71,No,Not found,9,9,first scrap players transfer,51152,Aleksandar Mitrović,Not found,"September 16, 1994 (Age: 31-070d)","Smederevo, Serbia",189,Serbia,FW,Right,2012-2013,17 years,Partizan,2012,first scrap players fbref,Aleksandar Mitrović,102,7721,63,15,440,32998,228,13,5,Aleksandar Mitrović,No,Not found,NA,542,40719,291,Attack - Centre-Forward,Attack,34593,31,NA,NA,15
Clinton N'Jie,241119,https://www.transfermarkt.com/clinton-njie/profil/spieler/241119,https://fbref.com/en/players/77f278a0/Clinton-NJie,18/11/2012,19 years 03 months 03 days,19,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players,Clinton N'Jie,Success,241119,spieler,Clinton N'Jie,15/08/1993,Douala,"1,75",Cameroon,Attack - Right Winger,right,Not found,Without Club,45664,-,Not found,13,352,71,No,Not found,Not found,8,first scrap players transfer,241119,Clinton N'Jie,Not found,34196,Not found,175,Cameroon,FW-MF,Right,2012-2013,18 years,Lyon,2012,first scrap players fbref,Clinton N'Jie,35,1740,5,8,268,11302,34,13,6,Clinton N'Jie,No,Not found,NA,303,13042,39,Attack - Right Winger,Attack,34196,32,NA,NA,13
Oumar Niasse,209781,https://www.transfermarkt.com/oumar-niasse/profil/spieler/209781,https://fbref.com/en/players/af721f98/Oumar-Niasse,30/03/2012,21 years 11 months 12 days,21,Eliteserien,No second tier career,No second tier career,No second tier career,No second tier career,21,first scrap players,Oumar Niasse,Success,209781,spieler,Oumar Niasse,18/04/1990,Dakar,"1,82",Senegal,Attack - Centre-Forward,right,Not found,Macclesfield,29/01/2024,-,Nike,0,0,0,Yes,29/01/2024,Not found,0,first scrap players transfer,209781,Oumar Niasse,Not found,32981,Not found,182,Senegal,FW-MF (WM),Right,2012,21 years,Brann,Not found,first scrap players fbref,Oumar Niasse,4,191,1,3,174,10791,56,10,8,Oumar Niasse,No,Not found,NA,178,10982,57,Attack - Centre-Forward,Attack,32981,35,45320,33,12
Kristoffer Nordfeldt,75890,https://www.transfermarkt.com/kristoffer-nordfeldt/profil/spieler/75890,https://fbref.com/en/players/78549904/Kristoffer-Nordfeldt,39937,19 years 09 months 13 days,19,Allsvenskan,13/04/2008,18,18,Superettan,18,first scrap players,Kristoffer Nordfeldt,Success,75890,spieler,Kristoffer Nordfeldt,23/06/1989,Stockholm,"1,90",Sweden,Goalkeeper,right,Not found,AIK,44447,31/12/2025,Not found,6,61,15,No,Not found,15,3,first scrap players transfer,75890,Kristoffer Nordfeldt,Not found,"June 23, 1989 (Age: 36-155d)","Stockholm, Sweden",190,Sweden,GK,Right,2008,18 years,Brommapojkarna,Not found,first scrap players fbref,Kristoffer Nordfeldt,15,1142,0,16,433,38755,0,19,5,Kristoffer Nordfeldt,No,Not found,NA,448,39897,0,Goalkeeper,Goalkeeper,32682,36,NA,NA,18
Allan Nyom,111508,https://www.transfermarkt.com/allan-nyom/profil/spieler/111508,https://fbref.com/en/players/97572117/Allan-Nyom,27/08/2011,23 years 03 months 17 days,23,LaLiga,29/08/2010,22,22,Segunda División,22,first scrap players,Allan Nyom,Success,111508,spieler,Allan Nyom,32421,Neuilly-sur-Seine,"1,89",Cameroon  France,Defender - Right-Back,right,Not found,Getafe,20/09/2025,30/06/2026,Not found,2,61,9,No,Not found,12,1,first scrap players transfer,111508,Allan Nyom,Not found,"May 10, 1988 (Age: 37-199d)","Neuilly-sur-Seine, France",186,Cameroon cm  Other: France,"DF-MF (FB, right)",Right,2010-2011,22 years,Granada,2010,first scrap players fbref,Allan Nyom,12,812,0,5,503,39142,9,16,5,Allan Nyom,No,Not found,NA,515,39954,9,Defender - Right-Back,Defender,32273,37,NA,NA,15
Eunan O'Kane,61583,https://www.transfermarkt.com/eunan-okane/profil/spieler/61583,https://fbref.com/en/players/b7f8b1fc/Eunan-OKane,39942,19 years 01 month 26 days,19,Danske Bank Premiership,41555,23,23,Championship,19,first scrap players,Eunan O'Kane,Success,61583,spieler,Eunan O'Kane,33153,Derry,"1,68",Ireland  Northern Ireland,Midfield - Central Midfield,right,Not found,Leeds,44203,-,Not found,1,854,123,Yes,44203,Not found,1,first scrap players transfer,61583,Eunan O'Kane,Not found,33064,Not found,168,Republic of Ireland ie  Other: Northern Ireland,MF,Left,2009-2010,19 years,Torquay United,2009,first scrap players fbref,Eunan O'Kane,7,180,0,3,278,19703,15,10,4,Eunan O'Kane,No,Not found,NA,285,19883,15,Midfield - Central Midfield,Midfield,33064,35,44378,30,11
Pedro Obiang,101213,https://www.transfermarkt.com/pedro-obiang/profil/spieler/101213,https://fbref.com/en/players/ba1e04b3/Pedro-Obiang,40521,18 years 05 months 16 days,18,Serie A,25/08/2011,19,19,Serie B,18,first scrap players,Pedro Obiang,Success,101213,spieler,Pedro Obiang,27/03/1992,Alcalá de Henares,"1,86",Equatorial Guinea  Spain,Midfield - Central Midfield,right,Not found,Monza,45664,30/06/2026,Not found,11,916,149,No,Not found,14,9,first scrap players transfer,101213,Pedro Obiang,Not found,"March 27, 1992 (Age: 33-243d)","Alcalá de Henares, Spain",185,Equatorial Guinea gq  Other: Spain,MF (CM-DM),Right,2010-2011,18 years,Sampdoria,2010,first scrap players fbref,Pedro Obiang,21,1820,3,6,383,25430,10,15,4,Pedro Obiang,No,Not found,NA,404,27250,13,Midfield - Central Midfield,Midfield,33690,33,NA,NA,15
Vadis Odjidja-Ofoe,38388,https://www.transfermarkt.com/vadis-odjidja-ofoe/profil/spieler/38388,https://fbref.com/en/players/518918ad/Vadis-Odjidja-Ofoe,39337,18 years 09 months 18 days,18,Jupiler Pro League,16/09/2014,25,25,Championship,18,first scrap players,Vadis Odjidja-Ofoe,Success,38388,spieler,Vadis Odjidja-Ofoe,21/02/1989,Gent,"1,85",Belgium  Ghana,Midfield - Central Midfield,right,Not found,Aalst Lede,45664,30/06/2026,Not found,12,456,62,No,Not found,8,7,first scrap players transfer,38388,Vadis Odjidja-Ofoe,Not found,"February 21, 1989 (Age: 36-277d)","Gent, Belgium",185,Belgium,DF-MF (AM-CM-DM-WM),Right,2007-2008,18 years,Hamburger SV,2007,first scrap players fbref,Vadis Odjidja-Ofoe,2,29,0,1,470,32880,47,17,9,Vadis Odjidja-Ofoe,No,Not found,NA,472,32909,47,Midfield - Central Midfield,Midfield,32560,36,NA,NA,18
Angelo Ogbonna,48002,https://www.transfermarkt.com/angelo-ogbonna/profil/spieler/48002,https://fbref.com/en/players/74b2cd7e/Angelo-Ogbonna,39388,18 years 08 months 19 days,18,Serie A,40156,21,21,Serie B,18,first scrap players,Angelo Ogbonna,Success,48002,spieler,Angelo Ogbonna,23/05/1988,Cassino,"1,91",Italy  Nigeria,Defender - Centre-Back,left,Not found,Without Club,45664,-,adidas,13,738,101,No,Not found,Not found,10,first scrap players transfer,48002,Angelo Ogbonna,Not found,32286,Not found,191,Italy,DF (CB),Left,2006-2007,18 years,Torino,2006,first scrap players fbref,Angelo Ogbonna,6,221,0,5,452,37279,14,18,5,Angelo Ogbonna,No,Not found,NA,458,37500,14,Defender - Centre-Back,Defender,32286,37,NA,NA,19
Sheyi Ojo,236510,https://www.transfermarkt.com/sheyi-ojo/profil/spieler/236510,https://fbref.com/en/players/7b9a86e6/Sheyi-Ojo,20/03/2016,18 years 09 months 01 day,18,Premier League,42187,17,17,Championship,17,first scrap players,Sheyi Ojo,Success,236510,spieler,Sheyi Ojo,19/06/1997,Hemel Hempstead,"1,79",England  Nigeria,Attack - Right Winger,left,Not found,NK Maribor,45452,30/06/2026,Not found,5,190,36,No,Not found,17,3,first scrap players transfer,236510,Sheyi Ojo,Not found,"June 19, 1997 (Age: 28-159d)","Hemel Hempstead, England, United Kingdom",178,England eng,FW-MF (AM-WM),Left,2014-2015,17 years,Wigan Athletic,2014,first scrap players fbref,NA,NA,NA,NA,NA,251,13456,23,10,9,Sheyi Ojo,No,Not found,NA,251,13456,23,Attack - Right Winger,Attack,35600,28,NA,NA,11
Shinji Okazaki,79642,https://www.transfermarkt.com/shinji-okazaki/profil/spieler/79642,https://fbref.com/en/players/68796d61/Shinji-Okazaki,38423,19 years 07 months 17 days,19,J1 League,43686,33,33,Segunda División,19,first scrap players,Shinji Okazaki,Success,79642,spieler,Shinji Okazaki,16/04/1986,"Takarazuka, Hyogo","1,75",Japan,Attack - Centre-Forward,right,Not found,Sint-Truiden,45298,-,Mizuno,13,416,56,Yes,45298,Not found,7,first scrap players transfer,79642,Shinji Okazaki,Not found,31518,Not found,174,Japan,FW-MF,Right,2010-2011,24 years,Stuttgart,2010,first scrap players fbref,Shinji Okazaki,80,5286,33,8,413,24109,76,14,6,Shinji Okazaki,No,Not found,NA,493,29395,109,Attack - Centre-Forward,Attack,31518,39,45474,38,19
Josh Onomah,243589,https://www.transfermarkt.com/josh-onomah/profil/spieler/243589,https://fbref.com/en/players/6612cd8c/Josh-Onomah,42046,18 years 06 months 06 days,18,Premier League,42863,20,20,Championship,18,first scrap players,Josh Onomah,Success,243589,spieler,Josh Onomah,27/04/1997,London,"1,85",England  Nigeria,Midfield - Central Midfield,right,Not found,Without Club,45664,-,Not found,10,392,46,No,Not found,Not found,4,first scrap players transfer,243589,Josh Onomah,Not found,"April 27, 1997 (Age: 28-212d)","Enfield, England, United Kingdom",185,England eng,FW-MF,Right,2014-2015,17 years,Tottenham,2014,first scrap players fbref,NA,NA,NA,NA,NA,192,8841,12,10,6,Josh Onomah,No,Not found,NA,192,8841,12,Midfield - Central Midfield,Midfield,35547,28,NA,NA,10
Divock Origi,148368,https://www.transfermarkt.com/divock-origi/profil/spieler/148368,https://fbref.com/en/players/43a166b4/Divock-Origi,41307,17 years 09 months 15 days,17,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players,Divock Origi,Success,148368,spieler,Divock Origi,18/04/1995,Oostende,"1,89",Belgium  Kenya,Attack - Centre-Forward,right,Not found,Milan Futuro,45511,30/06/2026,Nike,15,272,52,No,Not found,Not found,7,first scrap players transfer,148368,Divock Origi,Not found,34807,Not found,186,Belgium,FW-MF (WM),Right,2012-2013,17 years,Lille,2012,first scrap players fbref,Divock Origi,31,1139,3,10,346,15334,66,13,5,Divock Origi,No,Not found,NA,377,16473,69,Attack - Centre-Forward,Attack,34807,30,NA,NA,13
Nicolás Otamendi,54781,https://www.transfermarkt.com/nicols-otamendi/profil/spieler/54781,https://fbref.com/en/players/0d267745/Nicolas-Otamendi,39726,20 years 02 months 28 days,20,Torneo Final,No second tier career,No second tier career,No second tier career,No second tier career,20,first scrap players,Nicolás Otamendi,Success,54781,spieler,Nicolás Otamendi,32479,Buenos Aires,"1,83",Argentina,Defender - Centre-Back,right,Not found,Benfica,29/09/2020,30/06/2026,Nike,8,77,16,No,Not found,30,5,first scrap players transfer,54781,Nicolás Otamendi,Not found,"February 12, 1988 (Age: 37-286d)","Buenos Aires, Argentina",183,Argentina,DF (CB),Right,2010-2011,22 years,Porto,2010,first scrap players fbref,Nicolás Otamendi,88,7543,5,12,579,50165,39,18,5,Nicolás Otamendi,No,Not found,NA,667,57708,44,Defender - Centre-Back,Defender,32185,37,NA,NA,17
Obbi Oulare,314959,https://www.transfermarkt.com/obbi-oulare/profil/spieler/314959,https://fbref.com/en/players/9e49c320/Obbi-Oulare,14/09/2014,18 years 08 months 06 days,18,Jupiler Pro League,44624,26,26,Challenger Pro League,18,first scrap players,Obbi Oulare,Success,314959,spieler,Obbi Oulare,35278,Waregem,"1,96",Belgium  Guinea,Attack - Centre-Forward,right,Not found,Without Club,45749,-,Not found,12,915,116,No,Not found,Not found,6,first scrap players transfer,314959,Obbi Oulare,Not found,35072,Not found,196,Belgium,FW,Right,2014-2015,18 years,Club Brugge,2014,first scrap players fbref,NA,NA,NA,NA,NA,143,6755,23,10,9,Obbi Oulare,No,Not found,NA,143,6755,23,Attack - Centre-Forward,Attack,35072,29,NA,NA,11
Reece Oxford,314295,https://www.transfermarkt.com/reece-oxford/profil/spieler/314295,https://fbref.com/en/players/8b6e0db2/Reece-Oxford,42255,16 years 07 months 24 days,16,Premier League,43042,18,18,Championship,16,first scrap players,Reece Oxford,Success,314295,spieler,Reece Oxford,16/12/1998,London,"1,90",England  Jamaica,Defender - Centre-Back,right,Not found,Without Club,45664,-,Not found,16,1435,147,No,Not found,Not found,8,first scrap players transfer,314295,Reece Oxford,Not found,36145,Not found,190,England eng,DF (CB),Right,2014-2015,15 years,West Ham,2014,first scrap players fbref,NA,NA,NA,NA,NA,119,7635,6,9,4,Reece Oxford,No,Not found,NA,119,7635,6,Defender - Centre-Back,Defender,36145,26,NA,NA,10
Alberto Paloschi,68306,https://www.transfermarkt.com/alberto-paloschi/profil/spieler/68306,https://fbref.com/en/players/b5cae4e6/Alberto-Paloschi,39723,18 years 01 month 06 days,18,Serie A,29/08/2008,18,18,Serie B,18,first scrap players,Alberto Paloschi,Success,68306,spieler,Alberto Paloschi,32964,Chiari,"1,83",Italy,Attack - Centre-Forward,right,Not found,Chievo Verona,45968,30/06/2026,Not found,23,702,100,No,Not found,43,11,first scrap players transfer,68306,Alberto Paloschi,Not found,32877,Not found,182,Italy,FW,Right,2007-2008,17 years,Milan,2007,first scrap players fbref,NA,NA,NA,NA,NA,355,21090,82,14,8,Alberto Paloschi,No,Not found,NA,355,21090,82,Attack - Centre-Forward,Attack,32877,35,NA,NA,17
Alexandre Pato,37579,https://www.transfermarkt.com/alexandre-pato/profil/spieler/37579,https://fbref.com/en/players/7dd83c7d/Alexandre-Pato,26/11/2006,17 years 02 months 24 days,17,Campeonato Brasileiro Série A,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players,Alexandre Pato,Success,37579,spieler,Alexandre Pato,32548,Pato Branco,"1,80",Brazil,Attack - Centre-Forward,right,Not found,São Paulo,45658,-,Not found,24,1025,141,Yes,45658,Not found,10,first scrap players transfer,37579,Alexandre Pato,Not found,32753,Not found,181,Brazil,FW-MF,Right,2007-2008,17 years,Milan,2007,first scrap players fbref,Alexandre Pato,1,29,0,1,351,23621,131,17,6,Alexandre Pato,No,Not found,NA,352,23650,131,Attack - Centre-Forward,Attack,32753,36,45658,35,18
Dimitri Payet,37647,https://www.transfermarkt.com/dimitri-payet/profil/spieler/37647,https://fbref.com/en/players/58ae47b2/Dimitri-Payet,17/12/2005,18 years 08 months 18 days,18,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players,Dimitri Payet,Success,37647,spieler,Dimitri Payet,29/03/1987,Saint-Pierre,"1,75",France  Réunion,Midfield - Attacking Midfield,right,Not found,Without Club,45664,-,Puma,21,585,77,No,Not found,Not found,10,first scrap players transfer,37647,Dimitri Payet,Not found,"March 29, 1987 (Age: 38-241d)","Saint-Pierre, Réunion",175,France fr  Other: Réunion,FW-MF (AM-WM),Right,2005-2006,18 years,Nantes,2005,first scrap players fbref,Dimitri Payet,34,1854,8,7,673,46967,142,21,6,Dimitri Payet,No,Not found,NA,707,48821,150,Midfield - Attacking Midfield,Attack,31865,38,NA,NA,20
Pedro,65278,https://www.transfermarkt.com/pedro/profil/spieler/65278,https://fbref.com/en/players/3ca7254a/Pedro,39783,20 years 05 months 15 days,20,LaLiga,No second tier career,No second tier career,No second tier career,No second tier career,20,first scrap players,Pedro,Success,65278,spieler,Pedro,28/07/1987,Santa Cruz de Tenerife,"1,67",Spain,Attack - Right Winger,both,Not found,Lazio,19/08/2021,30/06/2026,Nike,32,434,82,No,Not found,9,11,first scrap players transfer,65278,Pedro,Not found,"July 28, 1987 (Age: 38-131d)","Santa Cruz de Tenerife, Spain",167,Spain,"FW-MF (AM-WM, right)",Right,2007-2008,20 years,Barcelona,2007,players corrected fbref,Pedro,50,2684,9,8,709,39481,162,19,4,Pedro,No,Not found,NA,759,42165,171,Attack - Right Winger,Attack,31986,38,NA,NA,18
Matthew Pennington,220755,https://www.transfermarkt.com/matthew-pennington/profil/spieler/220755,https://fbref.com/en/players/0ff967f7/Matthew-Pennington,30/04/2016,21 years 06 months 24 days,21,Premier League,42894,22,22,Championship,21,first scrap players,Matthew Pennington,Success,220755,spieler,Matthew Pennington,34495,Warrington,"1,85",England,Defender - Centre-Back,right,Not found,Bradford,45664,30/06/2027,Not found,1,162,23,No,Not found,28,1,first scrap players transfer,220755,Matthew Pennington,Not found,"October 6, 1994 (Age: 31-050d)","Warrington, England, United Kingdom",185,England eng,DF (CB),Right,2013-2014,18 years,Tranmere Rovers,2013,first scrap players fbref,NA,NA,NA,NA,NA,332,27822,19,13,10,Matthew Pennington,No,Not found,NA,332,27822,19,Defender - Centre-Back,Defender,34613,31,NA,NA,10
Ivo Pinto,82281,https://www.transfermarkt.com/ivo-pinto/profil/spieler/82281,https://fbref.com/en/players/8d82551b/Ivo-Pinto,13/12/2009,19 years 11 months 06 days,19,Liga Portugal,23/08/2009,19,19,Ledman Liga Pro,19,first scrap players,Ivo Pinto,Success,82281,spieler,Ivo Pinto,33055,Lourosa,"1,82",Portugal,Defender - Right-Back,right,Not found,Fortuna Sittard,44568,30/06/2027,Not found,8,119,16,No,Not found,12,5,first scrap players transfer,82281,Ivo Pinto,Not found,"January 7, 1990 (Age: 35-322d)","Lourosa, Portugal",184,Portugal,"DF (FB, right)",Right,2009-2010,19 years,Vitória Setúbal,2009,first scrap players fbref,NA,NA,NA,NA,NA,418,34671,3,16,8,Ivo Pinto,No,Not found,NA,418,34671,3,Defender - Right-Back,Defender,32880,35,NA,NA,16
Sebastian Prödl,37981,https://www.transfermarkt.com/sebastian-prdl/profil/spieler/37981,https://fbref.com/en/players/f5e6d08d/Sebastian-Prodl,38972,19 years 05 months 18 days,19,Bundesliga,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players,Sebastian Prödl,Success,37981,spieler,Sebastian Prödl,21/06/1987,Graz,"1,94",Austria,Defender - Centre-Back,right,Not found,Udinese,44203,-,Puma,25,1125,171,Yes,44203,Not found,13,first scrap players transfer,37981,Sebastian Prödl,Not found,31949,Not found,194,Austria,DF-MF (CB),Right,2006-2007,19 years,Sturm Graz,2006,first scrap players fbref,Sebastian Prödl,47,3395,2,10,295,23541,19,15,5,Sebastian Prödl,No,Not found,NA,342,26936,21,Defender - Centre-Back,Defender,31949,38,44378,34,15
Marc Pugh,36939,https://www.transfermarkt.com/marc-pugh/profil/spieler/36939,https://fbref.com/en/players/9aacb284/Marc-Pugh,42224,28 years 04 months 06 days,28,Premier League,41341,26,26,Championship,26,first scrap players,Marc Pugh,Success,36939,spieler,Marc Pugh,31812,Bacup,"1,80",England,Attack - Left Winger,right,Not found,Clitheroe,44933,-,Not found,3,227,19,Yes,44933,Not found,3,first scrap players transfer,36939,Marc Pugh,Not found,31869,Not found,180,Not found,FW-MF (WM),Right,2005-2006,18 years,Bury,2005,first scrap players fbref,NA,NA,NA,NA,NA,483,33920,77,16,7,Marc Pugh,No,Not found,NA,483,33920,77,Attack - Left Winger,Attack,31869,38,45108,36,10
Baba Rahman,224884,https://www.transfermarkt.com/baba-rahman/profil/spieler/224884,https://fbref.com/en/players/e4086af3/Baba-Rahman,25/09/2012,18 years 02 months 23 days,18,1.Bundesliga,24/08/2013,19,19,2.Bundesliga,18,first scrap players,Baba Rahman,Success,224884,spieler,Abdul Rahman Baba,34372,Tamale,"1,79",Ghana,Defender - Left-Back,left,Not found,PAOK,45206,30/06/2026,Nike,16,1249,198,No,Not found,21,8,first scrap players transfer,224884,Baba Rahman,Not found,"July 2, 1994 (Age: 31-146d)","Tamale, Ghana",179,Ghana,"DF-MF (CB-FB, left)",Left,2012-2013,18 years,Greuther Fürth,2012,first scrap players fbref,Baba Rahman,44,3788,1,9,294,22676,20,14,8,Baba Rahman,No,Not found,NA,338,26464,21,Defender - Left-Back,Defender,34517,31,NA,NA,13
Connor Randall,262545,https://www.transfermarkt.com/connor-randall/profil/spieler/262545,https://fbref.com/en/players/412e1445/Connor-Randall,17/04/2016,20 years 05 months 27 days,20,Premier League,45696,29,29,,20,first scrap players,Connor Randall,Success,262545,spieler,Connor Randall,21/10/1995,Kirkby,"1,80",England,Defender - Right-Back,right,Not found,Ross County,43837,31/05/2026,Not found,8,390,48,No,Not found,6,4,first scrap players transfer,262545,Connor Randall,Not found,"October 21, 1995 (Age: 30-035d)","Liverpool, England, United Kingdom",180,England eng,"DF-MF (DM-FB, right)",Right,2014-2015,18 years,Shrewsbury,2014,first scrap players fbref,NA,NA,NA,NA,NA,210,16859,3,12,6,Connor Randall,No,Not found,NA,210,16859,3,Defender - Right-Back,Defender,34993,30,NA,NA,10
Darren Randolph,51321,https://www.transfermarkt.com/darren-randolph/profil/spieler/51321,https://fbref.com/en/players/6385ebfb/Darren-Randolph,13/05/2007,20 years 01 day,20,Premier League,39786,20,20,Championship,20,first scrap players,Darren Randolph,Success,51321,spieler,Darren Randolph,32116,"Bray, Wicklow","1,87",Ireland  United States,Goalkeeper,right,Not found,Bournemouth,45298,-,Not found,2,105,18,Yes,45298,Not found,2,first scrap players transfer,51321,Darren Randolph,Not found,31909,Not found,188,Republic of Ireland,GK,Right,2006-2007,19 years,Gillingham,2006,first scrap players fbref,Darren Randolph,48,4203,0,10,404,36286,0,15,8,Darren Randolph,No,Not found,NA,452,40489,0,Goalkeeper,Goalkeeper,31909,38,45474,37,17
Tokelo Rantie,198495,https://www.transfermarkt.com/tokelo-rantie/profil/spieler/198495,https://fbref.com/en/players/7ef25942/Tokelo-Rantie,24/09/2011,21 years 16 days,21,DStv Premiership,17/09/2013,23,23,Championship,21,first scrap players,Tokelo Rantie,Success,198495,spieler,Tokelo Rantie,33094,"Parys, Free State","1,72",South Africa,Attack - Centre-Forward,right,Not found,Tshakhuma,44203,-,Not found,5,136,21,Yes,44203,Not found,2,first scrap players transfer,198495,Tokelo Rantie,Not found,33124,Not found,172,South Africa,FW,Right,2012,21 years,Malmö,Not found,first scrap players fbref,Tokelo Rantie,24,1610,5,7,115,5594,18,9,5,Tokelo Rantie,No,Not found,NA,139,7204,23,Attack - Centre-Forward,Attack,33124,35,44378,30,9
Marcus Rashford,258923,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923,https://fbref.com/en/players/a1d5bd30/Marcus-Rashford,28/02/2016,18 years 03 months 28 days,18,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players,Marcus Rashford,Success,258923,spieler,Marcus Rashford,31/10/1997,Manchester,"1,85",England  St. Kitts & Nevis,Attack - Left Winger,right,Not found,Barcelona,23/07/2025,30/06/2026,Nike,15,393,57,No,Not found,14,8,first scrap players transfer,258923,Marcus Rashford,Not found,"October 31, 1997 (Age: 28-025d)","Wythenshawe, England, United Kingdom",180,England eng,FW-MF (AM),Right,2015-2016,17 years,Manchester Utd,2015,first scrap players fbref,Marcus Rashford,68,3082,18,12,464,30846,148,11,3,Marcus Rashford,No,Not found,NA,532,33928,166,Attack - Left Winger,Attack,35734,28,NA,NA,10
Matt Ritchie,92469,https://www.transfermarkt.com/matt-ritchie/profil/spieler/92469,https://fbref.com/en/players/71ef519e/Matt-Ritchie,14/04/2010,20 years 07 months 04 days,20,Premier League,40367,20,20,Championship,20,first scrap players,Matt Ritchie,Success,92469,spieler,Matt Ritchie,32790,Gosport,"1,73",Scotland  England,Midfield - Right Midfield,left,Not found,Reading,28/08/2025,30/06/2027,Not found,14,359,39,No,Not found,30,6,first scrap players transfer,92469,Matt Ritchie,Not found,"September 10, 1989 (Age: 36-076d)","Gosport, England, United Kingdom",173,Scotland sct  Other: England,"DF-FW-MF (AM-DM-FB-WM, right)",Left,2008-2009,18 years,Dag & Red,2008,first scrap players fbref,Matt Ritchie,16,1032,3,3,572,42155,101,18,7,Matt Ritchie,No,Not found,NA,588,43187,104,Midfield - Right Midfield,Midfield,32761,36,NA,NA,16
Tyler Roberts,296986,https://www.transfermarkt.com/tyler-roberts/profil/spieler/296986,https://fbref.com/en/players/6c17e046/Tyler-Roberts,15/05/2016,17 years 04 months 03 days,17,Premier League,15/09/2018,19,19,Championship,17,first scrap players,Tyler Roberts,Success,296986,spieler,Tyler Roberts,36495,Gloucester,"1,80",Wales  England,Attack - Centre-Forward,right,Not found,Mansfield Town,45666,31/05/2026,adidas,3,230,37,No,Not found,29,3,first scrap players transfer,296986,Tyler Roberts,Not found,"January 12, 1999 (Age: 26-328d)","Gloucester, England, United Kingdom",180,Wales wls  Other: England,FW-MF (AM),Right,2014-2015,15 years,West Brom,2014,players corrected fbref,Tyler Roberts,20,827,0,8,238,13015,32,12,9,Tyler Roberts,No,Not found,NA,258,13842,32,Attack - Centre-Forward,Attack,36172,26,NA,NA,9
