player_name.x,transfermarkt_id.x,transfermarkt_url,fbref_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age.1,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age.1,second_tier_debut_competition,debut_age_transfermarket,explanation.x,player_name.y,status,transfermarkt_id.y,player_slug,home_name,dob_age.x,place_birth.x,height.x,citizenship.x,position.x,foot.x,agent,current_club,joined,contract_expires,outfitter,injury_count_total,days_missed_total,games_missed_total,retired,retirement_date,shirt_number,injury_seasons,explanation.y,transfermarkt_id,player_name.x.x,name_home_country,dob_age.y,place_birth.y,height.y,citizenship.y,position.y,foot.y,debut_season,debut_age,first_club,debut_year,explanation,player_name.y.y,matches_national,minutes_national,goals_national,seasons_national,total_matches_club,total_minutes_club,total_goals_club,seasons_club,clubs_club,player_name,deceased,death_date,death_age,total_matches_total,total_minutes_total,total_goals_total,position_clean,position_simple,dob,age_current,retirement_date_clean,retirement_age,career_length
Haris Vučkić,76560,https://www.transfermarkt.com/haris-vuki/profil/spieler/76560,https://fbref.com/en/players/a8f4dfb9/Haris-Vuckic,24/05/2008,15 years 09 months 03 days,15,Prva Liga,31/08/2009,17,17,Championship,15,first scrap players,Haris Vučkić,Success,76560,spieler,Haris Vuckic,21/08/1992,Ljubljana,"1,88",Slovenia,Attack - Second Striker,left,Not found,NK Domzale,13/08/2024,30/06/2026,Not found,7,933,164,No,Not found,10,5,first scrap players transfer,76560,Haris Vučkić,Not found,"August 21, 1992 (Age: 33-096d)","Ljubljana, Slovenia",185,Slovenia,FW-MF (AM),Both,2009-2010,16 years,Newcastle Utd,2009,first scrap players fbref,Haris Vučkić,11,586,5,4,179,9587,44,13,9,Haris Vučkić,No,Not found,NA,190,10173,49,Attack - Second Striker,Attack,33837,33,NA,NA,18
Simon Vukčević,27239,https://www.transfermarkt.com/simon-vukevi/profil/spieler/27239,https://fbref.com/en/players/562d696a/Simon-Vukcevic,21/08/2004,18 years 06 months 23 days,18,Linglong Tire Super liga Srbije,40979,26,26,Championship,18,first scrap players,Simon Vukčević,Success,27239,spieler,Simon Vukcevic,29/01/1986,Titograd,"1,80",Montenegro,Attack - Right Winger,left,Not found,B. Podgorica,29/03/2018,-,Not found,7,177,30,Yes,29/03/2018,Not found,4,first scrap players transfer,27239,Simon Vukčević,Not found,31441,Not found,179,Montenegro me  Other: Serbia,MF (AM),Left,2006,20 years,Saturn,Not found,first scrap players fbref,Simon Vukčević,27,1734,0,5,210,12578,24,13,8,Simon Vukčević,No,Not found,NA,237,14312,24,Attack - Right Winger,Attack,31441,39,43188,32,14
Elliott Ward,15838,https://www.transfermarkt.com/elliott-ward/profil/spieler/15838,https://fbref.com/en/players/58e98028/Elliott-Ward,27/08/2005,20 years 07 months 08 days,20,Premier League,38689,20,20,Championship,20,first scrap players,Elliott Ward,Success,15838,spieler,Elliott Ward,19/01/1985,Harrow,"1,85",England,Defender - Centre-Back,right,Not found,Chelmsford,44203,-,Not found,0,0,0,Yes,44203,Not found,0,first scrap players transfer,15838,Elliott Ward,Not found,31066,Not found,185,Not found,DF (CB),Right,2004-2005,19 years,Bristol Rovers,2004,first scrap players fbref,NA,NA,NA,NA,NA,351,29574,22,16,14,Elliott Ward,No,Not found,NA,351,29574,22,Defender - Centre-Back,Defender,31066,40,44378,36,16
Keiren Westwood,15164,https://www.transfermarkt.com/keiren-westwood/profil/spieler/15164,https://fbref.com/en/players/674ef042/Keiren-Westwood,29/10/2011,27 years 06 days,27,Premier League,39699,23,23,Championship,23,first scrap players,Keiren Westwood,Success,15164,spieler,Keiren Westwood,23/10/1984,Manchester,"1,88",Ireland  England,Goalkeeper,left,Not found,Crewe Alexandra,45302,-,Not found,3,401,71,Yes,45302,Not found,2,first scrap players transfer,15164,Keiren Westwood,Not found,30978,Not found,188,Republic of Ireland ie  Other: England,GK,Left,2005-2006,20 years,Carlisle United,2005,first scrap players fbref,Keiren Westwood,8,600,0,8,476,42136,0,16,5,Keiren Westwood,No,Not found,NA,484,42736,0,Goalkeeper,Goalkeeper,30978,41,45597,40,17
Zak Whitbread,22230,https://www.transfermarkt.com/zak-whitbread/profil/spieler/22230,https://fbref.com/en/players/846e7a85/Zak-Whitbread,13/08/2011,27 years 07 months 03 days,27,Premier League,26/11/2005,21,21,Championship,21,first scrap players,Zak Whitbread,Success,22230,spieler,Zak Whitbread,30956,"Houston, Texas","1,88",United States  England,Defender - Centre-Back,left,Not found,Shrewsbury,42376,-,Not found,3,234,44,Yes,42376,Not found,2,first scrap players transfer,22230,Zak Whitbread,Not found,30745,Not found,188,United States,DF (CB),Left,2005-2006,21 years,Millwall,2005,players corrected fbref,NA,NA,NA,NA,NA,205,16528,7,11,5,Zak Whitbread,No,Not found,NA,205,16528,7,Defender - Centre-Back,Defender,30691,41,42552,32,11
Connor Wickham,95435,https://www.transfermarkt.com/connor-wickham/profil/spieler/95435,https://fbref.com/en/players/41cc19c2/Connor-Wickham,20/08/2011,18 years 04 months 20 days,18,Premier League,40121,16,16,Championship,16,first scrap players,Connor Wickham,Success,95435,spieler,Connor Wickham,31/03/1993,Hereford,"1,89",England  Northern Ireland,Attack - Centre-Forward,right,Not found,Dubai City FC,26/09/2025,-,Nike,15,1194,173,No,Not found,99,10,first scrap players transfer,95435,Connor Wickham,Not found,"March 31, 1993 (Age: 32-239d)","Hereford, England, United Kingdom",191,England eng,FW-MF (WM),Right,2008-2009,15 years,Ipswich Town,2008,first scrap players fbref,NA,NA,NA,NA,NA,285,16217,61,15,10,Connor Wickham,No,Not found,NA,285,16217,61,Attack - Centre-Forward,Attack,34059,32,NA,NA,16
Aaron Wilbraham,67202,https://www.transfermarkt.com/aaron-wilbraham/profil/spieler/67202,https://fbref.com/en/players/9b2c7f55/Aaron-Wilbraham,30/07/2000,20 years 09 months 09 days,20,Eliteserien,28/03/1998,18,18,,18,first scrap players,Aaron Wilbraham,Success,67202,spieler,Aaron Wilbraham,21/10/1979,Knutsford,"1,91",England,Attack - Centre-Forward,right,Not found,Rochdale,43837,-,Not found,0,0,0,Yes,43837,Not found,0,first scrap players transfer,67202,Aaron Wilbraham,Not found,29149,Not found,191,Not found,FW,Right,2000,20 years,Moss,Not found,first scrap players fbref,NA,NA,NA,NA,NA,533,32268,115,20,10,Aaron Wilbraham,No,Not found,NA,533,32268,115,Attack - Centre-Forward,Attack,29149,46,44013,40,22
Ashley Williams,67355,https://www.transfermarkt.com/ashley-williams/profil/spieler/67355,https://fbref.com/en/players/a498e276/Ashley-Williams,15/08/2011,26 years 11 months 23 days,26,Premier League,39699,23,23,Championship,23,first scrap players,Ashley Williams,Success,67355,spieler,Ashley Williams,23/08/1984,Wolverhampton,"1,83",Wales  England,Defender - Centre-Back,right,Not found,Bristol City,26/01/2021,-,Nike,1,4,0,Yes,26/01/2021,Not found,1,first scrap players transfer,67355,Ashley Williams,Not found,30917,Not found,183,Wales wls  Other: England,DF (CB),Right,2003-2004,18 years,Stockport,2003,first scrap players fbref,Ashley Williams,64,5437,1,10,629,55162,23,17,5,Ashley Williams,No,Not found,NA,693,60599,24,Defender - Centre-Back,Defender,30917,41,44222,36,13
Jonathan Woodgate,3224,https://www.transfermarkt.com/jonathan-woodgate/profil/spieler/3224,https://fbref.com/en/players/9482a3bd/Jonathan-Woodgate,17/10/1998,18 years 08 months 25 days,18,Premier League,18/08/2012,32,32,Championship,18,first scrap players,Jonathan Woodgate,Success,3224,spieler,Jonathan Woodgate,22/01/1980,Nunthorpe,"1,88",England,Defender - Centre-Back,right,Not found,Middlesbrough,42376,-,Not found,8,568,113,Yes,42376,Not found,4,first scrap players transfer,3224,Jonathan Woodgate,Not found,29242,Not found,188,England eng,DF (CB),Right,1998-1999,18 years,Leeds United,1998,first scrap players fbref,NA,NA,NA,NA,NA,349,28950,10,17,6,Jonathan Woodgate,No,Not found,NA,349,28950,10,Defender - Centre-Back,Defender,29242,45,42552,36,18
Nico Yennaris,122721,https://www.transfermarkt.com/nico-yennaris/profil/spieler/122721,https://fbref.com/en/players/8cc4b934/Nico-Yennaris,22/01/2012,18 years 07 months 29 days,18,Premier League,14/02/2015,21,21,Championship,18,first scrap players,Nico Yennaris,Success,122721,spieler,Nico Yennaris,24/05/1993,London,"1,71",China  England,Midfield - Defensive Midfield,right,Not found,SH Shenhua,45870,31/12/2025,Nike,4,636,50,No,Not found,23,3,first scrap players transfer,122721,Nico Yennaris,Not found,"May 23, 1993 (Age: 32-197d)","Leytonstone, England, United Kingdom",174,China PR cn  Other: England,DF-MF (CM-DM-FB),Right,2011-2012,18 years,Arsenal,2011,players corrected fbref,Nico Yennaris,12,598,0,4,283,20548,16,13,6,Nico Yennaris,No,Not found,NA,295,21146,16,Midfield - Defensive Midfield,Midfield,34113,32,NA,NA,14
Karim El Ahmadi,25523,https://www.transfermarkt.com/karim-el-ahmadi/profil/spieler/25523,https://fbref.com/en/players/0ff9eabc/Karim-El-Ahmadi,21/03/2004,19 years 01 month 23 days,19,Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players,Karim El Ahmadi,Success,25523,spieler,Karim El Ahmadi,27/01/1985,Enschede,"1,79",Morocco  Netherlands,Midfield - Defensive Midfield,right,Not found,Al-Ittihad,31/01/2022,-,Not found,8,160,23,Yes,31/01/2022,Not found,8,first scrap players transfer,25523,Karim El Ahmadi,Not found,31074,Not found,185,Morocco ma  Other: Netherlands,MF (CM-DM),Right,2003-2004,18 years,Twente,2003,first scrap players fbref,Karim El Ahmadi,45,3572,0,8,468,38115,22,19,4,Karim El Ahmadi,No,Not found,NA,513,41687,22,Midfield - Defensive Midfield,Midfield,31074,40,44592,37,18
Nathan Aké,177476,https://www.transfermarkt.com/nathan-ak/profil/spieler/177476,https://fbref.com/en/players/eaeca114/Nathan-Ake,26/12/2012,17 years 10 months 08 days,17,Premier League,42098,20,20,Championship,17,first scrap players,Nathan Aké,Success,177476,spieler,Nathan Aké,18/02/1995,Den Haag,"1,80",Netherlands  Cote d'Ivoire,Defender - Centre-Back,left,Not found,Man City,43959,30/06/2027,Nike,18,446,100,No,Not found,6,8,first scrap players transfer,177476,Nathan Aké,Not found,"February 18, 1995 (Age: 30-280d)","The Hague, Netherlands",180,Netherlands,"DF-MF (CB-FB, left)",Left,2012-2013,17 years,Chelsea,2012,first scrap players fbref,Nathan Aké,57,3706,5,11,326,24490,22,16,5,Nathan Aké,No,Not found,NA,383,28196,27,Defender - Centre-Back,Defender,34748,30,NA,NA,13
Hope Akpan,61559,https://www.transfermarkt.com/hope-akpan/profil/spieler/61559,https://fbref.com/en/players/1ccbca79/Hope-Akpan,19/01/2013,21 years 05 months 05 days,21,Premier League,25/04/2011,19,19,Championship,19,first scrap players,Hope Akpan,Success,61559,spieler,Hope Akpan,14/08/1991,Liverpool,"1,85",Nigeria  England,Midfield - Central Midfield,right,Not found,Widnes,44568,-,Not found,1,23,4,Yes,44568,Not found,1,first scrap players transfer,61559,Hope Akpan,Not found,33464,Not found,180,Nigeria ng  Other: England,MF (CM),Right,2010-2011,18 years,Hull City,2010,first scrap players fbref,Hope Akpan,2,135,0,1,263,17509,18,12,8,Hope Akpan,No,Not found,NA,265,17644,18,Midfield - Central Midfield,Midfield,33464,34,44743,30,11
Vurnon Anita,30670,https://www.transfermarkt.com/vurnon-anita/profil/spieler/30670,https://fbref.com/en/players/2d368fd5/Vurnon-Anita,19/03/2006,16 years 11 months 15 days,16,VriendenLoterij Eredivisie,42498,27,27,Championship,16,first scrap players,Vurnon Anita,Success,30670,spieler,Vurnon Anita,32602,Willemstad,"1,69",Curacao  Netherlands,Midfield - Defensive Midfield,right,Not found,Ajax Amateurs,31/10/2025,-,adidas,4,115,23,No,Not found,Not found,4,first scrap players transfer,30670,Vurnon Anita,Not found,32602,Not found,167,Curaçao cw  Other: Netherlands,DF-MF (CM-DM-FB),Right,2005-2006,16 years,Ajax,2005,first scrap players fbref,Vurnon Anita,10,820,0,6,442,32772,11,18,7,Vurnon Anita,No,Not found,NA,452,33592,11,Midfield - Defensive Midfield,Midfield,32602,36,NA,NA,20
Oussama Assaidi,57275,https://www.transfermarkt.com/oussama-assaidi/profil/spieler/57275,https://fbref.com/en/players/483322fe/Oussama-Assaidi,39548,20 years 01 month 19 days,20,VriendenLoterij Eredivisie,23/02/2007,18,18,Keuken Kampioen Divisie,18,first scrap players,Oussama Assaidi,Success,57275,spieler,Oussama Assaidi,15/08/1988,Beni-Boughafar,"1,75",Morocco  Netherlands,Attack - Left Winger,right,Not found,Twente FC,43472,-,Not found,0,0,0,Yes,43472,Not found,0,first scrap players transfer,57275,Oussama Assaidi,Not found,32370,Not found,176,Morocco,FW-MF (AM-WM),Right,2007-2008,18 years,Omniworld,2007,first scrap players fbref,Oussama Assaidi,7,301,1,4,212,13362,41,11,6,Oussama Assaidi,No,Not found,NA,219,13663,42,Attack - Left Winger,Attack,32370,37,43647,30,12
César Azpilicueta,57500,https://www.transfermarkt.com/csar-azpilicueta/profil/spieler/57500,https://fbref.com/en/players/53cad200/Cesar-Azpilicueta,39298,17 years 07 months 11 days,17,LaLiga,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players,César Azpilicueta,Success,57500,spieler,César Azpilicueta,28/08/1989,Pamplona,"1,78",Spain,Defender - Centre-Back,right,Not found,Sevilla FC,29/08/2025,30/06/2026,adidas,11,385,85,No,Not found,3,7,first scrap players transfer,57500,César Azpilicueta,Not found,"August 28, 1989 (Age: 36-089d)","Pamplona, Spain",178,Spain,"DF-MF (CB-FB, right)",Right,2006-2007,16 years,Osasuna,2006,first scrap players fbref,César Azpilicueta,41,2924,1,12,713,58207,18,22,5,César Azpilicueta,No,Not found,NA,754,61131,19,Defender - Centre-Back,Defender,32748,36,NA,NA,19
Kyle Bartley,67421,https://www.transfermarkt.com/kyle-bartley/profil/spieler/67421,https://fbref.com/en/players/18e96f64/Kyle-Bartley,40879,19 years 08 months 21 days,19,Scottish Premiership,40423,18,18,Championship,18,first scrap players,Kyle Bartley,Success,67421,spieler,Kyle Bartley,22/05/1991,Stockport,"1,94",England  Jamaica,Defender - Centre-Back,right,Not found,West Brom,45877,-,Not found,9,607,121,Yes,45877,Not found,7,first scrap players transfer,67421,Kyle Bartley,Not found,"May 22, 1991 (Age: 34-187d)","Stockport, England, United Kingdom",191,England eng,DF (CB),Right,2009-2010,18 years,Sheffield Utd,2009,first scrap players fbref,NA,NA,NA,NA,NA,394,31834,25,16,8,Kyle Bartley,No,Not found,NA,394,31834,25,Defender - Centre-Back,Defender,33380,34,45877,34,16
Luciano Becchio,71020,https://www.transfermarkt.com/luciano-becchio/profil/spieler/71020,https://fbref.com/en/players/3b3d4028/Luciano-Becchio,41307,29 years 01 month 05 days,29,Premier League,30/01/2005,21,21,Segunda División,21,first scrap players,Luciano Becchio,Success,71020,spieler,Luciano Becchio,28/12/1983,Córdoba,"1,87",Argentina  Italy,Attack - Centre-Forward,left,Not found,UD Alaro,44933,-,Not found,0,0,0,Yes,44933,Not found,0,first scrap players transfer,71020,Luciano Becchio,Not found,30678,Not found,187,Not found,FW,Left,2004-2005,20 years,Ciudad Murcia,2004,first scrap players fbref,NA,NA,NA,NA,NA,230,15457,81,10,5,Luciano Becchio,No,Not found,NA,230,15457,81,Attack - Centre-Forward,Attack,30678,41,45108,39,18
Joe Bennett,90964,https://www.transfermarkt.com/joe-bennett/profil/spieler/90964,https://fbref.com/en/players/dc936144/Joe-Bennett,24/05/2009,19 years 01 month 26 days,19,Premier League,26/09/2009,19,19,Championship,19,first scrap players,Joe Bennett,Success,90964,spieler,Joe Bennett,28/03/1990,Rochdale,"1,78",England,Defender - Left-Back,left,Not found,Walton & Hersh.,45971,-,Not found,10,647,61,No,Not found,17,6,first scrap players transfer,90964,Joe Bennett,Not found,32960,Not found,177,England eng,"DF-MF (FB, left)",Left,2008-2009,18 years,Middlesbrough,2008,first scrap players fbref,NA,NA,NA,NA,NA,394,31949,9,17,8,Joe Bennett,No,Not found,NA,394,31949,9,Defender - Left-Back,Defender,32960,35,NA,NA,16
Christian Benteke,50201,https://www.transfermarkt.com/christian-benteke/profil/spieler/50201,https://fbref.com/en/players/ab070c55/Christian-Benteke,22/02/2008,17 years 02 months 19 days,17,Jupiler Pro League,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players,Christian Benteke,Success,50201,spieler,Christian Benteke,32944,Kinshasa,"1,90",Belgium  DR Congo,Attack - Centre-Forward,right,Not found,D.C. United,44659,31/12/2025,Nike,18,621,111,No,Not found,20,11,first scrap players transfer,50201,Christian Benteke,Not found,"December 3, 1990 (Age: 34-357d)","Kinshasa, Congo DR",190,Belgium be  Other: Congo DR,FW,Right,2007-2008,16 years,Genk,2007,first scrap players fbref,Christian Benteke,36,1749,14,10,533,37037,184,19,8,Christian Benteke,No,Not found,NA,569,38786,198,Attack - Centre-Forward,Attack,33210,35,NA,NA,18
Gaël Bigirimana,158697,https://www.transfermarkt.com/gal-bigirimana/profil/spieler/158697,https://fbref.com/en/players/b48778f2/Gael-Bigirimana,40948,18 years 10 months 11 days,18,Premier League,40702,17,17,Championship,17,first scrap players,Gaël Bigirimana,Success,158697,spieler,Gaël Bigirimana,22/10/1993,Bujumbura,"1,75",Burundi  England,Midfield - Defensive Midfield,right,Not found,Dungannon,45603,31/05/2027,Not found,7,150,25,No,Not found,34,3,first scrap players transfer,158697,Gaël Bigirimana,Not found,"October 22, 1993 (Age: 32-034d)","Bujumbura, Burundi",173,Burundi bi  Other: England,MF (CM),Right,2011-2012,17 years,Coventry City,2011,first scrap players fbref,Gaël Bigirimana,21,1797,0,6,139,8542,3,7,4,Gaël Bigirimana,No,Not found,NA,160,10339,3,Midfield - Defensive Midfield,Midfield,34264,32,NA,NA,15
Fabio Borini,96754,https://www.transfermarkt.com/fabio-borini/profil/spieler/96754,https://fbref.com/en/players/ef5b337e/Fabio-Borini,20/09/2009,18 years 05 months 22 days,18,Premier League,19/03/2011,19,19,Championship,18,first scrap players,Fabio Borini,Success,96754,spieler,Fabio Borini,29/03/1991,Bentivoglio,"1,80",Italy,Attack - Centre-Forward,right,Not found,Salford,17/10/2025,31/12/2025,Not found,24,831,157,No,Not found,16,10,first scrap players transfer,96754,Fabio Borini,Not found,"March 29, 1991 (Age: 34-241d)","Bentivoglio, Italy",180,Italy,FW-MF (AM),Right,2009-2010,18 years,Chelsea,2009,first scrap players fbref,NA,NA,NA,NA,NA,355,21946,84,17,10,Fabio Borini,No,Not found,NA,355,21946,84,Attack - Centre-Forward,Attack,33326,34,NA,NA,16
Artur Boruc,15220,https://www.transfermarkt.com/artur-boruc/profil/spieler/15220,https://fbref.com/en/players/34ccf6fa/Artur-Boruc,37471,22 years 16 days,22,Lotto Ekstraklasa,20/09/2014,34,34,Championship,22,first scrap players,Artur Boruc,Success,15220,spieler,Artur Boruc,20/02/1980,Siedlce,"1,93",Poland,Goalkeeper,right,Not found,Legia Warszawa,44568,-,New Balance,3,92,20,Yes,44568,Not found,3,first scrap players transfer,15220,Artur Boruc,Not found,29271,Not found,193,Poland,GK,Right,2002-2003,22 years,Legia Warsaw,2002,first scrap players fbref,Artur Boruc,37,3059,0,8,532,47603,0,19,5,Artur Boruc,No,Not found,NA,569,50662,0,Goalkeeper,Goalkeeper,29271,45,44743,42,20
Jordan Bowery,94655,https://www.transfermarkt.com/jordan-bowery/profil/spieler/94655,https://fbref.com/en/players/8f5a4e15/Jordan-Bowery,17/11/2012,21 years 04 months 15 days,21,Premier League,15/02/2014,22,22,Championship,21,first scrap players,Jordan Bowery,Success,94655,spieler,Jordan Bowery,33276,Nottingham,"1,85",St. Kitts & Nevis  England,Defender - Centre-Back,right,Not found,Mansfield Town,43837,30/06/2026,Not found,0,0,0,No,Not found,9,0,first scrap players transfer,94655,Jordan Bowery,Not found,"July 2, 1991 (Age: 34-146d)","Nottingham, England, United Kingdom",185,Saint Kitts and Nevis kn  Other: England,DF-FW-MF,Right,2008-2009,17 years,Chesterfield,2008,first scrap players fbref,Jordan Bowery,2,180,0,1,570,34321,74,18,11,Jordan Bowery,No,Not found,NA,572,34501,74,Defender - Centre-Back,Defender,33421,34,NA,NA,13
Izzy Brown,245805,https://www.transfermarkt.com/izzy-brown/profil/spieler/245805,https://fbref.com/en/players/bf54c8cc/Izzy-Brown,41369,16 years 03 months 27 days,16,Premier League,20/08/2016,19,19,Championship,16,first scrap players,Izzy Brown,Success,245805,spieler,Izzy Brown,35612,Peterborough,"1,82",England  Jamaica,Attack - Left Winger,right,Not found,Preston,45081,-,Nike,7,525,38,Yes,45081,Not found,5,first scrap players transfer,245805,Izzy Brown,Not found,35437,Not found,182,England eng,FW-MF (AM),Right,2012-2013,15 years,West Brom,2012,first scrap players fbref,NA,NA,NA,NA,NA,126,6355,10,8,9,Izzy Brown,No,Not found,NA,126,6355,10,Attack - Left Winger,Attack,35437,28,45022,26,10
Alexander Büttner,38003,https://www.transfermarkt.com/alexander-bttner/profil/spieler/38003,https://fbref.com/en/players/a44f7c60/Alexander-Buttner,15/03/2008,19 years 01 month 04 days,19,VriendenLoterij Eredivisie,42714,27,27,1.Division,19,first scrap players,Alexander Büttner,Success,38003,spieler,Alexander Büttner,32814,Doetinchem,"1,74",Netherlands,Defender - Left-Back,left,Not found,Vitesse,45481,30/06/2026,Nike,7,197,21,No,Not found,28,6,first scrap players transfer,38003,Alexander Büttner,Not found,"February 11, 1989 (Age: 36-287d)","Gemeente Doetinchem, Netherlands",176,Netherlands,"DF-MF (FB, left)",Left,2007-2008,18 years,Vitesse,2007,first scrap players fbref,NA,NA,NA,NA,NA,381,28413,35,18,7,Alexander Büttner,No,Not found,NA,381,28413,35,Defender - Left-Back,Defender,32550,36,NA,NA,17
Geoff Cameron,31642,https://www.transfermarkt.com/geoff-cameron/profil/spieler/31642,https://fbref.com/en/players/1a160ea3/Geoff-Cameron,29/03/2008,22 years 08 months 18 days,22,Major League Soccer,43109,33,33,Championship,22,first scrap players,Geoff Cameron,Success,31642,spieler,Geoff Cameron,31358,"Attleboro, Massachusetts","1,90",United States,Defender - Centre-Back,right,Not found,Cincinnati,45021,-,Nike,3,203,35,Yes,45021,Not found,3,first scrap players transfer,31642,Geoff Cameron,Not found,31239,Not found,191,United States,DF-MF (CB-DM),Right,2008,22 years,Houston Dynamo,Not found,first scrap players fbref,Geoff Cameron,38,2910,2,5,441,35395,15,16,4,Geoff Cameron,No,Not found,NA,479,38305,17,Defender - Centre-Back,Defender,31239,40,45050,37,15
Eduard Campabadal,126722,https://www.transfermarkt.com/eduard-campabadal/profil/spieler/126722,https://fbref.com/en/players/bbf23a57/Eduard-Campabadal,19/05/2013,20 years 03 months 23 days,20,Premier League,41498,20,20,Segunda División,20,first scrap players,Eduard Campabadal,Success,126722,spieler,Edu Campabadal,26/01/1993,Tarragona,"1,78",Spain,Defender - Right-Back,right,Not found,Real Avilés,18/07/2025,30/06/2026,Not found,5,383,40,No,Not found,20,3,first scrap players transfer,126722,Eduard Campabadal,Not found,"January 26, 1993 (Age: 32-303d)","Tarragona, Spain",183,Spain,"DF (FB, right)",Right,2012-2013,19 years,Wigan Athletic,2012,first scrap players fbref,NA,NA,NA,NA,NA,210,16407,2,11,6,Eduard Campabadal,No,Not found,NA,210,16407,2,Defender - Right-Back,Defender,33995,32,NA,NA,12
Adam Campbell,204354,https://www.transfermarkt.com/adam-campbell/profil/spieler/204354,https://fbref.com/en/players/e3aa211f/Adam-Campbell,41550,18 years 02 months 06 days,18,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players,Adam Campbell,Success,204354,spieler,Adam Campbell,34700,North Shields,"1,69",England,Attack - Left Winger,right,Not found,Hartlepool,45298,30/06/2025,Not found,1,47,7,No,Not found,10,1,first scrap players transfer,204354,Adam Campbell,Not found,"January 1, 1995 (Age: 30-328d)","North Shields, England, United Kingdom",168,England eng,FW-MF (WM),Both,2012-2013,17 years,Newcastle Utd,2012,first scrap players fbref,NA,NA,NA,NA,NA,293,17332,45,14,10,Adam Campbell,No,Not found,NA,293,17332,45,Attack - Left Winger,Attack,34700,30,NA,NA,12
Daniel Carriço,37712,https://www.transfermarkt.com/daniel-carrio/profil/spieler/37712,https://fbref.com/en/players/e1deea75/Daniel-Carrico,13/01/2008,19 years 05 months 09 days,19,Protathlima Cyta,18/08/2007,19,19,Ledman Liga Pro,19,first scrap players,Daniel Carriço,Success,37712,spieler,Daniel Carriço,32241,Cascais,"1,83",Portugal,Defender - Centre-Back,right,Not found,UD Almería,14/04/2023,-,Not found,30,989,177,Yes,14/04/2023,Not found,12,first scrap players transfer,37712,Daniel Carriço,Not found,32359,Not found,182,Portugal,DF-MF (CB-DM),Right,2008-2009,19 years,Sporting CP,2008,first scrap players fbref,Daniel Carriço,1,32,0,3,303,24398,11,15,5,Daniel Carriço,No,Not found,NA,304,24430,11,Defender - Centre-Back,Defender,32359,37,45030,34,15
Tom Carroll,121279,https://www.transfermarkt.com/tom-carroll/profil/spieler/121279,https://fbref.com/en/players/5a1900a4/Tom-Carroll,40979,20 years 05 months 06 days,20,Premier League,31/01/2012,19,19,Championship,19,first scrap players,Tom Carroll,Success,121279,spieler,Tom Carroll,28/05/1992,Watford,"1,77",England,Midfield - Central Midfield,left,Not found,Without Club,45664,-,Not found,10,407,66,No,Not found,Not found,5,first scrap players transfer,121279,Tom Carroll,Not found,"May 28, 1992 (Age: 33-181d)","Watford, England, United Kingdom",171,England eng,"MF (CM-DM, left)",Left,2010-2011,18 years,Leyton Orient,2010,first scrap players fbref,NA,NA,NA,NA,NA,314,19337,10,14,10,Tom Carroll,No,Not found,NA,314,19337,10,Midfield - Central Midfield,Midfield,33752,33,NA,NA,14
Santi Cazorla,15799,https://www.transfermarkt.com/santi-cazorla/profil/spieler/15799,https://fbref.com/en/players/e2e9c250/Santi-Cazorla,30/11/2003,18 years 11 months 17 days,18,LaLiga,24/09/2023,38,38,Segunda División,18,first scrap players,Santi Cazorla,Success,15799,spieler,Santi Cazorla,13/12/1984,Lugo de Llanera,"1,68",Spain,Midfield - Central Midfield,both,Not found,Real Oviedo,16/08/2023,30/06/2026,Puma,9,1003,194,No,Not found,8,7,first scrap players transfer,15799,Santi Cazorla,Not found,"December 13, 1984 (Age: 40-347d)","Lugo de Llanera, Spain",165,Spain,MF (AM-WM),Right,2003-2004,18 years,Villarreal,2003,first scrap players fbref,Santi Cazorla,52,2653,5,9,611,43528,93,19,5,Santi Cazorla,No,Not found,NA,663,46181,98,Midfield - Central Midfield,Midfield,31029,40,NA,NA,22
Júlio César,22412,https://www.transfermarkt.com/jlio-csar/profil/spieler/22412,https://fbref.com/en/players/f619413f/Julio-Cesar,36047,19 years 06 days,19,Campeonato Brasileiro Série A,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players,Júlio César,Success,22412,spieler,Júlio César,28923,Duque de Caxias,"1,86",Brazil,Goalkeeper,left,Not found,Flamengo,29/04/2018,-,Not found,13,409,77,Yes,29/04/2018,Not found,7,first scrap players transfer,22412,Júlio César,Not found,29101,Not found,186,Brazil,GK,Left,2005-2006,25 years,Inter,2005,players corrected fbref,Júlio César,25,2280,0,6,380,33769,0,14,5,Júlio César,No,Not found,NA,405,36049,0,Goalkeeper,Goalkeeper,29101,46,43219,38,19
